title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Supply Chain Assistant,ТОО Хуавей Текнолоджиз Казахстан,Алматы,Не указано,"We are seeking a motivated and detail-oriented Supply Chain Specialist to join our team. This position offers a valuable opportunity to gain hands-on experience in supply chain management, working closely with experienced professionals to support various aspects of the supply chain process.

Responsibilities:

To ensure timely and accurate registration and archive of SCD documents
To check documents are complete and accurate, meet the standard requirements and comply to the local law and regulations
To provide professional support to SCD team to find related documents, to get signatures and stamp on documents
To prepare weekly reports with the documents status, progress and key issues
Timely maintain documents register on server and provide updated data to SCD team
Arrangement of business meetings, keep minutes of meetings
Fulfill other department works according to Supervisor’s requirements

Requirements:

Currently pursuing a Bachelor’s degree in Supply Chain Management, Logistics, or a related field
Strong interest in supply chain management and logistics
Excellent organizational and time management skills
Strong analytical and problem-solving abilities
Good communication and interpersonal skills
Ability to work independently as well as part of a team
Attention to detail and accuracy
Willingness to learn and take on new challenges",не требуется,Полная занятость,График: 5/2,8,На месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120057060?query=Data+Specialist&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-29
Developer,ТОО KPMG,Астана,Не указано,"We are looking for a skilled Senior Developer to join our Technology Consulting team at KPMG. This role is part of the Data, AI & Emerging Technologies practice and involves working on large-scale integration, monitoring, and digital transformation projects for government and enterprise clients.


Key Responsibilities:
- Design, develop, and maintain integration services (REST, SOAP, RPC).
- Optimize and refactor existing systems for performance and scalability.
- Architect distributed and microservices-based solutions with fault tolerance.
- Collaborate with cross-functional teams including DevOps, data, and infrastructure.
- Work on projects like tax system modernization and horizontal monitoring platforms.

Required Qualifications:

2-3+ years of experience in backend development and systems integration.
Strong knowledge of Go, Python, .NET Core, and ReactJS.
Experience with PostgreSQL, Redis, Minio or similar storage and caching tools.
Understanding of microservice architecture and distributed systems. Hands-on experience with Kafka, RabbitMQ, or other message brokers.
Proficient with Docker, Kubernetes, and CI/CD pipelines.

Familiarity with monitoring stacks (Prometheus, Grafana, ELK).

English proficiency: B2 or higher (technical documentation, meetings, presentations).",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120057040?query=Data+Architect&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-29
Business Data Analyst,ТОО Air Energi Caspian LLP trading as Airswift,Не указано,Не указано,"Обязанности:
Digitization, optimization, automation of business processes - sales funnels, marketing reporting, acquisition channels, etc.
Applied business analytics based on generated reports. Communication with top management for business improvement
Reporting development in Power BI
Writing SQL scripts of varying complexity
It is possible to use Python to automate and organize ETL processes
Perform ad hoc reports and provide analysis support as needed
Put forward proposals for the necessary actions to improve the company’s financial and/or other indexes
Development and Monitor business KPI’s (Retention Rate, Communication Cost per loan, Conversion Rate etc.)
Требования:

Graduate with a mathematics/technical background

Fluent in English

Ability to work with data-mining and business intelligence tools such as SQL, PostgresSQL

Middle knowledge of databases/data warehouses

Strong skills in data analysis and reporting

Proficiency level in Excel

Desirable is understanding of lending and financial management

Desirable experience in Power BI

Desirable experience in Python

Условия:
Almaty 52
Office work",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047204?query=Business+Intelligence+Developer&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-28
Business Data Analyst,ТОО Air Energi Caspian LLP trading as Airswift,Не указано,Не указано,"Обязанности:
Digitization, optimization, automation of business processes - sales funnels, marketing reporting, acquisition channels, etc.
Applied business analytics based on generated reports. Communication with top management for business improvement
Reporting development in Power BI
Writing SQL scripts of varying complexity
It is possible to use Python to automate and organize ETL processes
Perform ad hoc reports and provide analysis support as needed
Put forward proposals for the necessary actions to improve the company’s financial and/or other indexes
Development and Monitor business KPI’s (Retention Rate, Communication Cost per loan, Conversion Rate etc.)
Требования:

Graduate with a mathematics/technical background

Fluent in English

Ability to work with data-mining and business intelligence tools such as SQL, PostgresSQL

Middle knowledge of databases/data warehouses

Strong skills in data analysis and reporting

Proficiency level in Excel

Desirable is understanding of lending and financial management

Desirable experience in Power BI

Desirable experience in Python

Условия:
Almaty 52
Office work",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047204?query=BI+Analyst&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-28
HR специалист,ТОО BI Education,Не указано,Не указано,"Riviera International School — международная школа с сертификацией International Baccalaureate, входящая в сеть школ Quantum Management Company в составе крупнейшего холдинг BI Group. Мы создаем инновационную образовательную среду, где дети получают качественное обучение по мировым стандартам. Наши сотрудники — это профессионалы, которые вносят вклад в развитие будущих лидеров.

Сейчас мы ищем HR специалиста, который станет частью нашей команды и поможет выстраивать эффективные HR-процессы!

Обязанности:

контроль за соблюдением трудового законодательства
консультирование сотрудников в области трудовых отношений
ведение полного цикла кадрового делопроизводства в соответствии с законодательством (прием, увольнение, переводы, отпуска, командировки, больничные листы, актуализация личных дел работников и др.)
ведение военного учета
работа с базами данных холдинга по кадровому учету, а также в специальной базе данных организаций образования
разработка и актуализация внутренних нормативных документов (должностные инструкции, правила трудового распорядка, типовой трудовой договор, др.)
мониторинг изменений законодательства и адаптация кадровых процессов к актуальным требованиям
подготовка отчетности, ответы на запросы инспекций, содействие при проверках
взаимодействие с компетентными органами, управляющей компанией
в меньшем объеме- участие в построении и развитии иных HR бизнес-процессов: корпоративная культура, мотивация, рекрутинг, адаптация, развитие талантов.
Требования:

Образование- высшее

Обязательна дополнительная переподготовка или повышение квалификации в области управления персоналом или учета кадров.

Опыт работы- не менее 3-х лет в кадровом делопроизводстве, желательно в учебном заведении.

Hard skills:

отличное знание трудового законодательства РК
знание установленных норм по ведению кадрового делопроизводства
навыки учета в 1С 8.3 ERP (кадровое администрирование)
навыки работы в ЕСУТД enbek.kz
навыки работы в nobd.edu.kz
владение казахским, русским, английским (не ниже upper intermediate) языками

Soft skills:

Внимательность к деталям, организованность, клиентоориентированность, стрессоустойчивость, конфиденциальность и этичность, гибкость и адаптивность, готовность к активному развитию и работе в динамичной среде

Условия:
график работы- с 9:00 ч. до 18:00 ч.
комфортные условия труда
место работы расположено в парковой зоне с красивым видом, в обеденное время есть где отдохнуть и прогуляться
наличие мотивационного пакета (премии, социальная поддержка)
бесплатное питание
насыщенная корпоративная жизнь
возможности профессионального роста
возможно увеличение оплаты труда при демонстрации высоких результатов работы и безупречного выполнения должностных обязанностей
уникальные возможности участия в корпоративной жизни и специальные условия для сотрудников холдинга BI Group
у школы есть собственная парковочная зона",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047286?query=BI+Analyst&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-28
Business Data Analyst,ТОО Air Energi Caspian LLP trading as Airswift,Не указано,Не указано,"Обязанности:
Digitization, optimization, automation of business processes - sales funnels, marketing reporting, acquisition channels, etc.
Applied business analytics based on generated reports. Communication with top management for business improvement
Reporting development in Power BI
Writing SQL scripts of varying complexity
It is possible to use Python to automate and organize ETL processes
Perform ad hoc reports and provide analysis support as needed
Put forward proposals for the necessary actions to improve the company’s financial and/or other indexes
Development and Monitor business KPI’s (Retention Rate, Communication Cost per loan, Conversion Rate etc.)
Требования:

Graduate with a mathematics/technical background

Fluent in English

Ability to work with data-mining and business intelligence tools such as SQL, PostgresSQL

Middle knowledge of databases/data warehouses

Strong skills in data analysis and reporting

Proficiency level in Excel

Desirable is understanding of lending and financial management

Desirable experience in Power BI

Desirable experience in Python

Условия:
Almaty 52
Office work",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047204?query=Data+Analyst&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-28
Business Data Analyst,ТОО Air Energi Caspian LLP trading as Airswift,Не указано,Не указано,"Обязанности:
Digitization, optimization, automation of business processes - sales funnels, marketing reporting, acquisition channels, etc.
Applied business analytics based on generated reports. Communication with top management for business improvement
Reporting development in Power BI
Writing SQL scripts of varying complexity
It is possible to use Python to automate and organize ETL processes
Perform ad hoc reports and provide analysis support as needed
Put forward proposals for the necessary actions to improve the company’s financial and/or other indexes
Development and Monitor business KPI’s (Retention Rate, Communication Cost per loan, Conversion Rate etc.)
Требования:

Graduate with a mathematics/technical background

Fluent in English

Ability to work with data-mining and business intelligence tools such as SQL, PostgresSQL

Middle knowledge of databases/data warehouses

Strong skills in data analysis and reporting

Proficiency level in Excel

Desirable is understanding of lending and financial management

Desirable experience in Power BI

Desirable experience in Python

Условия:
Almaty 52
Office work",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047204?query=Business+Intelligence+Analyst&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-28
Бизнес-аналитик (ELMA),АО TECHNODOM Operator (Технодом Оператор),Не указано,Не указано,"Airba Ecosystem — будущее начинается с тебя!

Добро пожаловать в Airba Ecosystem — пространство, где технологии, логистика, финансы и ритейл объединяются, чтобы менять правила игры и упрощать жизнь миллионов. Основанная на опыте и успехах Technodom, Airba — это место, где инновации превращаются в реальные достижения, а амбиции — в новые возможности.

Почему выбирают Airba?

Реальная зона влияния — экосистемные цифровые продукты, через которые проходят миллионы операций.

Экспертная команда № 1 на рынке — лучшие практики SCM, BI и Agile-трансформаций.

Глубокая автоматизация процессов — прокачаете навыки ELMA365, интеграций и разработки на уровне топ-компаний СНГ.

Участие в цифровой трансформации всей цепочки поставок и бизнес-процессов Airba, влияющее на миллионы клиентов.

Что мы предлагаем:

Официальное оформление по ТК РК и конкурентная зарплата.

Полностью оборудованное рабочее место и офис премиум-класса.

Сильная, сплочённая команда профессионалов и доступ к экспертной среде Airba.

Развитие в крупнейших проектах по цифровой трансформации и автоматизации процессов в Казахстане.

Возможность влиять на бизнес, процессы и команды, прокачивая собственную экспертизу.

Ключевые задачи:

Анализ, моделирование и оптимизация бизнес-процессов (BPMN).

Сбор и формализация требований совместно с бизнес-заказчиками.

Проектирование, настройка и тестирование процессов на платформе ELMA365.

Интеграция ELMA365 с ERP/WMS, BI и другими корпоративными системами (REST API, SQL).

Подготовка технической документации, обучение пользователей, сопровождение релизов.

Постоянный аудит эффективности, улучшение SLA и автоматизация задач ручного труда.

Управление полным жизненным циклом решений: идея → MVP → прод. поддержка.

Ты нам подходишь, если:

Имеешь опыт аналитика бизнес-процессов в рознице, логистике, финтехе или IT.

Работал непосредственно с ELMA365 либо аналогичными BPM/low-code платформами.

Глубоко понимаешь BPMN, API-интеграции, SQL, принципы проектного управления (Scrum/Kanban).

Силен в Excel/BI, умеешь строить отчётность и оценивать эффект изменений.

Системно мыслишь, умеешь доносить сложное простыми словами.

Руководил задачами или малыми командами, прокачивал коллег, строили культуру эффективности.

Будет плюсом:

Знание 1С ЗУП и схемы обмена данными между ERP-системами.

Опыт внедрения автозаказа, MRP или прогнозирования спроса.

Если ты системный, умный, ориентированный на результат и хочешь стать драйвером цифровой трансформации Airba Ecosystem — ждём твоё резюме!",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120055323?query=BI+Analyst&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-29
Tax Manager,ТОО Samsung Electronics Central Eurasia LLP.,Не указано,Не указано,"How You Will Make an Impact:

- Delivery and control of declarations, calculations and statements on forms 101.04, 300.00, 328.00, 700.00, 701.01, 870.00 and others;
- Calculation, compilation of tax registers and reflection of calculated tax liabilities in accounting on a periodic basis (taxes on transport, property, ecology, advertising, CIT, VAT for non-resident, etc.); - Calculation of CIT; - Calculation of deferred tax; - Calculation of effective taxation; - Tax planning; - Control over correctness, completeness and timely reflection of calculated tax liabilities in accounting on a periodic basis (taxes on transport, property, ecology, advertising, CIT, VAT for non-resident, etc.). etc.);
- CIT calculation;
- Deferred tax calculation;
- Effective tax calculation;
- Tax planning;
- Control over correctness, completeness and timeliness of reflection of tax liabilities, their payment on personal accounts with tax authorities. Monthly reconciliation with tax authorities;
- Statistical reporting;
- Parsing and alignment of turnover and balance sheet;
- Accounting of residence certificates;
- Control over issuance of ESF/CST/fiscal cheques;
- Participation in discussions of new processes/projects, involvement in all processes;
- Responses to notifications;
- Tax monitoring;
- Other tasks from the management

Your Background at a Glance:

- Higher professional education;
- Experience of at least 3-4 years as a senior accountant/tax consultant in a large company is desirable;
- Knowledge of SAP programme is preferable;
- Advanced user of MS Office (Excel, etc.);
- Knowledge of English - oral and written;
- Knowledge of accounting, tax legislation;
- Attentiveness (main criterion), responsibility (main criterion), analytical mind, ability to work in the field of accounting and taxation.
- A letter of recommendation is obligatory

Our Promise to You:
Work Your Way: embrace a flexible schedule starting from 7AM up to 7PM
Level Up Anytime: get unlimited access to premium online training platforms
Stay Healthy, Stay Happy: full medical insurance coverage
Annyenghaseyo to New Skills: dive into Korean language classes
Move, Stretch, Thrive: from fitness reimbursements to weekly yoga sessions
Fuel Up on Us: enjoy daily lunch allowance",более 6 лет,Полная занятость,График: 5/2,8,На месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120055212?query=Analytics+Consultant&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-29
Продуктовый Аналитик (PMO),ЧК BI Development Ltd.,Не указано,Не указано,"Команда Project Management Office (PMO) ищет сильного продуктового аналитика, который поможет нам улучшать процессы продуктовой команды. Если вы умеете анализировать данные, видите закономерности и готовы превращать их в actionable insights — это возможность для Вас!

ОБЯЗАННОСТИ:

Анализировать эффективность проектов и выявлять точки для оптимизации
Разрабатывать и отслеживать метрики портфеля продуктов и синхронить с проектными метриками
Автоматизировать отчёты и создавать дашборды для визуализации данных
Поддерживать процесс принятия решений на основе данных
Взаимодействовать с проектными менеджерами и другими для улучшения процессов
ТРЕБОВАНИЯ:
Опыт работы аналитиком от 2 лет
Владение инструментами анализа данных: SQL, Python
Навыки визуализации (Tableau, Power BI)
Умение работать с большими объёмами данных
Аналитический склад ума и внимание к деталям Что предлагаем:
УСЛОВИЯ:

Социальный пакет (фитнес, медицинское страхование, корпоративные мероприятия);

Обучение и сертификация за счет компании;

Оформление в соответствии с трудовым кодексом РК;

Отпуск 24 календарных дня.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,29 апреля 2025,https://hh.kz/vacancy/120054373?query=BI+Analyst&hhtmFrom=vacancy_search_list,Не указано,Не указано,2025-04-29
