title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
Технический директор,ТОО iMAS GROUP,Астана,"от 1 000 000 ₸ за месяц, на руки","iMAS GROUP - группа компаний, занимающихся разработкой программных решений в сфере мониторинга и анализа информационных потоков, больших данных и искусственного интеллекта.

iMAS - (акроним - Information Monitoring and Analysis Software) - платформа, осуществляющая автоматический сбор, обработку, структурирование и анализ информационных потоков в СМИ, соцсетях, блогах, веб-ресурсах и других источниках по всему миру в режиме реального времени и с использованием алгоритмов искусственного интеллекта.

Основные обязанности:

Формирование и реализация технической стратегии: разработка и внедрение долгосрочной IT-стратегии, способствующей развитию платформы.

Архитектурное планирование: проектирование и оптимизация системы, выбор современного технологического стека, разработка архитектурных решений.

Управление командой разработки: постановка задач, организация рабочего процесса, внедрение передовых практик DevOps и контроль качества реализуемых проектов.

Разработка аналитических модулей: создание и интеграция алгоритмов для анализа тональности, репутационного мониторинга и визуализации данных.

Обеспечение надежности и безопасности: поддержание стабильной работы платформы, адаптация под высокие нагрузки, обеспечение защиты данных.

Взаимодействие с внутренними подразделениями: совместная работа с бизнес-командами для выявления и реализации технических требований.

Мониторинг IT-трендов: исследование новых технологий и их применение для постоянного совершенствования продукта.

Требования

Высшее техническое образование (информационные технологии, инженерия или смежные области).

Опыт работы на руководящих позициях в IT не менее 3 лет, преимущественно в разработке крупных веб-сервисов и аналитических систем.

Глубокое знание системной архитектуры, облачных технологий, DevOps-подходов и принципов информационной безопасности.

Опыт эффективного управления командами разработки и реализации масштабных IT-проектов.

Стратегическое мышление, способность оперативно принимать решения в динамичной среде.

Высокий уровень аналитических, коммуникативных и лидерских качеств.

Знание английского языка является преимуществом.

Мы предлагаем

Работу над передовой платформой, меняющей представление о мониторинге информационного пространства.

Возможности для профессионального роста, обучения и участия в международных проектах и мероприятиях.

Дружелюбную рабочую атмосферу, поддержку команды и высокую степень ответственности.

Современный офис и ЗП от 1 000 000 на руки + бонусы.",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,13 мая 2025,https://hh.kz/vacancy/120475667,Не указано,от 1000000 ₸,2025-05-13
Главный риск-менеджер,АО Bereke Bank,Алматы,Не указано,"Обязанности:

Экспертизы кредитных рисков по сегментам малого и крупного бизнеса

Обеспечение надзора над формированием системы управления рисками
Заявление Компании о риск-аппетите (ежегодно)
Управление стратегическими рисками на постоянной основе
Требования:
Знание законодательства РК регулирующего банковскую деятельность; понимание принципов финансового анализа;
Желание осуществлять деятельность в банке, желание работать в области кредитных рисков, в области анализа МСБ и Корпоративных компаний.
Условия:
график 5/2, с 9 до 18;
современный офис в центре города;
регулярное корпоративное обучение;
один из лучших социальных пакетов для сотрудников Банка (ДМС, материальная помощь и социальная поддержка, ежедневное медицинское сопровождение и пр.);
яркая и насыщенная корпоративная жизнь.",1–3 года,Полная занятость,График: 5/2,8,Гибрид,13 мая 2025,https://hh.kz/vacancy/120486220,Не указано,Не указано,2025-05-13
Аналитик по финансовому моделированию и стратегии,ТОО Freedom Telecom Operations,Астана,Не указано,"Freedom Telecom - современная телекоммуникационная компания, развивающая на рынке Республики Казахстан широкополосный доступ к сети интернет в каждый дом и открытый доступ Wi-Fi в крупных городах. Мы работаем в тесном сотрудничестве с мировыми производителями оборудования - программного обеспечения.

Чем предстоит заниматься:
- Разработка и построение финансово-экономических моделей и инвестиционных бизнес-кейсов по различным проектам компании (CAPEX, OPEX, инфраструктурные проекты и др.) с расчетом NPV, IRR, DPP, Payback Period и других KPI;
- Участие в стратегическом и финансовом планировании: подготовка долгосрочных и краткосрочных финансовых прогнозов, сценарный анализ, оценка влияния внешних и внутренних факторов на финансовые показатели;
- Участие в построении системы бюджетирования: разработка методологии, структуры бюджетов (P&L, Cash Flow, CAPEX), шаблонов и процессов согласования, участие в оптимизации текущего процесса;
- Организация процесса бюджетного контроля CAPEX проектов/расходов в рамках утвержденного годового бюджета;
- Участие в процессе настройки управленческой отчетности: регулярная отчетность по ключевым метрикам (в том числе unit-экономика, EBITDA, маржинальность, CAPEX), формирование отчетов для руководства и Холдинга;
- Организация процесса план-факт анализа CAPEX проектов по факту освоения и оплат;
- Подготовка презентаций и аналитических материалов для внутреннего и внешнего использования (руководство, инвесторы, контролирующие органы);
- Поддержка инициатив по оптимизации затрат, повышению операционной эффективности и улучшению финансовых результатов бизнеса.

Знания, навыки, важные для этой позиции:
- Углублённый опыт разработки и построения финансовых моделей и инвестиционных бизнес-кейсов с нуля - с расчетом и интерпретацией ключевых KPI: NPV, IRR, DPP, ROI, Payback Period, Unit-экономика и др.;
- Глубокое понимание процессов бюджетного планирования: от формирования операционных и инвестиционных бюджетов до консолидации и анализа план-факт отклонений;
- Опыт внедрения и автоматизации системы бюджетирования с нуля, включая разработку методологий, шаблонов, структуры центров финансовой ответственности и схем согласования;
- Опыт в области управленческой отчетности: формирование отчетов для руководства и инвесторов, настройка структуры отчетности (P&L, CAPEX, Cash Flow, Balance Sheet и др.), адаптация форматов под требования стейкхолдеров;
- Опыт построения управленческой отчетности ""с нуля"" — включая определение ключевых метрик, источников данных, каналов сбора и регулярности отчетности;
- Уверенный пользователь 1С, продвинутые навыки работы с Excel (в т.ч. Power Query, макросы), уверенное владение PowerPoint для подготовки презентаций;
- Опыт работы в Big-4 будет преимуществом;
- Высшее образование в области финансов, экономики, математики или смежных дисциплин;
- Практический опыт работы в телекоммуникационной отрасли (опыт работы в операторах связи желателен). Опыт работы на аналогичной позиции желателен.
- Опыт работы с BI-системами (Power BI, Qlik и др.) будет плюсом.​​​​​​​

Что мы предлагаем:
- График 5/2, с 9:00 до 18:00;
- Комфортный офис с кухней и парковкой;
- Свободный дресс-код;
- Привилегии от экосистемы Freedom Holding;
- Экстра days off, помимо отпускных и больничных;
- Материальная помощь по памятным событиям;
- Самые инновационные, амбициозные проекты и задачи.",более 6 лет,Полная занятость,График: 5/2,8,На месте работодателя,13 мая 2025,https://hh.kz/vacancy/120454643,Не указано,Не указано,2025-05-13
Финансовый директор (CFO),"АО Товарная биржа ЕТС (Товарная биржа Евразийская Торговая Система, АО)",Алматы,Не указано,"Обязанности:

Финансовое планирование, бюджетирование.

Анализ финансовых показателей, подготовка финансовой отчетности.

Оптимизация и автоматизация финансовых процессов.

Управление финансовыми рисками компании.

Взаимодействие с банками, государственными органами, аудиторами.

Работа с командой и руководство Финансовым департаментом компании (финансовый блок, казначейство, бухгалтерия).

Разработка регламентов, процедур и стандартов.

Требования:

Высшее финансовое / экономическое образование.

Опыт работы руководителем финансовой службы не менее 5 лет, желателен опыт в финансовом секторе, биржевой торговле.

Знания бюджетирования и финансового анализа, МСФО, налогового планирования.

Системный подход к управлению финансовой деятельностью компании.
Стратегическое мышление, ответственность, коммуникабельность, высокие управленческие компетенции.
Условия:
Комфортабельный офис в центре города.
Профессиональный и карьерный рост.
Оформление согласно Трудового Кодекса Республики Казахстан.
График работы: 5/2 с 9:00 до 18:00 (СБ и ВС - выходные дни).

Если вы стремитесь к профессиональному росту в динамичной компании с 16-летним опытом на рынке и обладаете необходимыми навыками, мы будем рады видеть вас в нашей команде!",более 6 лет,Полная занятость,График: 5/2,8,На месте работодателя,13 мая 2025,https://hh.kz/vacancy/120478267,Не указано,Не указано,2025-05-13
DevOPS engineer (SRE),ООО Ре-Сим,Астана,Не указано,"Кто мы?

ROGII – международная IT-компания, разрабатывающая собственные уникальные продукты для нефтегазовой индустрии (серверные, десктопные и мобильные приложения).

Офисы в Европе, США, Канаде, странах Южной Америки, на Ближнем Востоке, в Австралии;
Более 300 клиентов по всему миру;
В команде работают профессионалы с опытом 5+ лет, используются передовые IT-решения (облачные технологии, big data, технологии машинного обучения, 3D визуализация).

Приглашаем в нашу команду DevOPS engineer (SRE)/Build Engineer!

Что будет входить в твои задачи:

Разработка, поддержка и оптимизация систем сборки (build systems) для C++ проектов;
Настройка и поддержка CI/CD (Continuous Integration/Continuous Deployment) pipelines;
Автоматизация процессов сборки, тестирования и развертывания;
Оптимизация времени сборки и устранение узких мест в процессе сборки;
Работа с системами управления версиями (Git);
Поддержка и улучшение скриптов сборки (CMake, Makefile, Bazel, Ninja и др.);
Обеспечение кросс-платформенной сборки (Windows, Linux, macOS);
Взаимодействие с разработчиками для решения проблем, связанных со сборкой и зависимостями;
Документирование процессов сборки и конфигураций;
Мониторинг и устранение ошибок, связанных с зависимостями и сборкой.

Что мы ожидаем от тебя:

Опыт работы с системами сборки C++ проектов (CMake, Makefile, Bazel, Ninja и др.);
Опыт работы с CI/CD системами (Jenkins, GitLab CI);
Знание скриптовых языков (Python, Bash, PowerShell и др.);
Опыт работы с системами управления версиями (Git);
Понимание принципов работы компиляторов и линкеров (GCC, Clang, MSVC);
Опыт работы с контейнеризацией (Docker) и виртуализацией;
Знание принципов работы с библиотеками и зависимостями (статическими и динамическими);
Умение работать в кросс-платформенной среде (Windows, Linux, macOS);
Навыки работы с системами управления пакетами (Conan, vcpkg, NuGet и др.).

Что мы готовы тебе предложить:

Официальное трудоустройство в штат компании в Республике Казахстан/Республике Беларусь или контракт в международной компании;
Гибкий рабочий график с возможностью удаленной работы из любой точки мира;
Релокационные пакеты при переезде за пределы РФ;
Конкурентная заработная плата с регулярным пересмотром;
Обеспечение всей необходимой рабочей техникой;
Возможность профессиональной реализации в международной команде;
Участие в профильных семинарах, тренингах и конференциях за счет компании.",3–6 лет,Полная занятость,График: 5/2,8,"На месте работодателя, удалённо или гибрид",13 мая 2025,https://hh.kz/vacancy/120447425,Не указано,Не указано,2025-05-13
Менеджер по государственным закупкам,ТОО Коркем Телеком,Астана,Не указано,"Sergek Group – казахстанская группа IT-компаний. Наши сотрудники – это разработчики программного обеспечения, компьютерного зрения и искусственного интеллекта, опытные проектные и продуктовые менеджеры, системные аналитики, бизнес аналитики, дата аналитики, финансовые, экономические и кадровые специалисты, юристы, закупщики, сотрудники HR, PR и GR. Мы разрабатываем технологии по трем основным направлениям Smart City — общественная и дорожная безопасность, транспорт и экология.

Вакансия: Менеджер по государственным закупкам
Формат работы: 5/2, с 09:00 до 18:00
Офис: г. Астана, пр. Туран 9Б

Обязанности:​​​​

1. Мониторинг и анализ закупок:

Мониторинг интернет-ресурсов в сфере госзакупок РК.

Выявление релевантных процедур и ведение базы данных закупок.

Первичный анализ тендерной документации на соответствие законодательству и возможностям компании.

Детальное изучение условий и требований закупки (тип, цели, сроки, квалификация и технические условия).

2. Взаимодействие с заказчиком и подготовка к участию:

Подготовка перечня вопросов по условиям закупки.

Участие в предварительном обсуждении условий.

Взаимодействие с организатором/заказчиком для уточнения информации.

3. Участие в процедурах закупок:

Участие в закупках с особым порядком (получение документации, регистрация, подача заявок).

Подготовка и подача пакета документов для участия в закупке.

Контроль хода процедуры, отслеживание этапов, получение протоколов и результатов.

4. Документооборот и сопровождение:

Подготовка доверенностей, служебных записок, писем и уведомлений.

Ведение переписки по закупкам, включая особый порядок.

Архивация конкурсной документации и организация документооборота.

5. Правовое сопровождение:

Регулярное ознакомление с актуальными НПА в сфере закупок.

Обеспечение соответствия всех действий требованиям законодательства.


Требования:

Образование и опыт:

Высшее образование (предпочтительно в области юриспруденции или экономики).

Опыт работы в сфере государственных закупок от 3 лет.

Практический опыт работы на порталах zakup.sk.kz и goszakup.gov.kz не менее 3 лет.

Знания законодательства:

Отличное знание законодательства и нормативных правовых актов, регулирующих:

Государственные закупки;

Закупки АО «Самрук-Қазына» и его дочерних организаций;

Закупки квазигосударственного сектора.

Профессиональные навыки:

Навыки ведения переговоров и взаимодействия с государственными заказчиками.

Уверенное владение компьютером и ПО (MS Office (Word, Excel), электронные торговые площадки, работа с ЭЦП.


Условия:

курсы и тренинги за счет компании
экстра day offs 7 дней, помимо отпускных
материальную помощь к отпуску, а также к памятным событиям
комфортный офис с кухней, игровой и парковкой",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,13 мая 2025,https://hh.kz/vacancy/119696370,Не указано,Не указано,2025-05-13
Demand planning specialist (Ведущий специалист по прогнозированию),ТОО Apple City Corps,Алматы,Не указано,"Чем Вам предстоит заниматься:

Глубокий анализ рынка и поведения потребителей в категории товаров;
Организация эффективных встреч в рамках цикла S&OP;
Гибкое формирование прогноза продаж с еженедельной корректировкой;
Точное распределение месячного объема по SKU, неделям и локациям;
Расчет Pipeline, чистого прироста и каннибализации при внедрении новых продуктов;
Эффективное взаимодействие с партнерами;
Представление отчетов и аналитика.

Мы будем рады пригласить вас на собеседование, если у Вас:

Опыт работы с большими объёмами числовой информации;
Аналитические навыки, владение методиками планирования спроса и анализа;
Продвинутый уровень владения Excel, знание систем прогнозирования;
Сильные коммуникативные навыки, умение презентовать и управлять ожиданиями.

Мы предлагаем:

Стабильная заработная плата - до 10 числа каждого месяца без задержек на карту банков Kaspi.kz, Altyn или Halyk bank - на выбор;
Стандартный соц. пакет: ОПВ, ИПН, ОСМС;
Оплачиваемые отпуска, больничные и возложения обязанностей;
Мотивационные программы;
Подарки от компании детям сотрудников на Новый год;
Материальная помощь от компании;
Гибридный график работы.",1–3 года,Полная занятость,График: 5/2,8,Не указано,13 мая 2025,https://hh.kz/vacancy/119647747,Не указано,Не указано,2025-05-13
1С программист,АО Jusan Bank,Алматы,Не указано,"Обязанности:

Опыт разработки и внедрения конфигураций 1С: Успешный опыт создания и внедрения конфигураций, связанных с КУФИБ, например, учет персонала, финансовый учет и бюджетирование;
Знание языка запросов 1С: Навыки работы с языком запросов 1С для эффективного извлечения данных и создания отчетов;
Навыки интеграции: Опыт интеграции 1С с другими информационными системами, такими как CRM или ERP, для обеспечения единых бизнес-процессов;
Понимание бизнес-процессов КУФИБ: Глубокое понимание функционала КУФИБ, включая управление кадрами, финансовый анализ и бюджетирование;
Техническая поддержка: Опыт предоставления технической поддержки пользователям 1С, в том числе решение проблем и обучение персонала;
Знание баз данных: Навыки работы с базами данных, используемыми 1С, для оптимизации производительности и обеспечения целостности данных.

Требования:

Высшее образование;
Опыт разработки и внедрения конфигураций 1С;
Успешный опыт создания и внедрения конфигураций, связанных с КУФИБ.

Условия:

Работа в офисе в Алматы;
Ежеквартальные премии;
корпоративные предложения по фитнесу;
корпоративные скидки на онлайн обучение в Skyeng для вас и ваших близких;
бесплатная подписка на онлайн библитеку «Альпина Паблишер»;
приятная рабочая атмосфера в современном офисе в деловой части города;
возможность строить карьеру в одном из крупнейших банков Казахстана.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,13 мая 2025,https://hh.kz/vacancy/119527988,Не указано,Не указано,2025-05-13
Middle-Senior Backend Developer (Python),ТОО MyCar Group,Алматы,Не указано,"Mycar Group входит в группу компании Astana Group (Astana Motors, Mega Center, Mycar):

В офлайне— автоцентры Mycar по Казахстану, микрокредитная организация ""Mycar Finance"". В онлайне —ИТ продукты ""mycar.kz"", ""Mycar PRO"", ""MyCredit"".

Основной стэк: Python, Django, DRF, Celery, PostgreSQL, RabbitMQ

Чем предстоит заниматься:

Разработка ПО - web приложения в соответствии с техническим заданием;
Разработка API;
Интеграция с внешними системами;
Написание тестов для разрабатываемых систем;
Документирование проектов;
Улучшение и оптимизация имеющегося функционала;
Участие в командных мероприятиях (meetup, daily, planning, grooming);
Аудит архитектурных решений.

Требования:

Опыт коммерческой веб разработки на языке Python (Django, FastAPI, Flask или другие аналоги);
Опыт работы с API (REST, GraphQL);
Git, Docker, PostgresSQL, MongoDB, Redis, RabbitMQ;
Основы Linux (ОС, управления файлами, системные команды, сетевые команды);
Опыт проектирования микросервисов.

Будет плюсом:

Kubernetes
Основы DevOps
Сети

Условия работы:

График 10:00 до 19:00 либо с 9:00 до 18:00 (на ваш выбор);
Комфортный офис.

Большой соц.пакет и льготы помимо оклада:

Годовое обслуживание в мед. центрах Алматы для Вас и 2 Ваших близких людей, в год дается 400 000 тенге, пакет «Всё включено» (+аптека, стоматолог);
50% скидки во все фитнес-центры города, компания оплачивает Вам половину;
Материальная помощь при разных жизненных ситуациях (рождение ребенка, бракосочетание, смерть близкого человека ит. д.);
Скидки на услуги в официальных дилерских центрах (15% на запчасти, 30% на услуги);
Скидки на покупку собственного авто и также выгодные условия кредитования через Mycar Finance;
Предоставляем новейшее техническое оборудование (iMac, Macbook, HP, Dell);
1 Day Off в честь дня рождения;
Прямой доступ к руководству, открытость коммуникативных процессов;
Молодой коллектив;
Мы вкладываемся в развитие сотрудников, покупаем участие в конференциях и курсы;
Ежемесячные Sprint review с акционерами и IT-специалистами, с вкусной едой и разными напитками;
Частые тимбилдинг и яркая корп.культура: 11 клубов по интересам, Open Talk with CEO/HR, Корп. библиотека.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,13 мая 2025,https://hh.kz/vacancy/120447175,Не указано,Не указано,2025-05-13
Ведущий специалист сектора по подготовке к IPO управления по работе с инвесторами,Частное учреждение Samruk Business Academy,Астана,Не указано,"В АО НК «КазМунайГаз» требуется Ведущий специалист сектора по подготовке к IPO управления по работе с инвесторами финансового департамента

Требования:

Образование:

Высшее профессиональное образование, экономическое и/или финансовое образование

Опыт работы в профессиональной сфере или в областях, соответствующих функциональным направлениям должности:

Не менее 4 лет опыта по профилю деятельности, желательно в подразделениях IR и/или нефтегазовых компаниях и/или опыт работы в центральных государственных органах по направлению деятельности;
Проведение финансово-экономического анализа компаний/проектов;
Построение финансовых моделей компаний/проектов;
Проведение экономического анализа обзора рынка;
Опыт ведения деловых переговоров, в том числе с зарубежными контрагентами/партнерами;
Желательно опыт проведения сделок по слиянию и поглощению (M&A), привлечения долевого и/или долгового финансирования;
Желательно опыт подготовки IR продуктов (годовой отчет, финансовый и операционный пресс-релизы, презентации для инвесторов и т.д.) для инвесторов по лучшим международным практикам публичных компаний;
Желательно опыт проведения Road Show, Дня Эмитента и иных аналогичных мероприятий, направленных на установление/поддержание деловых взаимоотношений с заинтересованными сторонами;
Желательно опыт работы в подразделениях IR в публичных компаниях

Знания и навыки, необходимые для исполнения должностных обязанностей:

Знания принципов международных стандартов финансовой отчетности (МСФО) и управленческой отчетности;
Знание Постановления Национального Банка Республики Казахстана от 27 августа 2018 года №189;
Знание Закона Республики Казахстан от 2 июля 2003 года № 461 «О рынке ценных бумаг»;
Знания в области нефтегазового законодательства Республики Казахстан, законодательства об акционерных обществах;
Знания в области экономического анализа, сбора систематизации и обобщения информации, в области рынка ценных бумаг;
Знания в области основ системы управления рисками и системы внутреннего контроля КМГ, финансовой отчетности, финансового моделирования, экономической оценке активов, финансового анализа;
Знания в области пожарной и экологической безопасности;
Знания регуляторных требований фондовых бирж: Международная биржа Астана (AIX) и Казахстанская фондовую биржа (KASE);
Владение английским языком (не ниже уровня Upper Intermediate), казахским (не ниже уровня B1);
Подтвержденные навыки проведения экономических исследований;
Навыки аналитического мышления;
Умение выстраивать логическую последовательность причинно-следственных взаимосвязей при анализе событий/явлений/процессов;
Навык обработки больших массивов данных и их систематизация;
Навык ведения презентаций и разработки презентационных материалов;
Навыки проведения комплексной проверки (Due Diligence);
Навыки подготовки проспекта эмиссии ценных бумаг;
Навыки анализа нефтяного сектора;
Навыки работы в команде.

Функциональные обязанности на данной должности:

Подготовка годового отчета (по направлениям: инвестиционные проекты, обеспечение устойчивого развития (ESG) и низкоуглеродное развитие, ключевые риски)
Осуществляет сбор, обработку и анализ данных;
Готовит соответствующие разделы годового отчета;
Согласовывает с курирующими подразделениями, а также с консультантом (при необходимости) соответствующие разделы годового отчета;
Разрабатывает дизайн соответствующих разделов годового отчета;
Разрабатывает интерактивную версию соответствующих разделов годового отчета;
Осуществляет подготовку и публикацию годового отчета в формате ESEF (European Single Electronic Format);
Осуществляет перевод на казахский и английский языки.
Подготовка полугодового отчета (по направлениям: инвестиционные проекты, обеспечение устойчивого развития (ESG) и низкоуглеродное развитие, ключевые риски)
Осуществляет сбор, обработку и анализ данных;
Готовит соответствующие разделы полугодового отчета;
Согласовывает с курирующими подразделениями, а также с консультантом (при необходимости) соответствующие разделы полугодового отчета;
Осуществляет перевод на казахский и английский языки.
Подготовка ежеквартальных отчетов (по направлениям: финансовые результаты)
Осуществляет сбор, обработку и анализ данных;
Готовит проекты соответствующих разделов, следующих IR продуктов: финансовый пресс-релиз, справочник с показателями компании (Hand Book), справочник с потенциальными вопросами и ответами по всей деятельности компании (Q&A), доклад спикера (Speaking Notes);
Согласовывает с курирующими подразделениями соответствующие разделы IR продуктов;
Осуществляет перевод на казахский и английский языки.
Проведение мероприятий, направленных на установление/поддержание деловых взаимоотношений с заинтересованными сторонами (Road Show, День Эмитента и др.) (по направлениям: инвестиционные проекты, устойчивое развитие (ESG) и декарбонизация)
Осуществляет сбор, обработку и анализ данных;
Готовит соответствующие разделы презентации для инвесторов, справочник с потенциальными вопросами и ответами по всей деятельности компании (Q&A), доклад спикера (Speaking Notes);
Согласовывает с курирующими подразделениями соответствующие разделы документов;
Осуществляет перевод на казахский и английский языки;
Проводит переговоры с консультантами по организационным вопросам;
Готовит аналитический отчет по итогам встреч с инвесторами.
Мониторинг, анализ рынка акционерного капитала, а также ведение работы с миноритарными акционерами и другими заинтересованными сторонами
Осуществляет по курируемому направлению (рынок акционерного капитала, в т.ч. подготовка к IPO/SPO, устойчивое развитие (ESG) и декарбонизация) подготовку ответов на запросы заинтересованных сторон (миноритарных акционеров, инвесторов, аналитиков, СМИ и т.д.), полученных посредством специальной выделенной телефонной линии, корпоративной почты и встреч с инвесторами в рамках IR мероприятий;
Осуществляет мониторинг рынка акционерного капитала;
Осуществляет подготовку аналитических справок, презентаций и иных материалов;
Готовит отчет по выплатам в пользу государств, используя опыт лучших международных практик публичных компаний;
Участвует в счетной комиссии общего собрания акционеров КМГ (по поручению руководства).
Подготовка компании к IPO/SPO
Осуществляет привлечение в установленном порядке консультантов для проекта (юридические консультанты, аудитор, PR консультант и др.);
Готовит модель оценки компании;
Осуществляет подготовку презентационных материалов для инвесторов;
Осуществляет получение необходимых государственных и корпоративных согласований и др.;
В рамках подготовки к IPO/SPO участвует в проведении локального Road Show;
Осуществляет иные мероприятия по ходу реализации проекта.
Осуществляет иные функции в соответствии с положением о департаменте, а также другие функции по поручениям руководства, дополнительно возложенные, но не включенные в положение о подразделении
Управление рисками и внутренний контроль:
Управляет риск-факторами, реализация которых может привести к наступлению риска. Своевременно выявляет, анализирует и оценивает риски, влияющие на достижение поставленных перед ним целей;
Обеспечивает своевременную разработку и исполнение мероприятий по снижению рисков/риск-факторов;
Своевременно уведомляет ответственное подразделение (СУРиВК), своего непосредственного руководителя о любых совершенных или возможных ошибках/недостатках, которые привели или могут привести к потенциальным убыткам, о потенциальных и реализованных рисковых событиях, в порядке и сроки, установленные внутренними документами.",3–6 лет,Полная занятость,График: 5/2,8,Не указано,13 мая 2025,https://hh.kz/vacancy/120472161,Не указано,Не указано,2025-05-13
