title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills,salary_range,published_date_dt
"Специалист по тендерам (госзакупки, самрук)",ИП Метеркулова М.Е.,Алматы,"от 250 000 до 600 000 ₸ за месяц, на руки","Наша компания уже более 10 лет занимается оптовой поставкой автозачастей по тендерам.

Обязанности:

Мониторинг сайтов Государственных закупок, закупок фонда Самрук Казына, закупок Недропользователей по автозачастям
Расчет тендеров по автозачастям
Вести деловой диалог и переписку с заказчиком и поставщиком
Согласование, подача заявок, ценовых предложений, дополнений заявок
Обжалование протокола допуска, итогов (в случае необходимости)
Заключение договоров и дальнейшее полное сопровождение выигранного тендера, от закупа ТРУ до получением оплаты от заказчика
Работа с транспортными, логистическими компаниями
Финансовый анализ, отчетность по исполненным договорам
Отслеживание изменений в правилах и стандартах закупок
Требования:
Опыт работы не менее 2 лет
Внимательность, исполнительность, коммуникабельность
Свободное владение русским и казахским языками (разговорный)
Полное знание законов Государственных закупок и стандартов закупочной деятельности фонда Самрук Казына
Свободное владение функционалом порталов
Условия:
Высокая и своевременная заработная плата (Сумма зависит от опыта работы)
Полный рабочий день (с 9 ч. до 18 ч.)
Нет дистанционной (удаленной) работы. Работа только в офисе
Обязательно иметь опыт в тендерах со стороны поставщика",3–6 лет,Полная занятость,График: 5/2,9,На месте работодателя,12 мая 2025,https://hh.kz/vacancy/120294772,Не указано,250000-600000 ₸,2025-05-12
Middle Python Back-End Developer,ТОО BP Contact,Алматы,"от 400 000 до 600 000 ₸ за месяц, на руки","Компания BP contact - быстрорастущая IТ компания в городе Алматы. Мы накопили большой опыт в области автоматизации бизнес-процессов, внедрения IT систем и контакт-центров. Наши партнеры — это крупные игроки на рынке, с которыми мы работаем рука об руку.

Сейчас мы находимся в поиске ""Middle Python Back-End Developer"" для медицинского проекта. Если Вы ответственный, умеете давать результат, то мы рады будем видеть вас в нашей команде.

У нас вы будете заниматься:

Прорабатывать серверную «начинку» проекта: писать микросервисы на FastAPI или Django, продумывать их границы ответственности, держать код аккуратным и читаемым;

Придумывать и внедрять интеграции — от платёжек и SMS-шлюзов до аналитики; где надо — брать HTTP, где быстрее — gRPC или очередь сообщений;

Следить, чтобы всё крутилось шустро: искать узкие места, ставить кэш на Redis, выносить тяжёлые задачи в Celery/RQ и масштабировать сервисы горизонтально;

Работать с базой (PostgreSQL): проектировать схемы, писать миграции, оптимизировать запросы; если ORM не справляется — идти в raw SQL;

Держать качество: писать тесты на pytest, не лениться на code-review, пускать код через mypy/flake8/black;

Готовить всё к продакшену: собирать Docker-образы, настраивать CI/CD (GitLab/GitHub Actions), описывать деплой в docker-compose или Helm;

Следить за безопасностью: JWT, OAuth2, шифрование данных, защита от классических OWASP-ловушек;

Разбираться с инцидентами: логирование, метрики (Prometheus + Grafana), быстрые хотфиксы и разбор «почему упало»;

Писать документацию, но без графомании: Swagger для API, короткие README по сервисам, заметки в Confluence;

Работать в команде: обсуждать архитектуру, оценивать задачи, выходить на daily, помогать джунам, если спросят.

Требования:

Знание казахского и русского языка;

Опыт разработки реальных проектов на Python 3+ — писaть чисто и идиоматично, уверенно пользоваться `asyncio`, `typing`, понимать GIL и как обойти его в CPU-тяжёлых тасках;

Опыт работы с FastAPI на автомате;

Использование Django/Flask — не реже pet-проекта;

Умение настроить OpenAPI/Swagger руками;

Знание PostgreSQL на «ты»: проектирование схем, индексы, explain-план, репликация.

Будет плюсом:

Знание английского языка;

Высшее техническое образование по специальности «Информатика».

Что мы предлагаем:

Классная дружная команда;

Комфортный офис;

График гибкий: 5/2 9:00-18:00 | 10:00-19:00;

Карьерный рост и skillUp до Senior, а далее до Tech Lead или Solution Architect.",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,12 мая 2025,https://hh.kz/vacancy/120419058,Не указано,400000-600000 ₸,2025-05-12
Менеджер маркетплейса (интернет магазин),ТОО Бостан,Алматы,"от 400 000 ₸ за месяц, на руки","Если Вы хотите в стремительно развивающуюся, стабильную, надежную Компанию, то Вам к нам! Вы любите продажи, общаться с людьми, мы Вас ждем! У нас каждый может раскрыть свой потенциал!

Чем Вам нужно будет заниматься:

Развитие продаж через маркетплейс КАСПИ, генерация продающего контента;
Администрирование личного кабинета, отгрузка товара;
Продвижение конверсионных карточек товара (SEO, настройка и ведение рекламного кабинета, рекламные компании (внешние и внутренние), органика, тестирование гипотез);
Простая аналитика и элементарная отчетность (продажи, ассортимент, конкуренты).
Что для нас важно:
Уверенное знание технологии продаж на маркетплейсах;
Аналитический склад ума, мышление ""цифрами"";
Навык работы с большим количеством данных;
Опыт выведения в Топ товаров;
Инициативность, идейность, креативность;
Вовлеченность, внимание к деталям;
Удаленный формат работы не рассматриваем.
Мы Вам рады предложить:
Оформление согласно ТК РК;
График работы 5/2 с 08:00-17:00;
Конкурентоспособная заработная плата (оклад и бонусы, премии);
Обучение и развитие: возможность профессионального роста;
Корпоративная культура, направленная на поддержку и развитие каждого сотрудника.",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,12 мая 2025,https://hh.kz/vacancy/120419955,Не указано,от 400000 ₸,2025-05-12
Analyst / POSM Manager,Honor,Алматы,Не указано,"BACKGROUND

Established in 2013, HONOR is a leading global provider of smart devices: smartphones, laptops, wearables, and audio devices, etc. We are committed to becoming a global iconic tech brand and enabling a smart life across all scenarios and all channels, for all people. With a strategic focus on innovation, quality and service, HONOR is dedicated to developing technology that empowers people around the globe to go beyond through its R&D capabilities and forward-looking technology, as well as creating a new intelligent world for everyone with its portfolio of innovative products.

HONOR pioneered many industry-first technologies and possesses excellent R&D capabilities to support the development of its full portfolio of smartphones and other smart devices. Created amid the rise of the digital age, HONOR develops an ecosystem of innovative products, including smart home and office appliances, healthy lifestyle, and entertainment products. Every HONOR smartphone is subject to strict quality controls and must pass over 400 product tests and over 20 global certification standards before launching. HONOR owns 3,000+ service centers and 43 call centers, providing premium and efficient services to customers in over 82 markets.

Position Objective

To strengthen the company’s analytical expertise and establish a systematic approach to reporting, process automation, and POSM management. To improve communication between field teams and the office, and to standardize business processes.

Key Responsibilities:

Develop and maintain regular reports on sales, inventory, SKU and collection performance (Power BI / Excel / Google Sheets);

Standardize reports for retail locations (SKU, age, gender, hours, discounts, etc.);

Analyze POSM inventory and assess the effectiveness of their usage;

Data visualization (dashboards, presentations, reporting formats);

Automate routine processes (data collection, exports, templates);

Build a structure for collaboration between departments and field teams;

Maintain a POSM materials database: types, inventory, placements;

Participate in the development of new initiatives: promotions, merchandising, digital tools in partner stores.

Requirements:

At least 2 years of experience as an analyst, marketing manager, or POSM specialist;

Proficient in Excel / Google Sheets (formulas, pivot tables, filters);

Experience with Power BI or similar BI tools;

Basic knowledge of retail analytics: ABC/XYZ analysis, turnover, collection performance;

Strong system thinking and process-oriented mindset;

Strong communication skills and ability to build cross-functional relationships.

Knowledge of visual merchandising or field experience is a plus.

WHAT WE OFFER

Global cooperation, fast-developing business, opportunity for professional growth and career development
Competitive remuneration system with annual salary review and bonuses
Medical insurance
Mobile phone allowance and another benefits
Working time: 5/2 since 9.30 a.m. to 18.00 p.m.",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,12 мая 2025,https://hh.kz/vacancy/120373472,Не указано,Не указано,2025-05-12
Аналитик данных,Kaspi.kz,Алматы,Не указано,"Kaspi.kz – это место, где необыкновенные люди собираются вместе, чтобы проявить свои лучшие качества, как в работе, так и в жизни, потому что Kaspi – это не просто финансовое учреждение, а большая семья, которая объединила под своим крылом более 10 тысяч человек по всему Казахстану. Мы всегда ценим людей, которые стремятся к знаниям и великим победам, именно поэтому работа у нас – это шанс реализовать свой потенциал.

Вам предстоит:

считать план расстановки устройств (PST/ATM/TC)
разрабатывать тепловую карту
анализировать устройства для закупа
оптимизация процессов
От Вас требуется:
Опыт работы в аналитике не менее 1 - 1,5 года (опыт работы с большими данными)
Умение строить, проверять гипотезы, делать выводы;
Знание статистики;
Любознательность и инициативность;
Мотивация работать на результат;
Опыт проведения аналитических исследований

Инструменты:

Умение составлять SQL запросы
Обязательное знание Excel (продвинутый пользователь), Power Point;

Мы предлагаем:

Отличную команду
Интересные и амбициозные задачи
Карьерный и профессиональный рост
Поддержку, обучение и развитие сотрудников",1–3 года,Полная занятость,График: 5/2,8,На месте работодателя,12 мая 2025,https://hh.kz/vacancy/120425284,Не указано,Не указано,2025-05-12
Аналитик С&B,АО Jusan Bank,Алматы,Не указано,"Обязанности:
Анализ HR-показателей/Hr-метрик. Разработка и подготовка аналитики по всему HR-циклу (подготовка Dashboard, презентационных материалов);
Формирование аналитически отчетов;
Подготовка аналитических заключений и предложений по повышению эффективности HR-функции;
Автоматизация систем для достоверной и прозрачной аналитики
Контроль расходов на персонал (план/факт);
Расчет KPI, Формирование бюджета на персонал
Требования:
Высшее образование.
Аналитический склад ума;
Уверенный пользователь Excel (макросы будет плюсом);
Опыт использования Power BI. Навыки визуализации и подачи информации Dashboard;
Опыт формирования бюджета расходов на персонал (желательно);
Хорошие практические навыки подготовки презентаций;
Понимание HR-метрик;
Внимание к деталям;
Умение работать с большим объемом данных;
Опыт повышения эффективности через автоматизацию.",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,12 мая 2025,https://hh.kz/vacancy/120390823,Не указано,Не указано,2025-05-12
HR-аналитик,АО Группа компаний Аллюр. Управляющая компания,Астана,Не указано,"Обязанности:
Сбор, обработка и анализ данных о сотрудниках, включая демографию, текучесть кадров, производительность, обучение и другие HR-метрики
Разработка регулярных отчетов для руководства, включая визуализацию данных, чтобы помочь в принятии решений по управлению персоналом
Использование аналитических инструментов для прогнозирования тенденций в кадрах, таких как текучесть кадров или потребность в обучении, а также моделирование различных сценариев
Исследование причин увольнений сотрудников и предоставление рекомендаций по улучшению удержания персонала
Автоматизация аналитических отчетов, внедрение автоматизированных решений для сбора, обработки и анализа данных
Разработка HR метрик: Определение ключевых показателей эффективности (KPI) для оценки работы HR-функции и сотрудников.
Требования:
Наличие специализированных программ и сертификатов по HR-аналитике, работе с большими данными (Big Data), статистике или работе с аналитическими платформами, такими как Power BI и т.д.
Знание программного обеспечения для анализа данных (Excel на продвинутом уровне), знание Power BI, Tableau, SPSS, SQL, Python будет преимуществом
Опыт работы с HRIS (Human Resources Information Systems), платформами управления кадрами.
Условия:
График 5/2 с 09:00 до 18:00, обеденный перерыв с 13:00 до 14:00
Отпуск 24 календарных дня
Работа в компании крупнейшего автопроизводителя страны, официального дистрибьютора и дилера брендов Kia, Chevrolet, JAC, JETOUR, Hongqi и Škoda. Вы станете частью команды, насчитывающей более 5000 профессионалов, которые вместе создают будущее автомобильного рынка
Карта лояльности со скидками в лучших медицинских учреждениях, фитнес-центрах, стоматологиях и других местах для заботы о здоровье
Материальная помощь по памятным событиям
Доступ к корпоративной библиотеке и обучению
Активная и насыщенная корпоративная жизнь.",3–6 лет,Полная занятость,График: 5/2,8,На месте работодателя,12 мая 2025,https://hh.kz/vacancy/120423252,Не указано,Не указано,2025-05-12
Директор чаптера Финансы,"Beeline, ТМ",Алматы,Не указано,"ТОО Казевромобайл в поисках Финансового директора.

Обязанности:

Финансовая деятельность:

Разработка и контроль исполнения бюджета.
Анализ финансовых показателей.
Прогнозирование финансовых результатов.
Управление инвестициями.
Контроль денежных потоков.
Разработка финансовых моделей.
Подготовка финансовой отчетности.
Взаимодействие с внешними аудиторами.
Управление рисками.
Разработка налоговой стратегии.
Контроль за финансовыми операциями.
Управление стоимостью компании.
Финансовое планирование.
Координация работы с банками и кредиторами.
Участие в стратегическом планировании.
Развитие финансовых технологий.
Контроль за дебиторской и кредиторской задолженностью.
Формирование финансовой политики.
Обучение и развитие команды.
Поддержка корпоративной культуры.
Оптимизация процессов.
Поддержка M&A сделок.
Разработка политики управления капиталом.
Финансовый мониторинг конкурентов.
Экологическая и социальная отчетность.
Разработка стратегии ценообразования.
Взаимодействие с инвесторами.
Управление международными финансами.



Управленческая деятельность:

При необходимости проводит организационные и структурные изменения в рамках своего подразделения.
Ставит цели и проводит оценку индивидуальных результатов работы, оценку по компетенциям сотрудников, находящихся в его подчинении.
Занимается мотивацией и профессиональным развитием сотрудников, находящихся в его подчинении.
Сбор, оценка и принятие управленческих решений о реализации предложений по улучшению качества работы.
Принимает решения по вопросам организации работы подразделения, специализации сотрудников, распределяет между ними работы и задания, контролирует исполнение.
Развивает команду менеджеров и специалистов в рамках подразделения. Внедряет методики и подходы, которые позволяют улучшать качество и повышать эффективность выполнения задач.
Использует ЭЦП от имени Компании в рамках должностных обязанностей.
8. Организовывает работу подразделения в соответствии с принципами оптимального распределения работ и специализации сотрудников в соответствии с их квалификацией, навыками и опытом работы, в целях обеспечения оптимального выполнения задач, возложенных на подразделение.
Контролирует выполнение руководителями групп и сотрудниками подразделения поставленных задач, проверяет качество и обоснованность принимаемых ими решений.
Определяет основные показатели эффективного управления ресурсами в подразделении и обеспечивает каскадирование целей и выполнение основных показателей, стоящих перед командой.

Требования:

Образование высшее экономическое/финансовое
Опыт работы в области экономики и финансы, финансовый менеджмент от 7 лет (желателен опыт работы в банках второго уровня на руководящих позициях в стримах бухгалтерского учета банковских операций)
Руководство сотрудниками от 5 лет

HARD SKILLS

• Финансовый анализ и моделирование
• Умение создавать и анализировать финансовые модели.
• Управление бюджетом
• Навыки разработки и контроля исполнения бюджета.
• Финансовая отчетность
• Знание международных стандартов финансовой отчетности (IFRS, GAAP).
• Инвестиционный анализ
• Оценка инвестиционных проектов и управление инвестициями.
• Управление рисками
• Идентификация и минимизация финансовых рисков.
• Налоговое планирование
• Понимание налогового законодательства и оптимизация налоговых затрат.
• Управление капиталом и ликвидностью
• Управление денежными потоками и структурами капитала.
• Аудит и контроль
• Проведение внутреннего и внешнего аудита.
• Знание финансовых технологий
• Понимание и использование финтех решений.
• Корпоративные финансы
• Навыки в области слияний и поглощений, ценообразования и управления активами.

• SOFT SKILLS

• Лидерство
• Умение вдохновлять и руководить командой.
• Коммуникация
• Способность ясно излагать сложные финансовые данные.
• Стратегическое мышление
• Долгосрочное планирование и видение.
• Аналитические способности
• Умение анализировать данные и принимать обоснованные решения.
• Управление стрессом
• Способность работать в условиях неопределенности и стресса.
• Навыки переговоров
• Умение вести переговоры с партнерами и инвесторами.
• Гибкость и адаптивность
• Быстрая адаптация к изменениям рынка.
• Решение проблем
• Креативный подход к поиску решений.
• Эмоциональный интеллект
• Понимание и управление своими эмоциями и эмоциями других.
• Ориентация на результат
• Стремление к достижению поставленных целей.

Знание английского языка свободно.

​​​​",более 6 лет,Полная занятость,График: 5/2,8,Гибрид,12 мая 2025,https://hh.kz/vacancy/120372247,Не указано,Не указано,2025-05-12
Captain of Embraer EMB-135BJ,ТОО Fly Jet.kz,Алматы,Не указано,"Job Experience:

1–3 years
Full-time employment
Working hours: By agreement
Work format: at the employer's location

Responsibilities:

Assesses the meteorological and air navigation situation at the departure and destination aerodromes, as well as on alternate aerodromes, based on which a decision is made regarding the flight in accordance with the regulatory documents governing flight operations, with the aim of ensuring a timely departure of the aircraft while adhering to safety measures.
Personally, inspects the external condition of the aircraft, checks the aircraft’s technical log, signs documents related to the flight operation within the internal rules and procedures to ensure the aircraft’s readiness for the flight.
Prepares the cockpit, performs the necessary calculations considering weather conditions and runway status, and manages the aircraft and crew coordination during the flight in accordance with company policies and procedures to ensure safe flight execution.
Monitors the proper functioning of the flight data and voice recorders in accordance with internal policies and procedures to ensure uninterrupted recorder operations.
From the moment of taking the working position, throughout the entire flight and until the chocks are placed at the parking stand, listens to information from the dispatcher and other aircrafts, and responds to requests from the air traffic control (ATC) dispatcher in accordance with the radio communication rules to ensure continuous radio vigilance on the relevant frequencies.
Conducts a post-flight debrief with the crew, informs/discusses any remarks with the aircraft crew in accordance with the company’s internal rules and procedures to minimize and prevent the occurrence of errors in the crew’s operations.
Requirements:
Higher aviation education (Pilot-Engineer degree).
Professional knowledge and experience meeting ICAO and Civil Aviation Committee (CAC) requirements.
Possession of an Airline Transport Pilot License (ATPL) with Instrument Rating (IR) and Multi-Engine Aircraft (ME) qualification, or another foreign license recognized by the CAC.
English proficiency – minimum ICAO Level 4.
Total flight hours – at least 3,000 hours.
Flight hours as Pilot-in-Command (PIC) – at least 1,000 hours.
First Class Medical Certificate.
TRI, TRE, or LTC qualifications will be an advantage.

Conditions:

Location: Republic of Kazakhstan, Almaty.
Salary, bonus system, benefits, and payment conditions are discussed individually during the interview.",3–6 лет,Полная занятость,График: 6/1,12,На месте работодателя,12 мая 2025,https://hh.kz/vacancy/120372819,Не указано,Не указано,2025-05-12
Младший финансовый аналитик,ТОО JetPay.kz,Алматы,"от 350 000 до 450 000 ₸ за месяц, на руки","Что нужно чтобы с удовольствием приходить на работу?

Интересные задачи и поручения;
Работать в комфортном офисе с другими профи в быстрорастущей компании;
Иметь возможность для обучения и развития;
Видеть результат свой работы и получать удовольствие от процесса;
Достойный уровень вознаграждения за приложенные усилия.

Если ты с нами согласен, то скорее откликайся на вакансию! Мы создали для тебя именно такие условия!

Мы –платежная организация JETPAY – один из лидеров в сфере интернет эквайринга в Казахстане. Благодаря оперативной работе команды специалистов мы создаем эффективные платежные решения и являемся надежными партнерами для наших Мерчантов. Нашими услугами пользуются Додо пицца, Chocofood, mycar.kz, JET Sharing и лидеры рынка МФО и БК. За последний год мы увеличили количество транзакций на 380%, а за последние два года мы выросли в 10 раз. И это не предел!

Для достижения новых высот нам в команду нужен усидчивый Финансовый аналитик , в обязанности которого будет входить:

Работа в excel и google sheets
Сбор и обработка данных
Сверка на разных уровнях между двумя таблицами данных
Отработка расхождений
Создание сводных таблиц
Создание формул и макросов в excel и google sheets
Создание интерактивных диаграмм и графиков
Проверка данных с различными условиями

Наш идеальный кандидат обладает:

Аналитическим складом ума
Умеет выстраивать логические цепочки
Знанием Excel (умение читать функции, создание формул, работа со сводными таблицами, функция ВПР, создание диаграмм и графиков)
Опытом создания и настройки макросов Excel
Опытом в бюджетировании
Опытом в составлении финансовой модели
Опытом работы с Google таблицами (создание сводных таблиц, диаграмм, графиков, создание формул)
Опытом с работы с большим объемом данных
Опытом работы с SQL запросами
Плюсом будет опыт работы с Google scripts
Плюсом будет опыт оптимизации и автоматизации рабочих процессов
На собеседования приходит вовремя, с базовыми знаниями о нас и интересными вопросами для беседы.

Что ты получишь, став частью команды JETPAY? Поехали по списку:

Дружный, теплый и веселый коллектив;
Уютный офис в верхней части города с красивым видом, кофе и печеньками (все как дома, даже тапочки);
Возможность расти вместе с компанией, участие в обучении и тренингах;
Стабильная заработная плата без задержек, оформление в соответствие с ТК РК, check up организма или абонемент в спорт зал на выбор;
График 5/2 с 9.00 до 18.00. Наш адрес: БЦ Qworum, м-н Мамыр-1, дом 26
Корпоративные обеды за счет компании;
Крутое и справедливое руководство;
Регулярные праздники, поездки и тимбилдинги.

Если ты готов(-а) стать частью нашей дружной команды, то WELCOME оставлять заявку. НО! Вместе с откликом мы будем рады видеть сопроводительное письмо, которое выделит именно тебя среди других соискателей, в котором ты расскажешь почему хочешь работать с нами

Все еще читаешь? А мог бы давно ОТКЛИКНУТЬСЯ на вакансию. Ждем тебя в JETPAY!)))",3–6 лет,Полная занятость,График: 5/2,8,Не указано,12 мая 2025,https://hh.kz/vacancy/120378837,Не указано,350000-450000 ₸,2025-05-12
