title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Руководитель IT отдела,Группа компаний SILLAN,"Нур-Султан (Астана), улица Александра Пушкина, 48","от 500 000 до 950 000 ₸ за месяц, на руки","Руководитель IT отдела ( 3 дня в офисе +2 дня удалённо)

Группа компаний ""Sillan/Masterok"" — крупнейший поставщик гаражного оборудования для автосервиса и садово-строительного оборудования в Республике Казахстан, успешно работающий на рынке с 2003 года.
Мы стремимся к цифровой трансформации бизнеса и ищем опытного и инициативного руководителя IT-направления, который поможет вывести внутренние процессы на новый уровень эффективности с помощью автоматизации, современных CRM-систем и искусственного интеллекта.

Цель должности:

Организация и развитие IT-направления компании с акцентом на автоматизацию бизнес-процессов, внедрение и развитие CRM Битрикс24, а также использование современных технологий ИИ и аналитики для повышения эффективности работы всех подразделений.

Основные обязанности:

Разработка и реализация стратегии цифровой трансформации компании

Автоматизация внутренних бизнес-процессов с использованием Битрикс24, инструментов ИИ и сквозной аналитики

Администрирование и развитие Битрикс24:

настройка воронок, бизнес-процессов, роботов и триггеров

интеграция с IP-телефонией, почтовыми сервисами, 1С, чатами и другими системами

создание отчётности и аналитики внутри CRM

Внедрение ИИ-решений:

использование ИИ для обработки данных, клиентской аналитики, оптимизации логистики и продаж

участие в подборе и внедрении AI-инструментов (чат-боты, автоматизированная поддержка, генерация текстов, скриптов и т.п.)

Управление командой IT-специалистов (планирование задач, контроль сроков, менторство)

Построение IT-инфраструктуры и обеспечение её стабильной работы

Настройка и контроль безопасности, резервного копирования, доступов и защищённости данных

Работа с подрядчиками и внешними разработчиками

Участие в разработке технических заданий, интеграционных решений и новых цифровых продуктов

Требования:

Высшее техническое образование

Опыт работы в роли руководителя IT-направления от 3 лет

Глубокие знания и опыт работы с Битрикс24, включая автоматизацию бизнес-процессов

Понимание архитектуры IT-систем, принципов построения сетей, серверной инфраструктуры, телефонии и информационной безопасности

Опыт внедрения ИИ-решений или использование ИИ-инструментов в бизнесе (например: чат-боты, LLM, ML-модели, автоматизация задач через ChatGPT, GPT API, Claude, и т.п.)

Опыт работы с базами данных, CRM, BI (Power BI, Google Data Studio)

Умение работать с API и интеграциями

Сильные управленческие и коммуникативные навыки, системное мышление

Будет плюсом:

Практические кейсы внедрения AI/ML в бизнесе

Опыт использования платформ: Zapier, Make (Integromat), Pabbly, n8n

Знание языков программирования (Python, JavaScript) для быстрой автоматизации

Знание BI-инструментов и построения отчётности

Навыки в построении DevOps-процессов

Мы предлагаем:

График работы: полный рабочий день с 9.30-18.00.
Гибридный формат: 3 дня в офисе / 2 дня удалённо
Заработная плата: достойная и обсуждается на собеседовании ( оклад + мотивация).
Социальный пакет: официальное трудоустройство, компенсация мобильной связи.
Крутые корпоративные ивенты.
Перспективы роста: реальная возможность карьерного роста и профессионального развития в крутой команде.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,2 мая 2025,https://hh.kz/vacancy/120167944?query=Data+Analyst&hhtmFrom=vacancy_search_list,"Техническая поддержка,Техническая защита информации,Настройка сетевых подключений,Удаленное администрирование,Битрикс24,1С-Битрикс,API,Настройка принтеров,Настройка серверов"
C#/.NET-разработчик,ТОО Grand era,"Алматы, улица Фонвизина, 17А",Не указано,"Мы ждем от тебя:

1.⁠ ⁠Опыт работы с C#:

- От 3 лет коммерческой разработки на C#.

- Знание .NET Core/.NET 5+.

- Опыт работы с ASP.NET Core для создания и поддержки API.

2.⁠ ⁠Знание протоколов OCPP и OCPI:

- Понимание протоколов OCPP (Open Charge Point Protocol) и OCPI (Open Charge Point Interface).

- Опыт интеграции и расширения API для работы с электрозарядками.

- Умение работать с JSON и WebSocket (для OCPP).

3.⁠ ⁠Работа с базами данных:

- Опыт работы с MongoDB:

- Создание и обновление схем.

- Оптимизация запросов.

- Работа с агрегациями и индексами.

- Опыт работы с YDB (Yandex Database):

- Понимание специфики YDB (распределенная БД).

- Написание и оптимизация SQL-запросов.

- Опыт работы с Redis:

- Настройка и использование кеша.

- Работа с ключами, хэшами, списками.

4.⁠ ⁠Разработка и поддержка API:

- Опыт создания RESTful API.

- Знание OpenAPI/Swagger для документирования API.

- Умение работать с аутентификацией и авторизацией (OAuth2, JWT).

- Опыт работы с message brokers (RabbitMQ, Kafka и т.д.) — будет плюсом.

5.⁠ ⁠Работа с административной панелью:

- Опыт разработки и поддержки административных панелей.

- Знание фронтенд-технологий (HTML, CSS, JavaScript) — будет плюсом.

- Опыт работы с фреймворками для админок (React, Next JS, MUI).

6.⁠ ⁠Аналитика и дашборды:

- Опыт работы с системами визуализации данных (Grafana, Tableau, Power BI и т.д.).

- Умение собирать и обрабатывать данные для построения статистики.

- Опыт работы с библиотеками для построения графиков (Chart.js, D3.js и т.д.) — будет плюсом.

7.⁠ ⁠Тестирование и отладка:

- Опыт написания unit- и интеграционных тестов (xUnit, NUnit, Moq).

- Умение работать с системами мониторинга и логирования (ELK, Prometheus, Grafana).

8.⁠ ⁠DevOps-навыки:

- Опыт работы с Docker и Kubernetes.

- Знание CI/CD (GitLab CI, GitHub Actions, Jenkins).

- Умение настраивать и поддерживать инфраструктуру.

9.⁠ ⁠Soft skills:

- Умение работать в команде.

- Готовность к решению сложных задач.

- Навыки самостоятельного поиска решений.

- Английский язык на уровне чтения технической документации.

#### Дополнительные плюсы:

•⁠ ⁠Опыт работы в энергетической сфере или с электрозарядками.

•⁠ ⁠Знание других языков программирования (Python, Go, JavaScript).

•⁠ ⁠Опыт работы с микросервисной архитектурой.

#### Пример задач:

1.⁠ ⁠Расширение API для поддержки новых функций OCPP и OCPI.

2.⁠ ⁠Оптимизация запросов к MongoDB и YDB.

3.⁠ ⁠Добавление новых метрик и визуализаций в дашборды.

4.⁠ ⁠Обновление схемы базы данных для поддержки новых функций.

5.⁠ ⁠Рефакторинг и улучшение кода административной панели.

Что мы предлагаем:

Современные и уютные офисы (Доступ 24/7, оффлайн формат работы с возможность брать 1 день удаленно)

Обучение (Участие в конференциях, тренингах и мастер-классах)
Рост All inclusive (Грейды, индивидуальные планы развития, менторство)
Программа релокации ( Помогаем иногородним сотрудникам в переезде)

Тематические мероприятия (Квизы, киновечера, Family Day, тимбилдинги)

Онлайн-библиотека (Доступ к огромной tech-библиотеке)

Скидки (Скидки на фитнес, skillbox, skyeng, geekbrains и т.д.)

​​​​​​​",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,30 апреля 2025,https://hh.kz/vacancy/120121319?query=BI+Analyst&hhtmFrom=vacancy_search_list,Не указано
Руководитель направления маркетинга МСБ,АО Банк ЦентрКредит,"Алматы, Абая, Алмалы, проспект Назарбаева, 226",Не указано,"ВАМ ПРЕДСТОИТ

Стратегическое планирование
Аналитика и исследование рынка
Разработка и реализация маркетинговых кампаний
Продвижение цифровых и банковских продуктов
Взаимодействие с внутренними подразделениями
Управление бюджетом и KPI
Работа с брендом и PR для МСБ
Командное руководство и развитие

МЫ ОЖИДАЕМ, ЧТО У ВАС ЕСТЬ

Глубокое понимание потребностей малого и среднего бизнеса, специфики банковских продуктов для МСБ.
Опыт разработки и реализации маркетинговых стратегий, направленных на привлечение и удержание клиентов сегмента МСБ.
Владение инструментами digital-маркетинга, CRM, email-маркетинга, контент-маркетинга и аналитики данных.
Опыт управления рекламными кампаниями, SMM, SEO/SEM, партнерскими программами.
Навыки бюджетирования и оценки эффективности маркетинговых мероприятий (ROI, CAC, LTV и др.).
Владение аналитическими инструментами (Google Analytics, Power BI, Tableau, Excel).
Опыт взаимодействия с подрядчиками (агентства, дизайнеры, копирайтеры и др.).
Отличные коммуникативные и лидерские навыки, способность управлять командой и проектами.
Знание казахстанского законодательства в сфере рекламы и банковских услуг.

Будет преимуществом:

Опыт запуска новых банковских продуктов для бизнеса.
Навыки работы с Big Data и персонализацией клиентских предложений.
Опыт разработки стратегий автоматизации маркетинга и внедрения новых технологий (AI, чат-боты, рекомендательные системы).",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или гибрид,29 апреля 2025,https://hh.kz/vacancy/120061369?query=BI+Analyst&hhtmFrom=vacancy_search_list,Не указано
Computer Vision Engineer,ИП devs,Не указано,Не указано,"A California-based company is actively seeking a Computer Vision Engineer to join our team. You will work on innovative projects involving cutting-edge machine learning and computer vision technologies.

Responsibilities:
Developing and optimizing computer vision algorithms (image recognition, segmentation, classification, object detection, and tracking);
Participating in the full product development lifecycle, from research and prototyping to deployment;
Maintaining and improving existing solutions;
Collaborating with engineers and analysts to implement projects.

Requirements:
At least 2 years of experience in Computer Vision;
Strong proficiency in Python and key libraries (OpenCV, NumPy, TensorFlow/PyTorch, scikit-image, etc.);
Experience developing and applying neural networks for computer vision tasks;
Familiarity with version control tools (Git);
Understanding of machine learning algorithms and principles;
Experience with data handling and preprocessing;
Basic proficiency in English (technical documentation).

Working Conditions:
Competitive salary based on candidate experience.
Opportunity to work on innovative projects utilizing advanced technologies;
Professional growth and career advancement opportunities;
Flexible schedule and remote work possibilities;
Friendly team and comfortable working environment.
English B1+.

*Для заключения контракта нужно иметь ИП.

We look forward to your application!",3–6 лет,"Полная занятость
Возможно временное оформление",График: 5/2,Рабочие часы: 8,Формат работы: удалённо,30 апреля 2025,https://hh.kz/vacancy/120130197?query=Computer+Vision+Engineer&hhtmFrom=vacancy_search_list,"Python,OpenCV,Numpy,TensorFlow,PyTorch,Английский — B1 — Средний"
Главный инженер,ТОО Оранжевый гусь,"Алматы, улица Толе Би, 293/1",Не указано,"Хорошо финансируемая промышленная компания ищет талантливых инженеров и AI-экспертов

Aktobe Steklo — первый в Центральной Азии завод стеклянной тары, управляемый полностью цифровыми решениями и искусственным интеллектом. Наша цель — создать цифровой эталон производства и масштабировать его в другие отрасли региона.

Нам нужны специалисты, которые способны решать амбициозные задачи быстрее, чем большинство считает возможным:

- Software Engineers (Full-stack, Cloud Integration, IoT)
- AI & Data Science Experts (ML-ops, Digital Twins, Predictive Modeling)
- 3D Printing & Industrial Innovation Engineers

Задачи, которые предстоит решить:
- Разработать и запустить онлайн-платформу, напрямую интегрированную с заводом, сократив время заказа и запуска производства вдвое.
- Создать AI-систему для мониторинга и оптимизации, уменьшив затраты и повысив производительность завода на 30%.
- Внедрить технологию 3D-печати форм для стекольных машин, сократив время разработки новых продуктов втрое.

Почему мы:
- Чёткие задачи, серьёзные вызовы и полная творческая свобода.
- Конкурентные условия работы и сильная команда, собранная из лидеров отрасли.
- Поддержка релокации в Казахстан (Алматы, Актобе).

Мы предоставляем равные возможности для всех кандидатов.

Обязанности:

Организацию и осуществление технического надзора за состоянием, содержанием, безопасной эксплуатацией здания и сооружений хозяйства, систем технических коммуникаций, оборудования и иного имущества

Обеспечение функционирования всех технических систем в соответствии с корпоративной политикой и действующим законодательством РК, взаимодействие с государственными органами;

Составление графика планово-предупредительного ремонта имущества.

Прием материально-технических средств для выполнения ремонтно-технических работ, учет их и обеспечение сохранности; участие в инвентаризациях;

Организацию и контроль работы сотрудников технической службы

Работу с поставщиками и подрядчиками для технического обслуживания и ремонта,

Ведение регистрационных журналов всех коммунальных услуг, просмотр и оценку показателей счетчиков;

Обеспечение создания безопасных условий труда на предприятии, соблюдения требований промышленной и пожарной безопасности в соответствии с действующим законодательством РК.

Высшее техническое образование

Опыт работы в аналогичной должности от 3-х лет (опыт работы в отеле – преимущество)

Группа допуска по электробезопасности не ниже 4

Готовность к ненормированному режиму работы (эпизодическое привлечение к работе в нерабочее время при необходимости устранения технических неполадок в отеле)

Высокие лидерские и коммуникативные качества, нацеленность на результат, умение работать в команде, стрессоустойчивость

Знания и практический опыт эксплуатации всех основных инженерных систем зданий (водоснабжение, пожарная система, отопление, кондиционирование, вентиляция, электрика и т.д.);

Требования:

Высшее техническое образование

Опыт работы в аналогичной должности от 5-х лет

Готовность к ненормированному режиму работы (эпизодическое привлечение к работе в нерабочее время при необходимости устранения технических неполадок).

Высокие лидерские и коммуникативные качества, нацеленность на результат, умение работать в команде, стрессоустойчивость

Знания и практический опыт эксплуатации всех основных инженерных систем зданий (водоснабжение, пожарная система, отопление, кондиционирование, вентиляция, электрика и т.д.);

Условия:
график работы 5/2
с 9:00 до 18:00ч.
своевременная оплата труда",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,2 мая 2025,https://hh.kz/vacancy/120170371?query=Data+Engineer&hhtmFrom=vacancy_search_list,"Техническая эксплуатация,Ремонтные работы,системы вентиляции и кондиционирования,3 группа по электробезопасности,Инженерные системы,Материальная ответственность"
Computer Vision Engineer,ИП devs,Не указано,Не указано,"A California-based company is actively seeking a Computer Vision Engineer to join our team. You will work on innovative projects involving cutting-edge machine learning and computer vision technologies.

Responsibilities:
Developing and optimizing computer vision algorithms (image recognition, segmentation, classification, object detection, and tracking);
Participating in the full product development lifecycle, from research and prototyping to deployment;
Maintaining and improving existing solutions;
Collaborating with engineers and analysts to implement projects.

Requirements:
At least 2 years of experience in Computer Vision;
Strong proficiency in Python and key libraries (OpenCV, NumPy, TensorFlow/PyTorch, scikit-image, etc.);
Experience developing and applying neural networks for computer vision tasks;
Familiarity with version control tools (Git);
Understanding of machine learning algorithms and principles;
Experience with data handling and preprocessing;
Basic proficiency in English (technical documentation).

Working Conditions:
Competitive salary based on candidate experience.
Opportunity to work on innovative projects utilizing advanced technologies;
Professional growth and career advancement opportunities;
Flexible schedule and remote work possibilities;
Friendly team and comfortable working environment.
English B1+.

*Для заключения контракта нужно иметь ИП.

We look forward to your application!",3–6 лет,"Полная занятость
Возможно временное оформление",График: 5/2,Рабочие часы: 8,Формат работы: удалённо,30 апреля 2025,https://hh.kz/vacancy/120130197?query=Machine+Learning+Engineer&hhtmFrom=vacancy_search_list,"Python,OpenCV,Numpy,TensorFlow,PyTorch,Английский — B1 — Средний"
Professor (Associate Professor) in Computer Science,ООО University of Central Asia,Не указано,Не указано,"Programme: Computer Science

School: School of Arts and Sciences
Reports to: Associate Dean, Naryn Campus
Duty Station: Naryn Campus, Naryn, Kyrgyzstan
Application Deadline: 19 May 2025
Contract Period: Fixed term for 2 years, renewable with potential transition to open-ended contract after 2 years

Position Summary

The University of Central Asia (UCA) is excited to offer a full-time residential faculty position in the Department of Computer Science at our Naryn Campus. This is an excellent opportunity for those passionate about research and teaching to contribute to a world-class undergraduate programme in Computer Science, originally developed in collaboration with the University of Toronto. As a faculty member, you will play an essential role in delivering cutting-edge courses, shaping an innovative curriculum, and engaging in impactful research that drives both academic excellence and regional development.

The position offers an outstanding platform for research leadership and academic collaboration, with an emphasis on shaping UCA’s research profile both locally and internationally. Faculty will also have the opportunity to engage in cross-disciplinary initiatives alongside UCA’s Graduate School of Development, focusing on high-impact areas such as Digital Policy, Cybersecurity, and Data Science. We are particularly eager to encourage applications from female scholars, supporting their contributions to advancing the field of Computer Science.

This position offers a unique opportunity to contribute to a growing institution with ambitious goals for regional impact and academic excellence. If you are a passionate, innovative, and forward-thinking educator and researcher, we encourage you to apply.

Qualification requirements

Minimum Qualifications

Ph.D. from a reputable university with specialization in Computer Science or Computer Engineering and a proven track record of research outputs, supervision and leadership.

Preference will be given to candidates with a proven and outstanding track record of teaching and research in Computer Science and having practical and research experience in different fields of computer science.

Fluency in English is required.

Outstanding record of research publication, knowledge exchange, impact and grant capture in collaborative projects.

Why Join UCA?

Impactful Teaching and Research: Contribute to an academic institution that is dedicated to fostering innovation and development in Central Asia and beyond.

Collaboration and Growth: Be part of a diverse, interdisciplinary academic environment, with opportunities for collaboration and research across multiple fields of societal relevance.

Regional Leadership: Lead the development of innovative solutions to regional challenges in technology, data science, and digital policy.

Support for Female Scholars: UCA is deeply committed to supporting female scholars in STEM fields, providing opportunities to further advance gender equity in academia

Teaching experience requirements:

Demonstrated subject knowledge and application in delivery across diverse core and elective courses;

A demonstrated commitment to teaching and student learning experience. At least 5 years of teaching experience at the undergraduate level is expected;

Experience of using and experimenting with innovative teaching methods and evaluation methodologies;

The priority will be given to candidates who have experience in teaching the following courses:

Final Year Project I

Final Year Project II

Computer Architecture

Data Science

Software Engineering

Computer Networks

Mobile App Development

Internet of Things

Engage with the development of postgraduate programmes.

Research experience requirements:

A proven ability to publish research in web of sciences impact factor journals, Scopus indexed journals, ACM and AAAI conferences, NeurIPS, ICML or other top computer science venues;

Leadership in knowledge exchange, developmental impact, collaborative research projects and grant capture;

Aware of current and future industry trends; strong network of industry contacts to support internship programs, project collaborations and industrial mentoring;

Interest in publishing research papers and working on research projects with undergraduate students.

Duties

Key Responsibilities

Teaching: Deliver courses across the Computer Science undergraduate curriculum, including courses on theoretical foundations, applied programming, and hardware concepts. Engage students through interactive lessons, hands-on projects, and practical lab work.

Curriculum Development: Contribute to the development and continuous improvement of the Computer Science curriculum, ensuring it remains at the forefront of global advancements in the field.

Research Leadership: Lead innovative research initiatives that align with UCA’s mission to drive regional development, especially in the areas of technology, innovation, and sustainability. Forge partnerships with industry, government, and academic institutions, both regionally and internationally.

Collaboration and community engagement: Foster synergies between the Computer Science department and other academic programs at UCA, particularly those focused on Data Science, Cybersecurity, Digital Policy and the development of the Central Asian Data Hub, through UCA’s Graduate School of Development.

About UCA’s Academic Programmes

UCA’s School of Arts and Sciences combines the best of a student-centred liberal arts environment with the intellectual rigor of a research university. The faculty is committed to offering an inclusive, engaging, and dynamic academic experience, delivered in English, to ensure that students are prepared to contribute meaningfully to both regional and global challenges. UCA encourages collaborative teaching, especially across disciplines such as Economics, Media and Communications, and Earth and Environmental Sciences, which provides opportunities for faculty to engage in a wide range of cross-disciplinary research.

Our Graduate School of Development is actively developing postgraduate programmes and focuses on research in areas such as Digital Policy and Cybersecurity. This provides additional opportunities for collaboration and knowledge exchange, allowing faculty to engage with and contribute to global developments in these fields.

Computer Science Programme Overview

UCA’s Computer Science programme is designed to provide students with a comprehensive understanding of technology, from mathematical foundations to applied programming skills. The curriculum is built to empower students to engage with all aspects of the technology world, whether by launching a technology start-up or pursuing graduate studies. In addition to theoretical courses, students participate in hands-on lab work and practical projects that challenge them to solve real-world problems. Annual internships provide students with industry exposure and help build professional connections. The curriculum’s strong emphasis on interdisciplinary learning also allows students to apply their skills across a variety of fields, including business, development, and policy.

UCA Background:

The University of Central Asia (UCA) was founded in 2000 as a private, not for profit, secular university through an International Treaty signed by the Presidents of Tajikistan, Kyrgyzstan and Kazakhstan, and His Highness the Aga Khan; ratified by their respective parliaments, and registered with the United Nations. The Presidents are the Patrons of the University and His Highness is the Chancellor. UCA’s mission is to promote the social and economic development of Central Asia, particularly its mountain communities, by offering an internationally recognised standard of higher education and becoming a leading research university in the region and internationally. UCA brings with it the broader commitment and partnership of the Aga Khan Development Network.

Conditions

Please submit your application (cover letter, CV and contact information of three references) by 19 May 2025.

Applications will be reviewed when received. Early applications are strongly encouraged.

Only shortlisted candidates will be contacted.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,2 мая 2025,https://hh.kz/vacancy/120170240?query=Data+Researcher&hhtmFrom=vacancy_search_list,Английский — C1 — Продвинутый
Data Governance Manager (Azerbaijan),ТОО KPMG,Не указано,Не указано,"KPMG is currently seeking a Data Governance Manager to join our Technology Consulting team in Azerbaijan.

Requirements:

A minimum of 3 years of experience in DG, EDM, or a similar field
Bachelor's degree in a technical or quantitative field
Knowledge in areas such as DG, data quality, metadata management, master data management, data architecture, and data management principles
Proven expertise in designing and implementing DG frameworks and EDM solutions, with strong project management skills
Demonstrated ability to leverage market leading DG tools for data cataloging, data lineage, data quality monitoring, and policy management
Demonstrated ability to manage engagements and communicate with clients
Sector-specific or process-specific experience in DG. In-depth knowledge of data management and DG best practices and regulatory landscapes
Expertise in organization design, governance framework design/execution, workstream management, and strong business consulting skills. Extensive project management, client handling, and executive communication capabilities (e.g., interviews, workshop management, business writing)
Excellent knowledge of SQL
Experience with BI analytics tools (Power BI, Tableau, Qlik, etc.) is an advantage
Excellent verbal and written communication skills in English and Azerbaijani languages, knowledge of Turkish or Russian is an advantage
Strong analytical and problem-solving skills
Excellent knowledge of MS Office (Excel, Word, PowerPoint, Visio, etc.).

Responsibilities:

Drive data governance (DG) and enterprise data management (EDM) transformation, solution design engagements, by developing and implementing enterprise-wide data governance frameworks in alignment with regulatory and business needs
Develop requirements for DG frameworks and EDM practices, including the integration and implementation of market leading tools such as Informatica, Atacama, etc. Define, implement, and monitor DG rules, policies, and key metrics
Assess DG maturity level using models like CMMI DMM, KPMG ADM, etc.
Drive data domain setups and glossary entries for business terms according to processes
Perform data quality studies (data profiling, business rule definition, data quality rule definition, measurement of rule scores)
Communicate with the client’s leadership and representatives to manage their expectations. Apply DG and EDM concepts to address business problems, demonstrating how data management can enhance business value
Manage DG and EDM related projects (interviews, workshops, surveys, market research, evaluate readiness for DG and data transformation strategies, etc.).
Support project leaders in tracking and communicating project risks, budgets, etc. Ensure the quality of deliverables, coordinated teams, and successful project execution
Business development in the DG service areas, commercial offers and conduct presentations of services to the clients, identifying potential opportunities for business development, proposing new services and team development to the Technology group management and firm’s management.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или гибрид,30 апреля 2025,https://hh.kz/vacancy/120129315?query=Analytics+Consultant&hhtmFrom=vacancy_search_list,Английский — C1 — Продвинутый
Middle ML Engineer (NLP),ТОО Documentolog,"Нур-Султан (Астана), проспект Мангилик Ел, 52А",Не указано,"Наша компания ищет специалиста в области NLP для работы на долгосрочной основе.

Обязанности:
- Создание сервисов на базе генеративных AI и классических ML/DL моделей;
- Сбор, обработка и загрузка данных из различных источников (SQL, NoSQL), работа с Дата пайплайнами;
- Разработка и поддержка API микросервисов, в т.ч. для деплоя моделей;
- Следовать современным трендам в области AI/DS;
- Сотрудничать с продуктовыми командами для успешного, своевременного внедрения и обслуживания сервисов;
- Проводить исследования и эксперименты с различными наборами данных;
- Управлять сложными рабочими процессами с данными и развивать экспертизу в предметной области.

Требования:
- Опыт работы не менее 2-х лет, из них:
в сфере Data Science / ML Engineering / Data Engineering не менее 2-х лет;
в сфере Deep Leanring и AI не менее 1 года;
- Практический опыт работы в NLP: обучение, оценка и использование моделей;
- Опыт работы с LLM: prompt engineering, evaluation, fine-tuning и т.д.;
- Опыт построения ETL процессов и интеграции данных из различных источников (БД, API, файловые системы);
- Опыт подготовки, аннотирования и предобработки данных для NLP задач;
- Понимание принципов работы классических ML/DL алгоритмов и моделей;
- Знание Python: умение писать чистый, тестируемый код;
- Знание SQL, Git, Docker, CI/CD.
- Плюс: опыт работы в построении Дата пайплайнов с помощью оркестраторов (Airflow, Dagster и т.д.) и/или распределённых систем (Spark, Hadoop и т.д.)

Условия:

- Оформление по ТК РК;
- Режим работы 5/2, с 09:00 до 18:30, обед с 13:00 до 14:30;
- Дружный коллектив и удобный офис.
​​​​​​​
Система мотивации:
- Беспроцентные займы: Финансовая поддержка сотрудников, проработавших в компании более 1 года;
- Фантомные акции компании: Сотрудники с опытом работы более 1 года получают возможность получать процент от чистой прибыли компании. Количество фантомных акций увеличивается с каждым годом работы в знак признательности за преданность и лояльность сотрудника.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,2 мая 2025,https://hh.kz/vacancy/120076425?query=ML+Engineer&hhtmFrom=vacancy_search_list,"Data Science,Machine Learning,Python,SQL,NLP,Английский — B1 — Средний"
HR Business Partner (HR BP) IT,ТОО Connectivity Solutions (Коннективити Солюшнз),"Алматы, улица Тимирязева, 28В",Не указано,"Our company is a leading SaaS provider that enables businesses of all sizes to deliver exceptional customer experiences. Our innovative platform offers many features and capabilities, including intelligent routing, IVR, call recording, analytics, and more.

About the role:

We are looking for a dynamic and experienced HR Business Partner to join our team. This role is crucial in building strong relationships with stakeholders and senior management, enhancing HR processes, and driving strategic initiatives in IT/tech and commercial domains. The ideal candidate is a proactive problem-solver with a passion for improving HR functions and fostering employee engagement.

Location: Almaty or open to relocation.

Responsibilities:

Establish and maintain strong relationships with stakeholders and senior managers, including in-person meetings.
Actively support and improve performance management, onboarding/offboarding, employee growth, and participate in key HR initiatives.
Managing, organizing, and developing an internship program to attract and nurture emerging talent within a technical department.
Manage and execute HR projects, including training programs, employee feedback initiatives, and internal event planning to drive engagement and efficiency.
Develop and implement employee engagement initiatives, fostering a positive and inclusive workplace culture.
Partner with leadership to develop and execute HR strategies that support business growth, employee retention, and organizational effectiveness.
Approving budgets for conferences and various training programs, as well as collecting feedback on completed learning initiatives.

Requirements:

3+ years of experience as an HR Business Partner or similar role in a fast-paced, international environment, including experience working with development and technical teams.

Strong communication and stakeholder management skills.

Experience in HR functions with a focus on process improvement.

Ability to manage multiple HR initiatives and prioritize in a dynamic setting.

Strong analytical skills to identify trends and improve HR processes.

A technical education/background and experience working with data would be a plus; expertise in HR analytics is highly desirable.

Experience in retention strategies and employee satisfaction.

Fluent English (C1/C2).

Nice to have:

Experience in budgeting and financial planning related to HR functions.
Solid knowledge of HR policies, labor laws, and best practices.

We offer:

Competitive compensation: Receive a competitive salary (please include in the cover letter).
Collaborate with a diverse and talented team: Work alongside colleagues from around the world, bringing unique perspectives and cultural insights to your projects.
Prioritize your well-being: Stay healthy with comprehensive health insurance, including dental coverage.
Grow your network, earn rewards: Recommend talented friends and get rewarded for successful hires.

If you are ready to take on this challenge and contribute to a dynamic team, we would love to hear from you!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или гибрид,30 апреля 2025,https://hh.kz/vacancy/120110277?query=Business+Intelligence+Developer&hhtmFrom=vacancy_search_list,"Business English,Human Resources Management,Английский — B2 — Средне-продвинутый"
