title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Tax Manager,ТОО Samsung Electronics Central Eurasia LLP.,Не указано,Не указано,"How You Will Make an Impact:

- Delivery and control of declarations, calculations and statements on forms 101.04, 300.00, 328.00, 700.00, 701.01, 870.00 and others;
- Calculation, compilation of tax registers and reflection of calculated tax liabilities in accounting on a periodic basis (taxes on transport, property, ecology, advertising, CIT, VAT for non-resident, etc.); - Calculation of CIT; - Calculation of deferred tax; - Calculation of effective taxation; - Tax planning; - Control over correctness, completeness and timely reflection of calculated tax liabilities in accounting on a periodic basis (taxes on transport, property, ecology, advertising, CIT, VAT for non-resident, etc.). etc.);
- CIT calculation;
- Deferred tax calculation;
- Effective tax calculation;
- Tax planning;
- Control over correctness, completeness and timeliness of reflection of tax liabilities, their payment on personal accounts with tax authorities. Monthly reconciliation with tax authorities;
- Statistical reporting;
- Parsing and alignment of turnover and balance sheet;
- Accounting of residence certificates;
- Control over issuance of ESF/CST/fiscal cheques;
- Participation in discussions of new processes/projects, involvement in all processes;
- Responses to notifications;
- Tax monitoring;
- Other tasks from the management

Your Background at a Glance:

- Higher professional education;
- Experience of at least 3-4 years as a senior accountant/tax consultant in a large company is desirable;
- Knowledge of SAP programme is preferable;
- Advanced user of MS Office (Excel, etc.);
- Knowledge of English - oral and written;
- Knowledge of accounting, tax legislation;
- Attentiveness (main criterion), responsibility (main criterion), analytical mind, ability to work in the field of accounting and taxation.
- A letter of recommendation is obligatory

Our Promise to You:
Work Your Way: embrace a flexible schedule starting from 7AM up to 7PM
Level Up Anytime: get unlimited access to premium online training platforms
Stay Healthy, Stay Happy: full medical insurance coverage
Annyenghaseyo to New Skills: dive into Korean language classes
Move, Stretch, Thrive: from fitness reimbursements to weekly yoga sessions
Fuel Up on Us: enjoy daily lunch allowance",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120055212?query=Analytics+Consultant&hhtmFrom=vacancy_search_list,Английский — B2 — Средне-продвинутый
Business Data Analyst,ТОО Air Energi Caspian LLP trading as Airswift,Не указано,Не указано,"Обязанности:
Digitization, optimization, automation of business processes - sales funnels, marketing reporting, acquisition channels, etc.
Applied business analytics based on generated reports. Communication with top management for business improvement
Reporting development in Power BI
Writing SQL scripts of varying complexity
It is possible to use Python to automate and organize ETL processes
Perform ad hoc reports and provide analysis support as needed
Put forward proposals for the necessary actions to improve the company’s financial and/or other indexes
Development and Monitor business KPI’s (Retention Rate, Communication Cost per loan, Conversion Rate etc.)
Требования:

Graduate with a mathematics/technical background

Fluent in English

Ability to work with data-mining and business intelligence tools such as SQL, PostgresSQL

Middle knowledge of databases/data warehouses

Strong skills in data analysis and reporting

Proficiency level in Excel

Desirable is understanding of lending and financial management

Desirable experience in Power BI

Desirable experience in Python

Условия:
Almaty 52
Office work",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047204?query=Business+Intelligence+Analyst&hhtmFrom=vacancy_search_list,"SQL,PostgreSQL,Python,Power BI,Английский язык,Corporate Finance,Основы баз данных,Бизнес-анализ,Английский — C1 — Продвинутый"
HR специалист,ТОО BI Education,Не указано,Не указано,"Riviera International School — международная школа с сертификацией International Baccalaureate, входящая в сеть школ Quantum Management Company в составе крупнейшего холдинг BI Group. Мы создаем инновационную образовательную среду, где дети получают качественное обучение по мировым стандартам. Наши сотрудники — это профессионалы, которые вносят вклад в развитие будущих лидеров.

Сейчас мы ищем HR специалиста, который станет частью нашей команды и поможет выстраивать эффективные HR-процессы!

Обязанности:

контроль за соблюдением трудового законодательства
консультирование сотрудников в области трудовых отношений
ведение полного цикла кадрового делопроизводства в соответствии с законодательством (прием, увольнение, переводы, отпуска, командировки, больничные листы, актуализация личных дел работников и др.)
ведение военного учета
работа с базами данных холдинга по кадровому учету, а также в специальной базе данных организаций образования
разработка и актуализация внутренних нормативных документов (должностные инструкции, правила трудового распорядка, типовой трудовой договор, др.)
мониторинг изменений законодательства и адаптация кадровых процессов к актуальным требованиям
подготовка отчетности, ответы на запросы инспекций, содействие при проверках
взаимодействие с компетентными органами, управляющей компанией
в меньшем объеме- участие в построении и развитии иных HR бизнес-процессов: корпоративная культура, мотивация, рекрутинг, адаптация, развитие талантов.
Требования:

Образование- высшее

Обязательна дополнительная переподготовка или повышение квалификации в области управления персоналом или учета кадров.

Опыт работы- не менее 3-х лет в кадровом делопроизводстве, желательно в учебном заведении.

Hard skills:

отличное знание трудового законодательства РК
знание установленных норм по ведению кадрового делопроизводства
навыки учета в 1С 8.3 ERP (кадровое администрирование)
навыки работы в ЕСУТД enbek.kz
навыки работы в nobd.edu.kz
владение казахским, русским, английским (не ниже upper intermediate) языками

Soft skills:

Внимательность к деталям, организованность, клиентоориентированность, стрессоустойчивость, конфиденциальность и этичность, гибкость и адаптивность, готовность к активному развитию и работе в динамичной среде

Условия:
график работы- с 9:00 ч. до 18:00 ч.
комфортные условия труда
место работы расположено в парковой зоне с красивым видом, в обеденное время есть где отдохнуть и прогуляться
наличие мотивационного пакета (премии, социальная поддержка)
бесплатное питание
насыщенная корпоративная жизнь
возможности профессионального роста
возможно увеличение оплаты труда при демонстрации высоких результатов работы и безупречного выполнения должностных обязанностей
уникальные возможности участия в корпоративной жизни и специальные условия для сотрудников холдинга BI Group
у школы есть собственная парковочная зона",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047286?query=BI+Analyst&hhtmFrom=vacancy_search_list,"Кадровое делопроизводство,Адаптация персонала,Онбординг,Найм персонала,Внутренние коммуникации,1С: Зарплата и управление персоналом,Кадровое планирование,HR-аналитика,Электронный документооборот,Английский — B1 — Средний,Казахский — C2 — В совершенстве,Русский — C2 — В совершенстве"
Senior Planning and Cost Control specialist,ТОО ILF Kazakhstan,Не указано,Не указано," Provide project controls (cost control, planning & reporting) services to project teams to ensure proper project planning and resource management
 Develops and ensures effective and successful Management Level (Levels 1 and 2) and Performance Level (Levels 3 and 4) project plans/schedules.
 Performs logic network planning using the Critical Path Method (CPM) for the development of all plans and schedules.
 Develops appropriate plans/schedules and monitors and updates plans/schedules for the project through Close-Out
 Ensures appropriate physical progress measurement for the project.
 Prepare resource and cost reports to reflect the agreed budget for the work and in line with the developed Work Breakdown Structure.
 Coordinates preparation of projects Progress Reporting and Management information packs.
 Identifies and addresses schedule risk
 Implementation and development when required of Project-Controls-related Processes and Procedures,
 To develop project schedules from summary to detailed level which optimize expenditure of time, resource utilization and cost.
 Prepare and update on a weekly basis a Progress Calculation Report. Undertake calculation of progress and productivity statistics.
 Develop and maintain a phased forecast profile based on Value of Work Done (VOWD) and use this to compare variances with actual VOWD and Control Budget
 Company ERP system maintaining with resource data, and analyse the trends
 Analysis, forecasting and manage the Company Projects resource and cost budgets as one entity. Compilation and analysis of historical planning, cost and resource data
 Develop, Verify & Approve forecast and actual booked hours, time sheets, and invoices. Undertake reconciliations between cost report and invoice figures.
 To identify areas of concern and subsequent recovery action to minimize adverse trends.
 Develop, implement and maintain the cost database system to monitor and track the overall project budget, forecast and actual costs
 Assist in preparing PVN’s and Change Orders as required. Review the changes in the weekly forecast and variance against the current approved budget in order to identify any trends or variations.
 Update the Planned, Committed, Expended and Estimated To Complete values.
 Undertake regular reviews of the schedules and progress reports to identify any trends, variations or concerns.
 Support all Project Service teams of planning, cost control, cost estimate and document controls when required
 Trains junior staff on their responsibilities, advises on best practices and ensures proper norms and methods are followed.
 Demonstrate a commitment to achieving of Company standards and procedures and development project and cost controls check lists and procedures
 To provide information to Senior Management to enable a project to be managed effectively.
 Undertake ad hoc reviews and analysis as directed by Project Service Management.

 Must have sound knowledge and understanding of technical terms and conditions.
 Familiar with all phases of Contracts, especially in FEED & Engineering phases.
 Must have knowledge and experience of Project Control, Cost Control, Planning and Reporting disciplines.
 Ability to identify changes and improvements to the technical documentation and procedures to reflect Client’s changing requirements.
 Knowledge of computer-based systems including, ERP systems, PRIMAVERA P6, Database Management systems, Excel, Power BI, Word, Microsoft Office or equivalent software packages.
 Knowledge of PMI and AACE practices and certification is preferred
 Be proactive, a self-starter and ability to work without supervision.
 Systematic thinker and good organizational skills/ time management.
 Strong personality with ability to be firm and persuasive without authority.
 Awareness of compliance and audit processes.
 Team player within and across functions.
 Sensitive to Client’s requirements and Client-focused


Education: Bachelor's degree in engineering is minimum requirement. Master's degree preferred
Language skills: English and Russian are mandatory. Kazakh is advantageous
Professional experience: Min 10 years – technical experience

Atyrau 5/2",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120070203?query=Data+Specialist&hhtmFrom=vacancy_search_list,"Английский язык,Бюджетирование,Планирование бюджета,Планирование затрат,Управление затратами,Управление бюджетом,Планирование ресурсов"
Business Data Analyst,ТОО Air Energi Caspian LLP trading as Airswift,Не указано,Не указано,"Обязанности:
Digitization, optimization, automation of business processes - sales funnels, marketing reporting, acquisition channels, etc.
Applied business analytics based on generated reports. Communication with top management for business improvement
Reporting development in Power BI
Writing SQL scripts of varying complexity
It is possible to use Python to automate and organize ETL processes
Perform ad hoc reports and provide analysis support as needed
Put forward proposals for the necessary actions to improve the company’s financial and/or other indexes
Development and Monitor business KPI’s (Retention Rate, Communication Cost per loan, Conversion Rate etc.)
Требования:

Graduate with a mathematics/technical background

Fluent in English

Ability to work with data-mining and business intelligence tools such as SQL, PostgresSQL

Middle knowledge of databases/data warehouses

Strong skills in data analysis and reporting

Proficiency level in Excel

Desirable is understanding of lending and financial management

Desirable experience in Power BI

Desirable experience in Python

Условия:
Almaty 52
Office work",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047204?query=Data+Analyst&hhtmFrom=vacancy_search_list,"SQL,PostgreSQL,Python,Power BI,Английский язык,Corporate Finance,Основы баз данных,Бизнес-анализ,Английский — C1 — Продвинутый"
Менеджер по прогнозированию (demand planning expert),ТОО RG Brands Kazakhstan,Не указано,Не указано,"Функция:

Подготовка анализа будущего спроса по закрепленной категории в разрезе SKU и вверенной территории, учитывая информацию об изменении спроса, планов продаж, планируемых инноваций, локальных активностей, полученной от отделов Продаж и Маркетинга.

Обязанности:

Разработка и обновление прогнозов спроса на ежемесячной и еженедельной основе;
Сбор и анализ данных по продажам и улучшение точности прогноза в категории с учетом сезонности и внешних факторов;
Построение аналитических моделей для оценки точности прогноза (DFA);
Коммуникация со всеми вовлеченными отделами и департаментами для актуализации прогнозных сценариев;
Подготовка анализа прогнозов продаж на новые виды товаров, основываясь на данных, предоставляемых командой, отвечающей за продвижение товара на рынке;
Проведение сравнительного анализа между прогнозом и фактом продаж по итогам недели и месяца. Подведение итогов с пониманием причин отклонений факта против плана;
Участи в процессе S&OP( презентации, аналитика, отчетность);
Мониторинг и анализ KPI (DFA, Dias, Error%, Sell-in/Sell-out alignment);

Требования:

Высшее образование;
Опыт работы не менее 2-3-х лет на аналогичной позиции;
Аналитические способности и внимание к деталям;
Знание процессов S&OP;
Продвинутый пользователь Excel(включая Power Query), Power BI, SQL;
Знание программ 1С, уvение работать с прогнозными моlелями (Moving average, exponential smoothing, ML-модели);
Русский, Казахский, Английский (желательно).",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120057265?query=BI+Analyst&hhtmFrom=vacancy_search_list,"Работа с большим объемом информации,Аналитическое мышление,Прогнозирование,Аналитика"
Product/Data-аналитик,ТОО Magnum E-commerce Kazakhstan,"Алматы, Сайран, улица Толе Би, 285",Не указано,"Обязанности:

Сбор, анализ и уточнение требований заказчиков;

Мониторинг и формирование продуктовых метрик для оценки эффективности продукта;

Анализ внедрения новых фич и изменений — оценка метрик до/после, выявление побед и узких мест;

Визуализация данных, создание отчетов.

Задачи на перспективу:

Участие в discovery-процессах вместе с продактами, дизайнерами и разработчиками, помощь в принятии решений на основе данных.

Поиск инсайтов и точек роста в большом объёме данных для поддержки продуктовой стратегии.

Требования:

Опыт работы аналитиком от 1 года;

Хорошее знание SQL (запросы, агрегации, джойны, оконные функции);

Понимание A/B-тестирования, хорошая база по статистике;

Опыт работы с любым BI-инструментом (Qlik, Power BI или аналогичным);

Умение доступно объяснять заказчику и команде о проведенном анализе и результатах.

Будет плюсом:

Опыт работы с Python для анализа данных (pandas, numpy, scipy, matplotlib, seaborn).

Условия:
Работа в одном из самых быстрорастущих E-commerce в Казахстане.
Интересные задачи, профессиональный рост и возможность видеть реальный эффект своей работы!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,29 апреля 2025,https://hh.kz/vacancy/120073925?query=Data+Analyst&hhtmFrom=vacancy_search_list,Не указано
Business Data Analyst,ТОО Air Energi Caspian LLP trading as Airswift,Не указано,Не указано,"Обязанности:
Digitization, optimization, automation of business processes - sales funnels, marketing reporting, acquisition channels, etc.
Applied business analytics based on generated reports. Communication with top management for business improvement
Reporting development in Power BI
Writing SQL scripts of varying complexity
It is possible to use Python to automate and organize ETL processes
Perform ad hoc reports and provide analysis support as needed
Put forward proposals for the necessary actions to improve the company’s financial and/or other indexes
Development and Monitor business KPI’s (Retention Rate, Communication Cost per loan, Conversion Rate etc.)
Требования:

Graduate with a mathematics/technical background

Fluent in English

Ability to work with data-mining and business intelligence tools such as SQL, PostgresSQL

Middle knowledge of databases/data warehouses

Strong skills in data analysis and reporting

Proficiency level in Excel

Desirable is understanding of lending and financial management

Desirable experience in Power BI

Desirable experience in Python

Условия:
Almaty 52
Office work",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047204?query=Business+Intelligence+Developer&hhtmFrom=vacancy_search_list,"SQL,PostgreSQL,Python,Power BI,Английский язык,Corporate Finance,Основы баз данных,Бизнес-анализ,Английский — C1 — Продвинутый"
Бизнес-аналитик (ELMA),АО TECHNODOM Operator (Технодом Оператор),Не указано,Не указано,"Airba Ecosystem — будущее начинается с тебя!

Добро пожаловать в Airba Ecosystem — пространство, где технологии, логистика, финансы и ритейл объединяются, чтобы менять правила игры и упрощать жизнь миллионов. Основанная на опыте и успехах Technodom, Airba — это место, где инновации превращаются в реальные достижения, а амбиции — в новые возможности.

Почему выбирают Airba?

Реальная зона влияния — экосистемные цифровые продукты, через которые проходят миллионы операций.

Экспертная команда № 1 на рынке — лучшие практики SCM, BI и Agile-трансформаций.

Глубокая автоматизация процессов — прокачаете навыки ELMA365, интеграций и разработки на уровне топ-компаний СНГ.

Участие в цифровой трансформации всей цепочки поставок и бизнес-процессов Airba, влияющее на миллионы клиентов.

Что мы предлагаем:

Официальное оформление по ТК РК и конкурентная зарплата.

Полностью оборудованное рабочее место и офис премиум-класса.

Сильная, сплочённая команда профессионалов и доступ к экспертной среде Airba.

Развитие в крупнейших проектах по цифровой трансформации и автоматизации процессов в Казахстане.

Возможность влиять на бизнес, процессы и команды, прокачивая собственную экспертизу.

Ключевые задачи:

Анализ, моделирование и оптимизация бизнес-процессов (BPMN).

Сбор и формализация требований совместно с бизнес-заказчиками.

Проектирование, настройка и тестирование процессов на платформе ELMA365.

Интеграция ELMA365 с ERP/WMS, BI и другими корпоративными системами (REST API, SQL).

Подготовка технической документации, обучение пользователей, сопровождение релизов.

Постоянный аудит эффективности, улучшение SLA и автоматизация задач ручного труда.

Управление полным жизненным циклом решений: идея → MVP → прод. поддержка.

Ты нам подходишь, если:

Имеешь опыт аналитика бизнес-процессов в рознице, логистике, финтехе или IT.

Работал непосредственно с ELMA365 либо аналогичными BPM/low-code платформами.

Глубоко понимаешь BPMN, API-интеграции, SQL, принципы проектного управления (Scrum/Kanban).

Силен в Excel/BI, умеешь строить отчётность и оценивать эффект изменений.

Системно мыслишь, умеешь доносить сложное простыми словами.

Руководил задачами или малыми командами, прокачивал коллег, строили культуру эффективности.

Будет плюсом:

Знание 1С ЗУП и схемы обмена данными между ERP-системами.

Опыт внедрения автозаказа, MRP или прогнозирования спроса.

Если ты системный, умный, ориентированный на результат и хочешь стать драйвером цифровой трансформации Airba Ecosystem — ждём твоё резюме!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120055323?query=BI+Analyst&hhtmFrom=vacancy_search_list,"ELMA,SQL,API,Scrum,BPMN,Бизнес-анализ,Agile,REST API,ERP,1С: Зарплата и управление персоналом,Английский — B2 — Средне-продвинутый"
"Cluster Category Manager GSC, Caucasus and Kazakhstan & CAM",ТОО JTI Kazakhstan,Не указано,Не указано,"Your Role and Purpose:

Due to the integration of the Caucasus and Kazakhstan and CAM GIP Clusters, we are seeking a strategic-thinking and outcome-oriented Cluster Category Manager to oversee the GSC Category in the newly created Caucasus and Kazakhstan & CAM Cluster.

As Cluster Category Manager, you will oversee procurement initiatives for GSC Category, ensuring that sourcing strategies are aligned with global objectives while being tailored to meet the unique requirements of the local market. Working closely with internal business stakeholders, together with your team, you will identify innovative solutions, cost optimization opportunities, and synergies within the category related to Spare Parts, Production CapEx, and local Non-Tobacco Materials, continuously striving for improved efficiency and stronger supplier relationships.

The position is permanently based in Almaty, Kazakhstan.


What Will You Do:


Drive the implementation of cluster-specific strategies and contribute to global strategy development
Develop supplier intelligence and optimize the supplier pool
Lead the category team, supporting their development and growth for future opportunities
Ensure target achievement, lead cost optimization, and continuous improvement initiatives

What We Are Looking For: The 3 Cs

Collaboration:
By working closely with diverse internal and external stakeholders to ensure the execution of procurement strategies and foster cross-functional understanding
By open communication, building trust, and fostering strong relationships
By sharing best practices and insights to leverage market knowledge and drive innovative solutions
Commitment:
To achieve business objectives by ensuring that procurement strategies are aligned with and support the broader goals
To inspire the team and continuously foster one team culture
To set and uphold high standards for oneself and others, ensuring that each task is completed with excellence
Career background:
Experience in procurement or related functions, ideally within FMCG or a production environment (5+ years)
Proven track record in managing sourcing strategies and supplier relationships
Fluent in Russian and English, enabling effective communication with internal and external stakeholders

Why Join Us?

This role offers the opportunity to be part of a high-performing Caucasus and Kazakhstan & CAM Procurement team, where collaboration, mutual support, and a sense of humor are at the core of everything we do. You will never walk alone in EE Region — instead, you will be empowered to lead strategic initiatives, work in a dynamic region, and thrive within a global organization. Join us, shape the future of procurement, and unlock exciting growth opportunities. If you are ready to make an impact and drive change, we would love to hear from you!


What are the next steps – Recruitment process:


Communication with a specialist of the Talent Attraction team from the Global

Business Service Center (telephone and online interview)

Online meeting with the Hiring manager
Business Case (Practical task)
Predictive Index Test or SHL testing


Thank you very much for your interest in the role. You are welcome to apply!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,29 апреля 2025,https://hh.kz/vacancy/120069369?query=Business+Intelligence+Developer&hhtmFrom=vacancy_search_list,Не указано
