title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
"Back-end Developer - Java, Kubernetes (Middle/Senior)",Частная компания Global DTC Kazakhstan,"Алматы, проспект Достык, 210А","от 800 000 ₸ за месяц, на руки","Global DTC Pte Ltd helps organizations harness the power of the cloud with automated software solutions focused on making logistics more transparent, convenient, and fast. Our cloud architects are experts in building new cloud applications and migrating legacy systems to the cloud. We focus on Java and JavaScript, Kubernetes technologies to build custom software solutions based on Continuous Delivery - a set of processes and tools based on a combination of Lean and the heavy use of automation

Is automation more than just a VUCA word? Are you comfortable explaining technology to others? Are you passionate about software development at work and at home? If your answer is “yes”, we would like to talk you!

Why you should join Global DTC Pte Ltd:

Keep your skills fresh by working with some of the newest technologies and tools out there
You will get extremely good experience in transportation industry
We are growing! Lots of opportunities for advancement
Join a small, highly collaborative team

What makes Global DTC Pte Ltd unique:

We don't just build software; we approach development as a well-honed craft.
We are experts who believe in being innovative while having fun, and working continuously to refine our skills.
We are committed to excellence in everything we do, from the technology we choose to the people who make up our team. With excellence as a guiding principle, we deliver quality results that ensure client satisfaction.
We approach work with integrity. We do what we say we'll do, and we operate with transparency and honesty.
We work cohesively and see each person at Global DTC Pte Ltd as a critical contributor. We prize teamwork, and support each other in providing the best results for our clients. No one on our team is superior to another - we help each other out, in the spirit of personal growth.

Essential functions and responsibilities:

Provide custom software and Cloud based solutions to our clients
Development of API integration
Developing the world-class software focused on Data centricity
Provide an indexed and searchable interface for users to be able to find media resources like images, videos, etc which contain some specific content

Qualifications Required:

Bachelor of Science in Computer Science (or equivalent)
Proven leadership experience – on teams and out in the technical community
7+ years of Java web services/web applications experience
Cloud experience (AWS, Google Cloud, Azure, private cloud)
Experience with containers (e.g. Docker)
Experience with ZooKeeper
Experience with Kubernetes (highly preferred)
Postgres, NoSQL experience (e.g. MongoDB) or Graph databases (e.g. Neo4J)
Experience with ORM (e.g. Hibernate)
Modern Build experience with Maven and familiar with continuous integration (e.g. Jenkins, TeamCity) systems
Very comfortable with modern web frameworks (e.g. Spring Boot)
Opinionated on TDD/BDD

Qualifications preferred:

DevOps experience (e.g. Ansible, Kubernetes/Mesos) and infrastructure automation
Comfortable with modern JavaScript technologies and tools
Understanding of secure software development practices

Please visit: Global DTC to learn more about us.

Must be authorized to work in Kazakhstan & No telecommuting

Salary level to be discussed during the interview. Position for full time engagement!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или гибрид,28 апреля 2025,https://hh.kz/vacancy/120027321?query=Data+Architect&hhtmFrom=vacancy_search_list,"Java,Kubernetes,Azure,NoSQL,PostgreSQL,Neo4J,Английский — B1 — Средний"
Senior Data analyst (Assortment),ТОО Autodoc Group (Автодок Казахстан),"Алматы, улица Султанбека Ходжанова, 2/2",Не указано,"AUTODOC is the largest and fastest growing auto parts ecommerce platform in Europe.
Present across 27 countries with around 5,000 employees, AUTODOC generated revenue of over €1.3 billion in 2023, supplying more than 7.4 million active customers with its 5.8 million vehicle parts and accessories for car, truck, and motorcycle brands.

Curious minds, adventurous experts and tech-savvy professionals - one team, one billion euros revenue. Catch the ride!

Responsibilities:
1.Analyze, and research sales and user behavior data to provide recommendations and insights.
2.Build solutions to analyze and predict key business metrics.
3. Identify and interpret trends or patterns in large data sets
4. Develop automated and interactive dashboards/reports that support business stakeholders'
needs and allow them to make decisions quickly.
5. Partner with the Data Engineering team to define and build reliable data sources

Qualifications:

3+ years of experience in data or product analytics.
Education in Math, Statistics, Computer Science, Finance, or any related field.
Strong analytical skills with the ability to analyze data and translate it into insights and recommendations.
Comprehensive knowledge of e-commerce area, funnels, and customer journey.
Proficiency in SQL, Python, Excel/Google Sheets.
Proven experience designing and enhancing dashboards and reports using BI tools
Experience with DataBase Clickhouse, certification, e-commerce or automotive domain (desired)

We Offer:

Competitive salaries based on your professional experience
Fast growing international company with stable employment
Annual vacation of 24 days and 1 additional day off on your birthday
Monthly Allowance for cover the costs of medical insurance expenses
Mental Wellbeing Program – the opportunity for free psychological counseling for you and your family members 24/7 hotline and online sessions
Opportunities for advancement, further trainings (over 650 courses on soft and hard skills on our e-learning platform) and coaching
Free English and German language classes
Referral Program with attractive incentives
Flexible working hours and hybrid work",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,28 апреля 2025,https://hh.kz/vacancy/120025585?query=Data+Engineer&hhtmFrom=vacancy_search_list,Не указано
Senior Data analyst (Assortment),ТОО Autodoc Group (Автодок Казахстан),"Алматы, улица Султанбека Ходжанова, 2/2",Не указано,"AUTODOC is the largest and fastest growing auto parts ecommerce platform in Europe.
Present across 27 countries with around 5,000 employees, AUTODOC generated revenue of over €1.3 billion in 2023, supplying more than 7.4 million active customers with its 5.8 million vehicle parts and accessories for car, truck, and motorcycle brands.

Curious minds, adventurous experts and tech-savvy professionals - one team, one billion euros revenue. Catch the ride!

Responsibilities:
1.Analyze, and research sales and user behavior data to provide recommendations and insights.
2.Build solutions to analyze and predict key business metrics.
3. Identify and interpret trends or patterns in large data sets
4. Develop automated and interactive dashboards/reports that support business stakeholders'
needs and allow them to make decisions quickly.
5. Partner with the Data Engineering team to define and build reliable data sources

Qualifications:

3+ years of experience in data or product analytics.
Education in Math, Statistics, Computer Science, Finance, or any related field.
Strong analytical skills with the ability to analyze data and translate it into insights and recommendations.
Comprehensive knowledge of e-commerce area, funnels, and customer journey.
Proficiency in SQL, Python, Excel/Google Sheets.
Proven experience designing and enhancing dashboards and reports using BI tools
Experience with DataBase Clickhouse, certification, e-commerce or automotive domain (desired)

We Offer:

Competitive salaries based on your professional experience
Fast growing international company with stable employment
Annual vacation of 24 days and 1 additional day off on your birthday
Monthly Allowance for cover the costs of medical insurance expenses
Mental Wellbeing Program – the opportunity for free psychological counseling for you and your family members 24/7 hotline and online sessions
Opportunities for advancement, further trainings (over 650 courses on soft and hard skills on our e-learning platform) and coaching
Free English and German language classes
Referral Program with attractive incentives
Flexible working hours and hybrid work",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,28 апреля 2025,https://hh.kz/vacancy/120025585?query=Data+Researcher&hhtmFrom=vacancy_search_list,Не указано
Senior Data analyst (Assortment),ТОО Autodoc Group (Автодок Казахстан),"Алматы, улица Султанбека Ходжанова, 2/2",Не указано,"AUTODOC is the largest and fastest growing auto parts ecommerce platform in Europe.
Present across 27 countries with around 5,000 employees, AUTODOC generated revenue of over €1.3 billion in 2023, supplying more than 7.4 million active customers with its 5.8 million vehicle parts and accessories for car, truck, and motorcycle brands.

Curious minds, adventurous experts and tech-savvy professionals - one team, one billion euros revenue. Catch the ride!

Responsibilities:
1.Analyze, and research sales and user behavior data to provide recommendations and insights.
2.Build solutions to analyze and predict key business metrics.
3. Identify and interpret trends or patterns in large data sets
4. Develop automated and interactive dashboards/reports that support business stakeholders'
needs and allow them to make decisions quickly.
5. Partner with the Data Engineering team to define and build reliable data sources

Qualifications:

3+ years of experience in data or product analytics.
Education in Math, Statistics, Computer Science, Finance, or any related field.
Strong analytical skills with the ability to analyze data and translate it into insights and recommendations.
Comprehensive knowledge of e-commerce area, funnels, and customer journey.
Proficiency in SQL, Python, Excel/Google Sheets.
Proven experience designing and enhancing dashboards and reports using BI tools
Experience with DataBase Clickhouse, certification, e-commerce or automotive domain (desired)

We Offer:

Competitive salaries based on your professional experience
Fast growing international company with stable employment
Annual vacation of 24 days and 1 additional day off on your birthday
Monthly Allowance for cover the costs of medical insurance expenses
Mental Wellbeing Program – the opportunity for free psychological counseling for you and your family members 24/7 hotline and online sessions
Opportunities for advancement, further trainings (over 650 courses on soft and hard skills on our e-learning platform) and coaching
Free English and German language classes
Referral Program with attractive incentives
Flexible working hours and hybrid work",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,28 апреля 2025,https://hh.kz/vacancy/120025585?query=Senior+Data+Analyst&hhtmFrom=vacancy_search_list,Не указано
Senior SAP Reporting Consultant (BI/BO/BW/SAC/Datasphere),ТОО iQ-SOLUTIONS,Не указано,Не указано,"Key Responsibilities:

System Support & Maintenance:
Provide ongoing support for the existing SAP BI and BO environments, including incident resolution, user assistance, and performance tuning of reports and dashboards.
SAC Development & Management:
Maintain and further develop reports and dashboards in SAP Analytics Cloud (SAC).
Qualtrics Integration & Insights:
Support the use of SAP Qualtrics for customer and employee experience analytics. Help business teams extract, interpret, and apply insights from Qualtrics data effectively.
Collaboration with Stakeholders:
Work closely with business users and functional teams to understand reporting requirements, propose solutions, and support self-service reporting initiatives.
Data Integration:
Support and improve existing data integration flows between SAP and non-SAP systems used in reporting.
Issue Resolution & Troubleshooting:
Identify and resolve issues related to data accuracy, report logic, and system performance.
Training & Enablement:
Conduct training sessions and provide guidance to business users and junior team members on using BI/BO tools effectively.

Required Qualifications:

Experience:
7+ years of experience in SAP BI/BO environments
Technical Expertise:
Advanced skills in SAP BusinessObjects (Web Intelligence, Crystal Reports, BO Dashboards).
Strong experience with SAP Analytics Cloud (reporting, dashboard design, data modeling).
Solid background in SAP BW, SAP HANA, and BEx Queries.
Proficiency in SQL and data analysis across SAP and non-SAP sources.
Qualtrics Experience:
Hands-on experience working with SAP Qualtrics, understanding its data model and integration with BI tools is a plus.
Analytical & Problem-Solving Skills:
Ability to translate business questions into technical solutions and meaningful dashboards or reports.
Communication Skills:
Strong verbal and written communication skills. Able to explain complex reporting concepts to non-technical stakeholders.
Education:
Bachelor's or Master's degree in Computer Science, Information Systems, Business Analytics, or a related field. SAP certifications are a strong advantage.

Preferred Qualifications:

SAP certifications in BI, BO, SAC, or BW/4HANA.
Knowledge of SAP Datasphere, Embedded Analytics

Personal Attributes:

Detail-oriented with a passion for data quality and visualization.
Proactive and self-motivated with a continuous improvement mindset.
Strong interpersonal skills and a collaborative working style.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,28 апреля 2025,https://hh.kz/vacancy/120033105?query=Analytics+Consultant&hhtmFrom=vacancy_search_list,"SAP Analytics Cloud,SAP Qualtrics,SAP BusinessObjects"
Senior SAP Reporting Consultant (BI/BO/BW/SAC/Datasphere),ТОО iQ-SOLUTIONS,Не указано,Не указано,"Key Responsibilities:

System Support & Maintenance:
Provide ongoing support for the existing SAP BI and BO environments, including incident resolution, user assistance, and performance tuning of reports and dashboards.
SAC Development & Management:
Maintain and further develop reports and dashboards in SAP Analytics Cloud (SAC).
Qualtrics Integration & Insights:
Support the use of SAP Qualtrics for customer and employee experience analytics. Help business teams extract, interpret, and apply insights from Qualtrics data effectively.
Collaboration with Stakeholders:
Work closely with business users and functional teams to understand reporting requirements, propose solutions, and support self-service reporting initiatives.
Data Integration:
Support and improve existing data integration flows between SAP and non-SAP systems used in reporting.
Issue Resolution & Troubleshooting:
Identify and resolve issues related to data accuracy, report logic, and system performance.
Training & Enablement:
Conduct training sessions and provide guidance to business users and junior team members on using BI/BO tools effectively.

Required Qualifications:

Experience:
7+ years of experience in SAP BI/BO environments
Technical Expertise:
Advanced skills in SAP BusinessObjects (Web Intelligence, Crystal Reports, BO Dashboards).
Strong experience with SAP Analytics Cloud (reporting, dashboard design, data modeling).
Solid background in SAP BW, SAP HANA, and BEx Queries.
Proficiency in SQL and data analysis across SAP and non-SAP sources.
Qualtrics Experience:
Hands-on experience working with SAP Qualtrics, understanding its data model and integration with BI tools is a plus.
Analytical & Problem-Solving Skills:
Ability to translate business questions into technical solutions and meaningful dashboards or reports.
Communication Skills:
Strong verbal and written communication skills. Able to explain complex reporting concepts to non-technical stakeholders.
Education:
Bachelor's or Master's degree in Computer Science, Information Systems, Business Analytics, or a related field. SAP certifications are a strong advantage.

Preferred Qualifications:

SAP certifications in BI, BO, SAC, or BW/4HANA.
Knowledge of SAP Datasphere, Embedded Analytics

Personal Attributes:

Detail-oriented with a passion for data quality and visualization.
Proactive and self-motivated with a continuous improvement mindset.
Strong interpersonal skills and a collaborative working style.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,28 апреля 2025,https://hh.kz/vacancy/120033105?query=Business+Intelligence+Developer&hhtmFrom=vacancy_search_list,"SAP Analytics Cloud,SAP Qualtrics,SAP BusinessObjects"
SAP FI Consultant,ТОО iQ-SOLUTIONS,Не указано,Не указано,"Responsibilities:

Provide ongoing support and maintenance for SAP FI modules (General Ledger, Accounts Payable, Asset Accounting) to ensure smooth and accurate financial operations within the organization.
Support integration between SAP FI and SAP Controlling (CO), ensuring seamless data flow for cost management for upstream oil operations.
Assist in the configuration and maintenance of Joint Venture Accounting (JVA) within SAP FI, ensuring proper handling of joint venture transactions, cost allocations, and settlements in line with industry standards.
Collaborate with cross-functional teams to ensure integration of SAP FI with Materials Management (MM) and Project Systems (PS), facilitating accurate inventory valuation, project accounting, and financial reporting.
Work closely with SAP SuccessFactors and SAP Human Capital Management to ensure proper integration of employee-related financial data (e.g., payroll, benefits) into SAP FI for correct financial processing.
Support the creation and delivery of financial reports using SAP BW, SAC and BI/BO, ensuring that all stakeholders have timely access to accurate financial data for decision-making.
Provide assistance in the implementation of new business requirements for finance, ensuring that the SAP FI modules are configured to meet evolving business needs and industry requirements.
Troubleshoot and resolve issues related to SAP FI functionality, ensuring quick resolution of any discrepancies in financial transactions, reporting, or integrations with other SAP modules.
Support month-end, quarter-end, and year-end closing activities, ensuring timely and accurate financial reporting, reconciliation, and compliance with accounting standards.
Offer training and guidance to end-users on SAP FI functionality, helping teams understand and utilize SAP features to improve financial processes and reporting.

Skills:

In-depth knowledge of SAP FI (Financial Accounting), with expertise in General Ledger (GL), Accounts Payable (AP), and Asset Accounting (AA), ensuring efficient and accurate financial operations.
Proficiency in Joint Venture Accounting (JVA) within SAP, including managing settlements and cutbacks, and handling joint venture cost-sharing arrangements specific to the oil and gas industry.
Strong understanding of IFRS and GAAP financial standards, ensuring compliance with international and local accounting requirements for financial reporting and management.
Experience with SAP Controlling (CO), including cost center accounting, internal orders, and profitability analysis, ensuring effective integration with SAP FI for accurate cost management and reporting.
Expertise in SAP Materials Management (MM) and integration with SAP FI for seamless procurement, inventory valuation, and financial accounting processes in upstream oil operations.
Knowledge of SAP Project Systems (PS), including project costing, budgeting, and integration with SAP FI and CO for managing financials related to capital projects in the oil and gas sector.
Experience with SAP SuccessFactors and SAP HCM integration with SAP FI for the accurate transfer of employee-related financial data, including payroll and benefits, into the SAP financial ecosystem.
Proficiency in SAP BW and BI/BO reporting for delivering real-time, accurate financial reporting solutions to stakeholders, ensuring transparency and insightful decision-making.
Strong problem-solving and troubleshooting skills for resolving discrepancies in financial transactions, integration issues, and system functionality across SAP modules.
Ability to collaborate with business stakeholders to define and deliver new business requirements for finance, ensuring that SAP FI modules are configured to meet evolving business needs, particularly in the context of joint venture operations.
Familiarity with SAP S/4HANA implementation processes, understanding the transition from SAP ECC to S/4HANA and ensuring that SAP FI modules are prepared for future upgrades and enhancements.

Experience:

Experience in supporting and configuring SAP FI modules, specifically General Ledger (GL), Accounts Payable (AP), and Asset Accounting (AA), to ensure smooth financial operations within the company.
Hands-on experience with Joint Venture Accounting (JVA) in SAP, including the ability to handle settlements, cutbacks, and joint venture cost-sharing agreements in the upstream oil industry.
Experience working with IFRS and GAAP accounting standards, ensuring the financial transactions and reports comply with international and local regulatory requirements.
Proven ability to integrate SAP FI with SAP Controlling (CO), including managing cost centers, internal orders, and profitability analysis, to ensure accurate financial data across departments.
Experience with SAP Materials Management (MM) and its integration with SAP FI, ensuring accurate inventory valuation, procurement, and financial accounting processes.
Experience implementing and supporting SAP Project Systems (PS), including project costing, budgeting, and integration with SAP FI for financial management of oil and gas capital projects.
Experience integrating SAP SuccessFactors and SAP HCM with SAP FI, ensuring seamless data flow of employee-related financial data (e.g., payroll, benefits, compensation) into the financial accounting system.
Hands-on experience with SAP BW and BI/BO reporting, providing timely and accurate financial reports for internal stakeholders and ensuring data transparency for decision-making.
Experience with troubleshooting and resolving financial system issues, including discrepancies in financial data, SAP FI integration errors, and ensuring smooth operations across all relevant SAP modules.
Proven ability to deliver new business requirements for finance, working closely with business stakeholders to ensure SAP FI configurations meet evolving business needs and ensure compliance with financial regulations in the oil and gas sector.
Experience with SAP S/4HANA implementation or migration projects, preparing SAP FI configurations for the transition from ECC to S/4HANA, ensuring smooth upgrade processes and future system enhancements.

Qualifications:

Bachelor's degree in Accounting, Finance, Information Systems, or a related field; advanced certifications or professional qualifications (e.g., CPA, ACCA) are a plus.
SAP Certified in Financial Accounting (FI), with strong expertise in General Ledger (GL), Accounts Payable (AP), and Asset Accounting (AA).
Experience and knowledge of IFRS and GAAP accounting standards, with the ability to ensure compliance in financial reporting and transactions within the oil and gas sector.
Proven experience in Joint Venture Accounting (JVA) within SAP, particularly in handling settlements and cutbacks, and integrating JVA with other SAP modules.
Experience in integrating SAP FI with SAP Controlling (CO), Materials Management (MM), Project Systems (PS), and SAP BW/BI/BO, with a deep understanding of financial reporting and data analytics.
Experience with SAP S/4HANA and ECC6 migration projects, with a focus on preparing SAP FI modules for S/4HANA transition, ensuring system readiness and compatibility.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,28 апреля 2025,https://hh.kz/vacancy/120029991?query=Analytics+Consultant&hhtmFrom=vacancy_search_list,"SAP,SAP ERP,SAP FI,Английский язык,Английский — B2 — Средне-продвинутый"
SAP BPC/BW consultant,ТОО IBA Astana Dev (АйБиЭй Астана Дев),Не указано,Не указано,"Мы в поисках опытного SAP BPC консультанта для действующего проекта в АО ""НАК Казатомпром"". Полная загрузка 100%, без командировок. Рабочий язык - русский.

Обязанности:

Поддержка существующего решения на SAP BPC (SAP BPC 10.1/11 Embedded/Standard)

Решение инцидентов и проблем пользователей (L3 поддержка)

Анализ и исправление ошибок в отчетности и процессах консолидации

Разработка новых отчетов в SAP BPC и SAP BW (при необходимости)

Работа с запросами изменений (Change Requests)

Взаимодействие с ключевыми пользователями и командой поддержки

Документирование изменений и исправлений

Требования:

4+ лет опыта в поддержке или внедрении решений SAP BPC (Embedded или Standard)

Уверенные навыки работы с SAP BW (создание/поддержка инфообъектов, DSO, кубов, трансформаций)

Навыки проведения анализа инцидентов, локализации и исправления ошибок

Понимание интеграции SAP BPC с другими модулями SAP (FI, CO)

Способность писать техническую документацию на русском языке

Плюсом будет:

Опыт работы в проектах крупных промышленных холдингов

Опыт настройки Business Process Flows (BPF) в SAP BPC

Базовое знание SAP Analytics Cloud (SAC)

Условия:
самостоятельная работа в проектной среде (без обучения с нуля)
обсуждаемый формат работы (удаленно или офис)",3–6 лет,"Проект или разовое задание
Возможно временное оформление",График: 5/2,Рабочие часы: 8,Формат работы: удалённо,28 апреля 2025,https://hh.kz/vacancy/120034992?query=Analytics+Consultant&hhtmFrom=vacancy_search_list,SAP BW
Computer Vision Engineer,ТОО Smart Parking Technologies,Не указано,Не указано,"Parqour - казахстанский быстроразвивающийся IT стартап, занимаемся автоматизацией парковочных систем в Казахстане и в странах дальнего зарубежья, быстро масштабируемся на глобальный рынок. Есть офисы и представительства в США, ОАЭ, Азербайджан, Узбекистан, Кыргызстан. Начинали путь с нескольких ребят, сейчас более 100 сотрудников и мы только растем.

Наша цель - безопасность и оперативность технологических решений. Сокращаем время обработки, даем экологичное решение и удобство для наших клиентов.

У нас своя команда разработки, внедрения и сопровождения. Мы всегда в поиске талантливых профессионалов.

Требования:

- Опыт разработки в области компьютерного зрения и машинного обучения 3+ лет;
- Отличное знание языков программирования C++/C и Python;
- Глубокий опыт работы с библиотеками и фреймворками компьютерного зрения: OpenCV, GStreamer (на уровне оптимизации пайплайнов и глубокого понимания архитектуры);
- Хорошее владение одним или несколькими ML/DL фреймворками: PyTorch, TensorFlow (включая разработку и адаптацию кастомных моделей);
- Умение проектировать и внедрять алгоритмы компьютерного зрения и архитектуры нейронных сетей под задачи бизнеса;
- Уверенный опыт оптимизации и деплоймента моделей с использованием ONNX, TensorRT, NCNN;
- Опыт разработки в средах Linux, работы с SQL, управления проектами через git и контейнеризацию через Docker;
- Глубокое понимание производственных требований к системам ML (robustness, latency, scalability, maintainability).

Будет преимуществом:
- Опыт подготовки моделей для продакшн: quantization, pruning, knowledge distillation, clustering;
- Опыт оптимизации вычислений на GPU, работа с CUDA, cuDNN.

Обязанности:
- Проектирование, обучение и подготовка CV/ML моделей для различных задач (детекция, классификация, сегментация и пр.) с фокусом на продакшн;
- Разработка, оптимизация и внедрение алгоритмов обработки изображений и видеопотоков;
- Построение полноценных пайплайнов от обработки данных до деплоймента моделей;
- Разработка и поддержка API/SDK для работы с обученными моделями, интеграция их в конечные продукты;
- Оптимизация производительности моделей для встраиваемых и серверных решений (Jetson, ARM, x86).

Условия:

Молодой и дружный коллектив, который всегда в развитии и Self-driven;
Обучение за счёт компании. Для профессионального развития, при необходимости за счет компании пройти курсы повышения квалификации или участвовать на конференцию, связанную с вашей работой.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120037751?query=ML+Engineer&hhtmFrom=vacancy_search_list,"ML,ONNX,C++,Английский — C1 — Продвинутый,Казахский — C1 — Продвинутый,Русский — C2 — В совершенстве"
Senior SAP Reporting Consultant (BI/BO/BW/SAC/Datasphere),ТОО iQ-SOLUTIONS,Не указано,Не указано,"Key Responsibilities:

System Support & Maintenance:
Provide ongoing support for the existing SAP BI and BO environments, including incident resolution, user assistance, and performance tuning of reports and dashboards.
SAC Development & Management:
Maintain and further develop reports and dashboards in SAP Analytics Cloud (SAC).
Qualtrics Integration & Insights:
Support the use of SAP Qualtrics for customer and employee experience analytics. Help business teams extract, interpret, and apply insights from Qualtrics data effectively.
Collaboration with Stakeholders:
Work closely with business users and functional teams to understand reporting requirements, propose solutions, and support self-service reporting initiatives.
Data Integration:
Support and improve existing data integration flows between SAP and non-SAP systems used in reporting.
Issue Resolution & Troubleshooting:
Identify and resolve issues related to data accuracy, report logic, and system performance.
Training & Enablement:
Conduct training sessions and provide guidance to business users and junior team members on using BI/BO tools effectively.

Required Qualifications:

Experience:
7+ years of experience in SAP BI/BO environments
Technical Expertise:
Advanced skills in SAP BusinessObjects (Web Intelligence, Crystal Reports, BO Dashboards).
Strong experience with SAP Analytics Cloud (reporting, dashboard design, data modeling).
Solid background in SAP BW, SAP HANA, and BEx Queries.
Proficiency in SQL and data analysis across SAP and non-SAP sources.
Qualtrics Experience:
Hands-on experience working with SAP Qualtrics, understanding its data model and integration with BI tools is a plus.
Analytical & Problem-Solving Skills:
Ability to translate business questions into technical solutions and meaningful dashboards or reports.
Communication Skills:
Strong verbal and written communication skills. Able to explain complex reporting concepts to non-technical stakeholders.
Education:
Bachelor's or Master's degree in Computer Science, Information Systems, Business Analytics, or a related field. SAP certifications are a strong advantage.

Preferred Qualifications:

SAP certifications in BI, BO, SAC, or BW/4HANA.
Knowledge of SAP Datasphere, Embedded Analytics

Personal Attributes:

Detail-oriented with a passion for data quality and visualization.
Proactive and self-motivated with a continuous improvement mindset.
Strong interpersonal skills and a collaborative working style.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,28 апреля 2025,https://hh.kz/vacancy/120033105?query=Data+Science+Manager&hhtmFrom=vacancy_search_list,"SAP Analytics Cloud,SAP Qualtrics,SAP BusinessObjects"
