title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Fullstack разработчик (Laravel + Vue),ТОО Инфинити Групп Казахстан,Вакансия опубликована 9 мая 2025 в Алматы,"от 600 000 до 1 000 000 ₸ за месяц, на руки","Обязанности:

Разработка и поддержка внутренних и клиентских решений на базе Laravel 9+ и Vue2;
Создание и поддержка REST API, интеграции с внешними системами;
Работа с существующим кодом: анализ, рефакторинг, оптимизация;
Написание чистого, структурированного и поддерживаемого кода в соответствии с принципами SOLID и концепциями чистой архитектуры;
Работа с базами данных: проектирование, оптимизация SQL-запросов;
Участие в обсуждениях архитектурных решений, код-ревью, планировании задач;
Взаимодействие с командой разработки, аналитиками и проект-менеджерами;
Написание и поддержка автоматических тестов (будет плюсом).

Требования:

Уверенное знание Laravel 9+ и PHP 8+;
Хорошее понимание принципов ООП и архитектурных подходов;
Уверенное знание Vue 2 и опыт в построении SPA;
Опыт работы с MySQL, понимание индексов, транзакций, оптимизации запросов;
Опыт разработки RESTful API и понимание принципов взаимодействия клиент-сервер;
Умение работать с чужим кодом, объективно критиковать и воспринимать критику;
Командный дух, готовность обсуждать решения и поддерживать коллег;
Плюсом будет опыт написания Unit и Feature тестов.

Мы предлагаем:

Стабильный доход: «белая» зарплата + бонусы по результатам проектов;
Современные технологии и реальные задачи, где вы можете влиять на архитектуру и результат;
Поддержка и развитие: наставничество, внутренние обучающие программы, участие в конференциях;
Прозрачная система роста: возможность карьерного и профессионального развития внутри компании;
Корпоративная культура: уважение к мнению, открытость, юмор и взаимопомощь;
Работа в команде, где ценится качество, ответственность и готовность создавать крутые продукты.
Современный офис зона отдыха с PlayStation и мягкими пуфами, кухня с угощениями, любимая музыка на фоне.
Крутые мероприятия ежемесячные корпоративы для всей команды.
Отпуск 24 дня в году — планируйте отдых заранее.

О компании:

LEEN Platform - SaaS ERP-системауправления, спроектированная с целью оптимизации бизнес-процессов и адаптируемая под уникальные потребности каждого бизнеса.

Как присоединиться к нам: Если вы узнали себя в этом описании и хотите расти в команде, где ценится подход к делу и качество кода, отправьте своё резюме с кодовой фразой «Хочу писать светлый код для Leen». Это ваш первый шаг в команду, которая стремится не просто делать «как надо», а делать круто и с умом.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,9 мая 2025,https://hh.kz/vacancy/119888896,"PHP,REST,Git,SQL,Веб-программирование,Linux,API,Laravel,Vue.js,Docker,Apache Kafka"
Исполнительный директор (CEO),ИП Цхай «Charlotte»,Вакансия опубликована 9 мая 2025 в Алматы,"от 800 000 до 1 500 000 ₸ за месяц, на руки","Обязанности:

Управление сетью кондитерских премиум-класса Charlotte

Формирование оптимальной продуктовой линейки по каждому рынку

Расширение и масштабирование уникального продукта в сегменте кондитерских вначале на рынках Алматы и РК, затем на рынках России и СНГ

Нам нужен второй (или вторая) Вилли Вонка! Начинающий специалист - не препятствие, если у тебя есть энергия лидера, любовь к сладостям и экспертиза в маркетинге и менеджменте

Требования:

1. Управленческий опыт в общепите (HoReCa):
• Практический опыт на аналогичной должности: от 3–5 лет.
• Опыт управления сетью заведений (а не одной точкой).
• Понимание специфики фуд-сервиса: от кухни до клиентского опыта.

2. Навыки системного управления:
• Построение и оптимизация бизнес-процессов (от закупок до обслуживания).
• Внедрение и контроль стандартов качества (SOP, чек-листы, тайминг).
• Управление P&L, знание unit-экономики ресторанов/кафе.
• Умение анализировать показатели (food cost, labor cost, выручка на м² и т.д.).

3. Лидерские и коммуникативные навыки:
• Управление командами: от поваров до администраторов.
• Построение системы мотивации и KPI.
• Умение обучать и развивать персонал, управлять вовлечённостью.

4. Технологичность и цифровая грамотность:
• Знание современных IT-решений для общепита (iiko, R-Keeper, Tillypad, Poster, системы лояльности).
• Опыт внедрения CRM, ERP, BI-аналитики.
• Умение автоматизировать процессы (например, товароучёт, склад, доставку, логистику).

5. Стратегическое мышление:
• Развитие сети: выбор локаций, франчайзинг, масштабирование.
• Участие в формировании стратегии развития бренда.
• Взаимодействие с другими топами — маркетинг, финансы, CEO, собственники.

6. Знание законодательства:
• Санитарные нормы и стандарты (СЭС, ХАССП, проверки).
• Трудовое право, охрана труда.
• Договорная база с поставщиками и арендаторами.

7. Гибкость и адаптивность:
• Умение работать в быстро меняющейся среде.
• Готовность быстро реагировать на кризисы, рост конкуренции.

Условия:

Помимо зарплатных бонусов, участие в годовой прибыли при перевыполнении плана

Возможна доля собственности в компании в случае стабильного роста бизнеса",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,9 мая 2025,https://hh.kz/vacancy/120203061,"Управление командой,Лидерство,B2B маркетинг,B2C-маркетинг,SMM,Маркетинговая стратегия,Продуктовая стратегия,Управление бюджетом,Стратегический менеджмент"
Project Manager/ Проектный менеджер,ИП TTTMarketing,Вакансия опубликована 9 мая 2025 в Алматы,"от 500 000 до 800 000 ₸ за месяц, на руки","Обязанности:

1. Ведение проектов под ключ:

• Полный контроль от запуска до завершения.

• Построение процессов, координация команды, контроль сроков и качества.

2. Ведение и управление SMM:

• Создание контент-планов.

• Разработка сторис, Reels, публикаций.

• Анализ ROI, ER и других метрик, составление отчетности.

• Поддержка вовлеченности аудитории.

3. Работа с таргетированной и контекстной рекламой:

• Планирование, запуск, оптимизация рекламных кампаний.

• Проведение A/B тестирования.

• Анализ и корректировка стратегий.

4. Создание визуального контента:

• Навыки мобилографии.

• Участие в создании визуальных концепций для соцсетей.

• Построение визуальной стратегии страницы.

5. Проведение маркетингового анализа:

• Построение стратегий.

• Анализ целевой аудитории, конкурентов, рыночных трендов.

• Разработка рекомендаций по улучшению продвижения.

6. Коммуникация с клиентами:

• Ведение переговоров.

• Поддержка отношений с клиентами, устранение конфликтных ситуаций.

• Организация встреч, презентация отчетов и стратегий.

7. Организация мероприятий и событий:

• Планирование ивентов, фотосессий, съемок для клиентов.

• Координация всех участников процесса.

8. Бюджетирование:

• Составление и контроль бюджета.

• Учет затрат, отчетность перед клиентом.

9. Управление командой:

• Делегирование задач.

• Четкое составление технических заданий (ТЗ).

• Курация выполнения задач.

10. Удержание и развитие проекта:

• Поиск новых возможностей для роста и улучшения показателей проекта.

• Оцифровка всех результатов работы.

Требования:

1. Опыт работы от 1 года.

2. Наличие подтвержденных кейсов и результатов в цифрах.

3. Портфолио, отражающее ваши навыки.

4. Сопроводительное письмо, объясняющее ваш интерес и опыт.

5. Пройденные тесты на тип личности (Gallup, MBTI будут преимуществом).

6. Успешное прохождение двухэтапного интервью.

Дополнительные качества:

1. Организационные навыки:

• Умение работать в многозадачности и соблюдать сроки.

• Структурированность и внимательность к деталям.

2. Креативность:

• Идеи для нестандартных кампаний.

• Творческий подход к разработке контента и визуала.

3. Навыки аналитики:

• Работа с большими объемами данных.

• Умение оценивать эффективность кампаний и предлагать улучшения.

4. Командное взаимодействие:

• Эффективная коммуникация с командой.

• Умение мотивировать сотрудников и выстраивать позитивные отношения.

5. Техническая грамотность:

• Владение инструментами анализа (Google Analytics, Meta Ads Manager, TikTok Ads и др.).

• Знание программ для работы с визуальным контентом (Canva, Adobe Photoshop).

6. Грамотная устная и письменная речь:

• Умение писать тексты для постов, сторис, писем клиентам.

• Профессиональное общение с клиентами.

7. Стрессоустойчивость:

• Умение сохранять продуктивность под давлением.

• Готовность оперативно решать сложные задачи.

8. Эмпатия и гибкость:

• Умение понимать потребности клиента и аудитории.

• Адаптация стратегий под меняющиеся условия.

Условия:​​​​​​​

Мы предлагаем:

• Удаленную/гибридную работу.

• Возможности для обучения и роста.

• Дружный и амбициозный коллектив.

• Участие в интересных проектах и реальное влияние на их успех.

• Уютный офис+студия в Алматы с печеньками и кофе.

• Отзывчивость руководства и команды.

• Поддержка куратора на начальных этапах.

• Оплаченные подписки в приложениях Canva PRO, Capcut PRO.

• Система бонусов KPI +к зарплате.

• Проведение профессиональных съемок фото+видео с камерой.",1–3 года,Частичная занятость,График: 5/2,Рабочие часы: 9,Формат работы: гибрид,9 мая 2025,https://hh.kz/vacancy/119451213,"Проектный менеджмент,Деловая коммуникация,Планирование бюджета,Делегирование,Анализ целевой аудитории,Стратегический менеджмент,Управление конфликтами,Системный анализ,Управление изменениями,Бизнес-анализ,Менеджмент качества"
Специалист по тендерным продажам (на завод),ТОО Karadel Mechanics,Вакансия опубликована 9 мая 2025 в Караганде,"от 250 000 до 1 000 000 ₸ за месяц, на руки","На стабильное предприятие в команду для построения современного эффективного коммерческого отдела требуется Специалист по тендерным закупкам:

Наши преимущества и Перспективы:

◼ Мы конкурентоспособны, поэтому нас можно представлять и продавать, с нами можно зарабатывать.

◼ Производство обладает современным импортным оборудованием, позволяющим иметь низкую себестоимость

◼ Оборот компании позволяет развивать направление тендерных площадок и есть возможность организовывать продажи в смежных областях, вплоть до импорта.

(годовой оборот порядка 4-5 млрд, и в будущем запланировано увеличение мощности производств в 2 раза за счет строительства нового завода и выпуска новой продукции)

Предлагаемые условия труда:

- стабильная справедливая оплата труда пропорционально вашей эффективности; 5 дневка.

- социальный пакет, отчисления за счет предприятия, ежегодный оплачиваемый отпуск 24 дня;

Схема оплаты и мотивации:

250000 база + 2% от валовой прибыли

Участие в следующих задачах отдела:

Наращивание валовой прибыли в 2025 году в 1,5 раза по сравнению с прошлым годом за счет:

◼ Увеличение продаж текущей продукции за счет увеличения базы лояльных заказчиков и активных продаж (ранее ими не занимались);

◼ Внедрение новых линеек продукции и организация продаж сопутствующей продукции.

Требуемые компетенции:

◼ знающий базу потенциальных покупателей и тендерных площадок;

◼ понимание конъюнктуры промышленных рынков: недропользователей, энергетической, ж/д, и других машиностроительного применения.

◼ Регламентность, внимательность, юридическая грамотность

◼ Личные положительные качества, энергичность и фокус на результат

Желательные компетенции:

◼ Опыт в оформлении CТ-KZ, сертификатов соответствия, ТПХ и др.

◼ умение достигать договоренности на будущее, навыки установления контакта. Приветствуются навыки активных продаж.

◼ Представления о технических характеристиках промышленной продукции, сортаменте металлов, чертежах.

◼ Отличные навыки работы в Excel, аналитика",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,9 мая 2025,https://hh.kz/vacancy/119735140,"системность,подготовка документов для участия в тендерах,Ориентация на результат,Деловые коммуникации,Участие в Тендерах"
Математик-аналитик,ТОО Техинвест проект,Вакансия опубликована 8 мая 2025 в Алматы,Не указано,"Обязанности:

Анализ данных и построение моделей:

Сбор, очистка и обработка больших объемов данных для анализа и построения моделей.
Разработка математических моделей и оптимизации показателей на основе теории вероятностей и математической статистики.
Оценка данных для принятия решений с использованием методов статистического анализа и математических методов.

Автоматизация и оптимизация процессов:

Создание расчетных моделей в Excel для автоматизации и отчетности.
Разработка скриптов для автоматизации обработки данных, их визуализации и генерации отчетов.

Работа с базами данных:

Написание SQL-запросов для выборки, фильтрации, агрегации и анализа данных.
Оптимизация работы баз данных и запросов для повышения эффективности работы с большими объемами данных.
Интеграция данных из различных источников для создания консолидированных отчетов.

Построение отчетов и визуализация данных:

Разработка динамических отчетов в Excel с использованием сводных таблиц и графиков.
Построение автоматизированных отчетов и дашбордов для мониторинга ключевых показателей.
Требования:
Высшее образование в области математики, статистики, компьютерных наук или смежных дисциплин.
Хорошее знание Excel, включая сводные таблицы, макросы и формулы.
Знание теории вероятностей и математической статистики для разработки моделей.
Умение работать с большими объемами данных, аналитический склад ума, внимание к деталям.
Условия:
Интересные и амбициозные задачи, связанные с аналитикой, мат. расчетами.
Возможности для профессионального развития и карьерного роста.
Современные инструменты и технологии для работы с данными.
Конкурентную заработную плату и социальный пакет.
Большой и комфортный офис;
Развозка;
Приобретение навыков в процессе выполнения обязанностей и во время обучения на рабочем месте;
На вакансию также рассматриваются студенты магистратуры.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,8 мая 2025,https://hh.kz/vacancy/119669453,"SQL,MS Excel,Математическая статистика,Математический анализ,Теория вероятностей,Визуализация данных"
Главный бухгалтер,ТОО Корпорация Гранд,Вакансия опубликована 9 мая 2025 в Алматы,"от 600 000 ₸ за месяц, на руки","Обязанности:
Ведение бухгалтерского и налогового учета в полном объеме (УСН/ОСНО).
Подготовка и сдача отчетности (налоговая, статистическая, фондовая).
Контроль за соблюдением налогового законодательства.
Взаимодействие с государственными органами, аудиторами и банками.
Расчет заработной платы, отпускных, больничных.
Управление бухгалтерской командой (если есть сотрудники в подчинении).
Финансовый анализ и контроль затрат.
Требования:
Высшее профильное образование.
Опыт работы главным бухгалтером от X лет.
Отличное знание бухгалтерского и налогового законодательства РК.
Владение 1С, Excel, электронными сервисами налоговых органов.
Внимательность, ответственность, умение работать с большими объемами данных.
Условия:
Официальное трудоустройство.
График работы: 5/2, с 9:00 до 18:00.
Конкурентная заработная плата.
Дружный коллектив и комфортный офис в центре города.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,9 мая 2025,https://hh.kz/vacancy/120350392,"Главбух,Бухгалтерская отчетность,Налоговая отчетность,Финансовая отчетность"
Координатор полевых исследований,ТОО Alvin Market,Вакансия опубликована 9 мая 2025 в Алматы,Не указано,"О нас:

Мы — исследовательская компания, которая работает с мнением людей: проводим опросы, ищем инсайты, строим смыслы.
Именно на полевом этапе начинается реальная жизнь проекта.
И нам нужен тот, кто умеет этим этапом управлять — умно, чётко и с уважением к респонденту.

Твоя зона ответственности:

Полное сопровождение полевой части исследовательских проектов

Планирование ресурсов: подбор, графики, маршруты, загрузка интервьюеров

Координация команд интервьюеров и супервайзеров

Контроль качества сбора данных, взаимодействие с отделом контроля

Поддержка логистики, оперативное реагирование на отклонения

Отчётность и сдача проекта заказчику (внутреннему или внешнему)

Что важно:

Опыт работы с полевыми опросами / исследованиями / полевыми командами от 1 года

Умение вести сразу несколько задач: тайминг, команда, качество

Навыки общения с “разными людьми”: от респондентов до аналитиков

Организованность, вовлечённость и чувство ответственности за результат

Мы предлагаем:

Фикс + KPI по успешному закрытию проектов

Наставничество от People & Culture и L&D

Трек развития до project lead или руководителя блока

Живую, динамичную команду и доверие к твоему решению

Поддержку на всех этапах: от плана до аналитики

Ты не просто управляешь людьми.
Ты управляешь частью исследования, которая превращает гипотезу в реальность.

Готов(а) стать частью команды? Откликайся.
Сделаем исследование значимым вместе.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,9 мая 2025,https://hh.kz/vacancy/119886379,"Английский — A1 — Начальный,Русский — C2 — В совершенстве"
Middle/middle+ backend developer,ТОО CODEXPLORE,Вакансия опубликована 8 мая 2025 в Астане,Не указано,"Обязанности:

Разработка серверной части платформы, обеспечивающей высокую производительность и безопасность.

Проектирование и реализация API (REST/GraphQL) для взаимодействия с фронтендом и мобильным приложением.

Реализация системы управления заказами, складским учетом и логистикой.

Интеграция с платежными системами (если требуется).

Обеспечение защиты данных, включая шифрование, аутентификацию и авторизацию пользователей.

Оптимизация базы данных, обеспечение отказоустойчивости системы.

Настройка серверов, деплоя и CI/CD процессов.

Логирование и мониторинг работы системы.

Технические требования

Язык программирования: Node.js (Nest.js, Express.js), Python (Django, FastAPI), Java (Spring Boot), Go или другой подходящий стек.

База данных: PostgreSQL, MySQL, MongoDB, Redis (для кеширования).

API: Разработка RESTful API или GraphQL (Apollo Server).

Аутентификация: JWT, OAuth2, OpenID Connect.

DevOps: Docker, Kubernetes, CI/CD (GitHub Actions, GitLab CI/CD, Jenkins).

Cloud-сервисы: AWS, Google Cloud, Azure (по необходимости).

Работа с WebSockets: для реального времени (например, обновление данных о доставке).

Дополнительные требования

Опыт работы с распределенными системами и микросервисной архитектурой.

Навыки интеграции с внешними сервисами (платежные шлюзы, API поставщиков).

Опыт работы с кэшированием данных (Redis, Memcached).

Знание принципов безопасной разработки (OWASP, защита API).

Способность документировать код и API.

Мы предлагаем:

• Конкурентоспособную заработную плату.

• Возможность удаленной работы.

• Команду профессионалов и дружелюбную атмосферу.

• Возможности для профессионального роста и обучения.

• Участие в интересных и разнообразных проектах.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 7 или 8,Формат работы: гибрид,8 мая 2025,https://hh.kz/vacancy/120349439,"React Native,GitHub,REST API,Gitlab,GitLab CI,CI/CD,Kubernetes,Redux,Firebase,MongoDB,Ответственность,Java,Kotlin,Objective-C,GraphQL,Разработка ПО"
Team Lead,ТОО DauInvest,Вакансия опубликована 9 мая 2025 в Астане,Не указано,"Tech Lead в TrustMe — архитектор роста и надежности

TrustMe приглашает в команду технического лидера (Tech Lead) — опытного инженера, готового сыграть ключевую роль в масштабировании нашего продукта. Мы находимся на этапе активного роста, и нам нужен человек, который сможет спроектировать архитектуру, способную поддерживать в 10 раз больше пользователей и трафика, чем сегодня.

Если вы хотите влиять на технологические решения, развивать команду и строить устойчивые системы — эта роль для вас.

Цели и ожидания

• Масштабирование нашего продукта: Внести значительный вклад в масштабирование систем для обработки 10-кратного роста пользователей и трафика.

• Проектирование надежных систем: Создавать высокомасштабируемые и надежные сервисы, API и решения для хранения данных.

• Поддержание качества кода: Соблюдать лучшие практики по качеству кода, тестированию и документации.

• Эффективное сотрудничество: Работать с межфункциональными командами для своевременной реализации проектов.

• Наставничество: Руководить младшими инженерами и предоставлять техническое руководство.

• Решение проблем: Выявлять и устранять узкие места производительности и другие технические проблемы.

Обязанности

• Проектирование и внедрение схем баз данных для реляционных баз данных (например, PostgreSQL).

• Разработка RESTful API и микросервисов.

• Внедрение автоматизированного тестирования (integration testing).

• Обеспечение мониторинга, логирования и аналитики.

• Эффективная отладка и устранение инцидентов.

• Постоянное изучение новых технологий и их внедрение.

• Проведение код-ревью и улучшение процессов разработки.

Требуемые навыки

• Опыт масштабирования систем для значительного роста.

• Глубокое понимание проектирования реляционных баз данных.

• Опыт работы с RESTful API и микросервисной архитектурой.

• Знание лучших практик разработки и мониторинга систем.

• Умение эффективно устранять инциденты и ошибки.

• Отличные аналитические и коммуникативные навыки.

Приветствуемые навыки

• Опыт работы с PostgreSQL.

• Владение фреймворками C# и ASP.NET Core.

• Знание фронтенд-систем, таких как Vue.js.

• Работа с балансировщиками нагрузки.

Что вы получите

1. Работа с опытным СТО: Наш технический директор — профессионал с многолетним опытом работы в Google и других топовых международных компаниях. Вы будете работать бок о бок с экспертом мирового уровня, который задает высокий стандарт для всей команды.

2. Комфортный офис: Современный и удобный офис на левом берегу в Астане, созданный для продуктивной работы и командного взаимодействия.

3. Профессиональное развитие: Возможности роста, участие в масштабных проектах и доступ к обучению.

4. Сильная команда: Работа в окружении профессионалов, которые готовы делиться опытом и поддерживать в сложных задачах.

5. Интересные задачи: Работа с передовыми технологиями и участие в разработке решений, которые меняют правила игры.

Если вы увлечены разработкой и хотите участвовать в масштабировании продукта на новые высоты, присоединяйтесь к нашей команде!",3–6 лет,Полная занятость,График: 5/2 и другие варианты,Рабочие часы: 8,Формат работы: на месте работодателя или гибрид,9 мая 2025,https://hh.kz/vacancy/118884774,Не указано
Экономист,ТОО Құрылысшы LTD,Вакансия опубликована 8 мая 2025 в Астане,"от 400 000 ₸ за месяц, на руки","Ведущая строительная компания Астаны приглашает в команду опытного экономиста, готового развивать управленческую отчётность, анализировать эффективность и влиять на ключевые бизнес-решения.

Обязанности:

Внедрение и ведение системы управленческой отчетности
Расчет финансовых показателей, построение финансовых моделей
Экономический анализ деятельности компании на основе отчетов и данных 1С
Анализ эффективности подразделений, расчёт затрат и рентабельности
План-факт анализ, прогнозирование, формирование бюджетов
Автоматизация отчетности и расчетов
Анализ себестоимости, доходов и расходов по направлениям
Контроль исполнения бюджетов и выявление отклонений
Разработка предложений по повышению эффективности расходов
Мониторинг корректности учёта в 1С по статьям доходов и затрат

Требования:

Высшее экономическое образование
Опыт работы от 3 лет по направлениям: управленческий учёт, финансовый анализ, бюджетирование
Отличное знание Excel (формулы, сводные таблицы), 1С 8.3
Знание законодательства РК в сфере бухгалтерии, налогов, соц. и медстрахования
Умение составлять бюджет доходов и расходов, проводить контроль и корректировки
Опыт построения моделей и расчётов в Excel и PowerPoint
Приветствуется опыт в сфере ЖКХ/эксплуатации МЖК

Условия:

Официальное трудоустройство в стабильную компанию
График: 5/2, с 09:00 до 18:00
Современный офис, корпоративные мероприятия, программы лояльности
Обучение, развитие, участие в проектах и автоматизации",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,8 мая 2025,https://hh.kz/vacancy/119885203,"Финансовый анализ,Анализ финансовых показателей,Анализ текущих финансовых показателей,План-фактный анализ бюджета,Расчет и анализ себестоимости продукции и услуг,Бухгалтерская отчетность,Корпоративные финансы,Экономическое моделирование,Прогнозирование,Расчет затрат,Контроль и анализ ценообразования,Консолидация финансовой отчетности"
