title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Data Scientist (Специалист по анализу данных),ООО Топассистент,Вакансия опубликована 13 мая 2025 в Алматы,"от 4 000 € за месяц, на руки","Крупная международная компания, специализирующаяся на создании передовых решений в области iGaming, в поиске Data Scientist в офис в Лимасоле.

Что от вас требуется:
- опыт работы с ML-моделями: классификация, регрессия, рекомендации;
- владение методами feature engineering и оценкой качества моделей;
- отличное знание SQL и Python (pandas, numpy, seaborn);
- опыт проведения A/B-тестов, статистики и причинно-следственного анализа;
- опыт работы на аналогичной позиции от 3-х лет;
- высшее профильное образование или коммерческий опыт в топовых Российских компаниях;
- наличие GitHub с проектами и портфолио с кейсами.

Что будет входить в круг ваших обязанностей:
- построение моделей и формулирование предсказаний, которые реально работают;
- анализ продуктовых метрик, поиск закономерностей и помощь команде в принятии эффективных решений;
- поиск точек роста продукта и генерация гипотез и предложений;
- выстраивание инфраструктуры для автоматизированного мониторинга и анализа.

Что вас ждет:
- удаленный формат работы из любой страны на время испытательного срока;
- своевременная индексация заработной платы;
- команда профессионалов, увлеченных своим делом;
- медицинское страхование;
- бесплатные завтраки и обеды в офисе в Лимасоле;
- компенсация курсов английского и греческого языка в размере 50%;
- компенсация абонемента в спортзал;
- регулярные тимбилдинги и корпоративы.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,13 мая 2025,https://hh.kz/vacancy/120463073,"Python,Математическая статистика,ML-модели,Data Science,Big Data,Deep Learning,SQL,Алгоритмы и структуры данных,Исследовательский анализ данных,Математический анализ"
DIGITAL-маркетолог,NBC,Вакансия опубликована 14 мая 2025 в Алматы,"от 1 000 до 2 000 € за месяц, на руки","DIGITAL-МАРКЕТОЛОГ (в сеть студий лазерной эпиляции ALVALINE)

ALVALINE — быстрорастущая европейская сеть студий лазерной эпиляции, представленная в 18 городах и 4 странах и постоянно расширяющая географию. Мы помогаем тысячам клиентов в Европе почувствовать уверенность и гладкость кожи на новом уровне.

Мы ищем сильного digital-маркетолога, который сможет прийти и настроить эффективные воронки привлечения и удержания клиентов, взяв под контроль лидогенерацию и повысив конверсии на всех этапах.

Обязанности:

1. Управление лидогенерацией и воронкой продаж:

- Увеличение количества качественных заявок на первую процедуру.

- Оптимизация воронки продаж, запуск новых (email-маркетинг, SMS-рассылки, автоматизации, чат-боты) и оцифровка воронки.

- Повышение доходимости клиентов до первой процедуры (основной KPI).

- Снижение стоимости привлечения клиента (CAC).

2. Запуск и оптимизация рекламных кампаний:

- Самостоятельная настройка и запуск рекламы в Meta Ads, Google Ads и других рекламных каналах.

- Тестирование новых гипотез (креативы, сайты, продукты, офферы) и масштабирование успешных стратегий.

- Контроль бюджета и повышение рентабельности вложений (ROI и ROMI).

3. Аналитика и отчетность:

- Внедрение и настройка систем аналитики.

- Глубокий анализ источников трафика, выявление точек роста.

- Еженедельные отчёты с выводами и предложениями по оптимизации.

4. Создание и реализация digital-стратегий:

- Запуск и тестирование новых маркетинговых воронок.

- Внедрение автоматизаций для увеличения LTV клиентов.

Кого мы ищем:

- Опыт работы в digital-маркетинге от 3 лет (опыт работы в сферах услуг, косметологии, онлайн-записи будет преимуществом).

- Отличное знание рекламных кабинетов (Meta Ads, Google Ads).

- Самостоятельность и практические навыки: вы не только придумываете, но и самостоятельно настраиваете рекламу, аналитику и автоворонки. Сами предлагаете эффективные решения.

- Аналитический склад ума: умеете работать с цифрами, тестировать гипотезы и быстро получать результат.




Что мы предлагаем:

- До €2000 в месяц: €1000 фиксированная часть + бонусы по KPI за выполнение плана по количеству клиентов, дошедших до первой процедуры (KPI определяются совместно с CEO на основе ретроспективных данных).

- Удалённая работа и гибкий график.

- Работа с европейским рынком и возможность масштабирования успешных подходов.

- Минимум бюрократии — быстрое принятие решений.

- Чёткие и понятные KPI.

- Формат сотрудничества: самозанятый или ИП.

Процесс отбора:

Заполнение анкеты 10 минут.

Первичное интервью с HR (1 час).

Тестовое задание (на выполнение даем 3 дня).

Финальное интервью с CEO и маркетологом для обсуждения тестового задания (1 час).

Двум финалистам предлагаем двухнедельный оплачиваемый тестовый период, по результатам выберем одного.",3–6 лет,"Полная занятость
Возможно временное оформление",График: 5/2,Рабочие часы: 8,Формат работы: удалённо,14 мая 2025,https://hh.kz/vacancy/120508127,"Google Analytics,Google Ads,Интернет-реклама,Internet Marketing,Оптимизация маркетинговых кампаний,MyTarget,TargetHunter,Запуск маркетинговых кампаний,Email-маркетинг,Лидогенерация,SMS-маркетинг,Таргетинг,Анализ трафика,Facebook Ads"
"Консультант проекта ERP (Закупки, Склады и Логистика)",ТОО Sary-Arka Copper Processing,Вакансия опубликована 13 мая 2025 в Алматы,Не указано,"Группа компаний Caravan Resources - это группа компаний, ориентированных на горнорудную, строительную и проектную отрасли. Мы специализируемся на производстве катодной меди и золота, а также на предоставлении высококачественных услуг по проектированию и строительству промышленных объектов в горнодобывающей индустрии.

Активы компании присутствуют в трех регионах Казахстана: в области Улытау, Карагандинской и Костанайской областях. В настоящее время ведутся геологоразведочные работы в Костанайской области

Обязанности:
Моделирование процессов в 1С
Выполнение задач в установленные сроки
Настройка 1С в рамках функционального модуля
Постановка задач Разработчикам
Консультирование Пользователей по работе в 1С
Использование обработок 1С (Загрузка Таблиц, сопоставление данных, изменение реквизитов)
Требования:
Опыт работы в сфере не менее 3 лет на позиции Консультант-Аналитик (Закупки, Склады и Логистика)
Опыт внедрения систем уровня ERP, предпочтительно на платформе 1С: ERP, УХ, КА
Опыт построения бизнес процессов – схематически MS Visio, Draw io
Профессиональное консультирование Пользователей по блокам Закупа и Складским операциям
Условия:
График работы 5/2, с 8:30 до 17:30
Офис на пересечении Абая-Достык",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,13 мая 2025,https://hh.kz/vacancy/120479725,Не указано
Инженер по химическим процессам/Chemical Process Engineer,ТОО «Qazaq Soda (Казах Сода)»,Вакансия опубликована 13 мая 2025 в Таразе,Не указано,"QAZAQ SODA - это возводимый крупный химический комплекс (производство кальцинированной соды), расположенный в Сарысуском районе Жамбыла. Начало производства запланировано на осень 2026 года. Удаленность от ближайшего населенного пункта - села Саудакент - превышает 20 км, от административного центра района - города Жанатас (Zhanatas) - около 35 км. Кальцинированная сода является 10-м по потреблению неорганическим соединением в мире, которое используется уже более 5000 лет. Это безопасное, простое соединение и ключевой компонент в различных промышленных процессах - от производства стекла до сухих порошковых моющих средств и литий-ионных аккумуляторов. Это также важный ингредиент в пищевой и фармацевтической промышленности. Мы ищем сотрудников со следующей квалификацией для работы на нашем предприятии.

QAZAQ SODAis a big Chemical Complex ( Soda Ash Production ) located in the Sarysu district of Zhambyl under construction. Production is scheduled to begin in the fall of 2026.

The remoteness of the plant from the nearest settlement - Saudakent village - exceeds 20 km, from the administrative centre of the district - Zhanatas town - about 35 km .

Soda Ash is the 10th most consumed inorganic compound in the world, which has been used for over 5,000 years. It is a safe, simple compound and a key component in a variety of industrial processes from the manufacture of glass to dry powder detergents and lithium-ion batteries. It is also an important ingredient in the food and pharmaceutical industries.

We are looking for teammates with the following qualifications to work in our facility.

Чтобы Ваше резюме было рассмотрено более детально, просим предоставить ваше резюме на английском

Обязанности:

Мониторинг и оптимизация процессов: Контроль и оптимизация химических процессов, связанных с производством кальцинированной соды; мониторинг параметров реакции.
- Разработка параметров: Установление оптимальных условий (температура, давление, состав реагентов) для обеспечения качества продукции.
- Контроль качества: Управление контролем качества сырья и готовой продукции, анализ данных процесса.
- Безопасность и соблюдение требований: Обеспечение соблюдения технологических и экологических стандартов безопасности.
- Документация: Разработка технологической документации, стандартных операционных процедур (СОП) и производственных отчетов.
- Сотрудничество с отделом исследований и разработок: работа с отделом исследований и разработок для внедрения инновационных решений и повышения эффективности процессов.
Responsibilities:
Process Monitoring and Optimization: Oversee and optimize chemical processes involved in calcined soda production; monitor reaction parameters.

Parameter Development: Establish optimal conditions (temperature, pressure, reagent composition) to ensure product quality.

Quality Control: Manage quality control of raw materials and finished products, analyze process data.

Safety and Compliance: Ensure adherence to technological and environmental safety standards.

Documentation: Develop process documentation, standard operating procedures (SOPs), and production reports.

Collaboration with R&D: Work with the research and development team to implement innovative solutions and enhance process efficiency

Требования:
Оконченное 4 или более лет образование в области ХИМИЧЕСКОГО ИНЖИНИРИНГА в высших учебных заведениях. Вы можете быть рассмотрены на следующие позиции в зависимости от стажа работы. Просим указывать во время отклика какому референсу Вы соответствуете:
Референс 1. Для менеджера по химическим процессам. Опыт работы в должности Супервайзера/менеджера отдела более 6 лет.
Референс 2.Для главного инженера по химическим процессам. Опыт работы в должности Супервайзера/менеджера отдела более 2-3 лет.
Референс 3.Для инженера по химическим процессам. Опыт работы в должности Супервайзера/менеджера отдела более 0-2 лет.
Опыт работы на предприятиях химического производства.
производить - управлять оборудованием и людьми в процессе - проводить эксперименты в химической лаборатории. знать химические процессы
Знание английского и турецкого языков.

Хорошие знания о:

Клапаны
Двигатели
Насосы
Электронные измерительные приборы
Трубы
Компрессоры
Фильтры
Химическое оборудование
Реакторы
Сушилки
Кальцинаторы
Охладители
Нагреватели....
Градирни

Requirements:

Completed 4 or more years of education in CHEMICAL ENGINEERING from a tertiary institution. You may be considered for the following positions depending on your work experience. Please indicate at the time of response which reference you meet:
Ref. 1. For Chemical Process Manager. Experience as Supervisor/Department Manager for more than 6 years.
Ref. 2.For Chief Chemical Process Engineer. Experience as Supervisor/Department Manager for more than 2-3 years.
Ref. 3.For Chemical Process Engineer. Experience as Supervisor/Department Manager for more than 0-2 years.
Experience in chemical manufacturing plants.
Produce - manage equipment and people in the process - conduct experiments in chemical laboratory.Know chemical processes
Knowledge of English and Turkish language.

Translated with DeepL.com (free version)

Good knowledge about:

Valves
Motors
Pumps
Electronic Measurement Instruments
Pipes
Compressors
Filters
Chemical Equipment’s
Reactors
Dryers
Calciners
Coolers
Heaters….
Water Cooling Towers

Условия:
Возможности для предоставления Трансфер на транспорте из села Саудакент или из г.Жанатас, ночевка на территории завода, питание
Opportunities to provide Transfer from Saudakent village or Zhanatas city, overnight stay on the territory of the plant, meals.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,13 мая 2025,https://hh.kz/vacancy/120473869,Не указано
QA Tech Lead,Kaspi.kz,Вакансия опубликована 14 мая 2025 в Алматы,Не указано,"Мы Kaspi.kz - крупнейшая технологическая компания в Казахстане, миссия которой - улучшать людям жизнь. Ежемесячно нашим супер приложением пользуются более 14 млн казахстанцев

Мы ищем QA Lead’а, который не боится с нуля выстраивать процессы, создавать культуру качества и влиять на продукт на уровне архитектуры. Если ты хочешь строить, менторить, управлять и быть голосом качества в команде — тебе к нам.

Задачи:

Построение процессов QA с нуля: выбор стратегии, документация, автоматизация, контроль качества на всех этапах.
Введение всех видов тестирования: функциональное, интеграционное, нагрузочное, end-to-end и др.
Тестирование backend-части на базе Java микросервисов и взаимодействия через Kafka.
Тестирование frontend Web UI на Angular.
Подбор,менторинг QA-команды.
Участие в найме: собеседования, оценка компетенций, формирование команды.
Разработка и внедрение системы грейдов и системы профессионального развития внутри команды.
Взаимодействие с топ-менеджментом, продуктовой и инженерными командами.
Управление приоритетами, ресурсами и сроками в рамках QA-направления.
Контроль качества релизов и улучшение процессов CI/CD в сотрудничестве с DevOps.
Требования:
Опыт в QA от 5 лет, в роли QA Lead или менеджера — от 3 лет.
Глубокое понимание процессов тестирования, опыт построения QA-практик с нуля.
Опыт ручного и автоматизированного тестирования как backend, так и frontend.
Уверенный опыт тестирования Java-приложений, микросервисной архитектуры, работы с Kafka.
Опыт тестирования UI, желательно на Angular.
Навыки менторинга, управления людьми, выстраивания процессов адаптации и оценки.
Опыт участия в найме и построении команды.
Опыт взаимодействия с техническими и нетехническими стейкхолдерами.
Умение аргументировать своё мнение, брать на себя ответственность и быть драйвером изменений.
Приветствуется: опыт настройки CI/CD, знание Docker, Kubernetes.
Условия:
Возможность выстроить процессы с нуля и оставить свой след в компании.
Прямое влияние на продукт, архитектуру и качество разработки.
Сильную техническую команду, готовую к росту.
Открытую культуру, где ценится инициатива и ответственность.
Развитие и карьерный рост.
Возможность стать частью профессиональной дружной команды Kaspi.
Офис в центре города (г. Алматы, Абая 26а).
Обучение, тренинги и курсы за счет компании.
Бесплатный тренажерный зал в офисе.
Языковые курсы.
Электронная библиотека - Kaspi Books и доступное приложение к нему.
Chill-зона - уютный дворик, workout-площадка, также удобные скамейки и качели, для полной релаксации :)
Отсутствие дресс-кода.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,14 мая 2025,https://hh.kz/vacancy/120506443,"Java,Apache JMeter,Apache Kafka,Автоматизированное тестирование,Ручное тестирование,Интеграционное тестирование,Умение работать в коллективе,Ответственность,Организаторские навыки"
Аналитик по финансовому моделированию и стратегии,ТОО Freedom Telecom Operations,Вакансия опубликована 13 мая 2025 в Астане,Не указано,"Freedom Telecom - современная телекоммуникационная компания, развивающая на рынке Республики Казахстан широкополосный доступ к сети интернет в каждый дом и открытый доступ Wi-Fi в крупных городах. Мы работаем в тесном сотрудничестве с мировыми производителями оборудования - программного обеспечения.

Чем предстоит заниматься:
- Разработка и построение финансово-экономических моделей и инвестиционных бизнес-кейсов по различным проектам компании (CAPEX, OPEX, инфраструктурные проекты и др.) с расчетом NPV, IRR, DPP, Payback Period и других KPI;
- Участие в стратегическом и финансовом планировании: подготовка долгосрочных и краткосрочных финансовых прогнозов, сценарный анализ, оценка влияния внешних и внутренних факторов на финансовые показатели;
- Участие в построении системы бюджетирования: разработка методологии, структуры бюджетов (P&L, Cash Flow, CAPEX), шаблонов и процессов согласования, участие в оптимизации текущего процесса;
- Организация процесса бюджетного контроля CAPEX проектов/расходов в рамках утвержденного годового бюджета;
- Участие в процессе настройки управленческой отчетности: регулярная отчетность по ключевым метрикам (в том числе unit-экономика, EBITDA, маржинальность, CAPEX), формирование отчетов для руководства и Холдинга;
- Организация процесса план-факт анализа CAPEX проектов по факту освоения и оплат;
- Подготовка презентаций и аналитических материалов для внутреннего и внешнего использования (руководство, инвесторы, контролирующие органы);
- Поддержка инициатив по оптимизации затрат, повышению операционной эффективности и улучшению финансовых результатов бизнеса.

Знания, навыки, важные для этой позиции:
- Углублённый опыт разработки и построения финансовых моделей и инвестиционных бизнес-кейсов с нуля - с расчетом и интерпретацией ключевых KPI: NPV, IRR, DPP, ROI, Payback Period, Unit-экономика и др.;
- Глубокое понимание процессов бюджетного планирования: от формирования операционных и инвестиционных бюджетов до консолидации и анализа план-факт отклонений;
- Опыт внедрения и автоматизации системы бюджетирования с нуля, включая разработку методологий, шаблонов, структуры центров финансовой ответственности и схем согласования;
- Опыт в области управленческой отчетности: формирование отчетов для руководства и инвесторов, настройка структуры отчетности (P&L, CAPEX, Cash Flow, Balance Sheet и др.), адаптация форматов под требования стейкхолдеров;
- Опыт построения управленческой отчетности ""с нуля"" — включая определение ключевых метрик, источников данных, каналов сбора и регулярности отчетности;
- Уверенный пользователь 1С, продвинутые навыки работы с Excel (в т.ч. Power Query, макросы), уверенное владение PowerPoint для подготовки презентаций;
- Опыт работы в Big-4 будет преимуществом;
- Высшее образование в области финансов, экономики, математики или смежных дисциплин;
- Практический опыт работы в телекоммуникационной отрасли (опыт работы в операторах связи желателен). Опыт работы на аналогичной позиции желателен.
- Опыт работы с BI-системами (Power BI, Qlik и др.) будет плюсом.​​​​​​​

Что мы предлагаем:
- График 5/2, с 9:00 до 18:00;
- Комфортный офис с кухней и парковкой;
- Свободный дресс-код;
- Привилегии от экосистемы Freedom Holding;
- Экстра days off, помимо отпускных и больничных;
- Материальная помощь по памятным событиям;
- Самые инновационные, амбициозные проекты и задачи.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,13 мая 2025,https://hh.kz/vacancy/120454643,"Capex,Opex,NPV, IRR, DPP, Payback Period,Бюджетирование,Опыт разработки и построения финансовых моделей и инвестиционных бизнес-кейсов с нуля,Разработка методологии, структуры бюджетов (P&L, Cash Flow, CAPEX),Финансовое моделирование,Английский — B2 — Средне-продвинутый"
Менеджер по государственным закупкам,ТОО Коркем Телеком,Вакансия опубликована 13 мая 2025 в Астане,Не указано,"Sergek Group – казахстанская группа IT-компаний. Наши сотрудники – это разработчики программного обеспечения, компьютерного зрения и искусственного интеллекта, опытные проектные и продуктовые менеджеры, системные аналитики, бизнес аналитики, дата аналитики, финансовые, экономические и кадровые специалисты, юристы, закупщики, сотрудники HR, PR и GR. Мы разрабатываем технологии по трем основным направлениям Smart City — общественная и дорожная безопасность, транспорт и экология.

Вакансия: Менеджер по государственным закупкам
Формат работы: 5/2, с 09:00 до 18:00
Офис: г. Астана, пр. Туран 9Б

Обязанности:​​​​

1. Мониторинг и анализ закупок:

Мониторинг интернет-ресурсов в сфере госзакупок РК.

Выявление релевантных процедур и ведение базы данных закупок.

Первичный анализ тендерной документации на соответствие законодательству и возможностям компании.

Детальное изучение условий и требований закупки (тип, цели, сроки, квалификация и технические условия).

2. Взаимодействие с заказчиком и подготовка к участию:

Подготовка перечня вопросов по условиям закупки.

Участие в предварительном обсуждении условий.

Взаимодействие с организатором/заказчиком для уточнения информации.

3. Участие в процедурах закупок:

Участие в закупках с особым порядком (получение документации, регистрация, подача заявок).

Подготовка и подача пакета документов для участия в закупке.

Контроль хода процедуры, отслеживание этапов, получение протоколов и результатов.

4. Документооборот и сопровождение:

Подготовка доверенностей, служебных записок, писем и уведомлений.

Ведение переписки по закупкам, включая особый порядок.

Архивация конкурсной документации и организация документооборота.

5. Правовое сопровождение:

Регулярное ознакомление с актуальными НПА в сфере закупок.

Обеспечение соответствия всех действий требованиям законодательства.


Требования:

Образование и опыт:

Высшее образование (предпочтительно в области юриспруденции или экономики).

Опыт работы в сфере государственных закупок от 3 лет.

Практический опыт работы на порталах zakup.sk.kz и goszakup.gov.kz не менее 3 лет.

Знания законодательства:

Отличное знание законодательства и нормативных правовых актов, регулирующих:

Государственные закупки;

Закупки АО «Самрук-Қазына» и его дочерних организаций;

Закупки квазигосударственного сектора.

Профессиональные навыки:

Навыки ведения переговоров и взаимодействия с государственными заказчиками.

Уверенное владение компьютером и ПО (MS Office (Word, Excel), электронные торговые площадки, работа с ЭЦП.


Условия:

курсы и тренинги за счет компании
экстра day offs 7 дней, помимо отпускных
материальную помощь к отпуску, а также к памятным событиям
комфортный офис с кухней, игровой и парковкой",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,13 мая 2025,https://hh.kz/vacancy/119696370,"Государственные закупки,Тендеры,Составление договоров,Участие в Тендерах,Документальное сопровождение,Деловая коммуникация"
Старший менеджер Дирекции по природным ресурсам и сельскому хозяйству,Евразийский банк развития,Вакансия опубликована 13 мая 2025 в Астане,Не указано,"Обязанности:

Осуществлять поиск проектов для финансирования в основных отраслях, входящих в сферу ответственности Дирекции и смежных с ними;
Проводить комплексный анализ кредитных и инвестиционных операций и осуществлять взаимодействие с согласующими подразделениями Банка в соответствии с процедурами, установленными внутренними нормативными документами Банка;
Осуществлять подготовку / расчет и согласование с заинтересованными подразделениями Банка условий финансирования проектов;
Осуществлять подготовку кредитно-финансовой и обеспечительной документации;
Координировать осуществление выдачи средств по одобренным операциям Банка; обеспечивать контроль целевого использования средств;
Осуществлять мониторинг соблюдения клиентом финансовых, иных обязательств и ограничений в период действия финансовых соглашений;
Принимать участие во встречах и переговорах с действующими и потенциальными клиентами, а также с иными участниками кредитных и инвестиционных операций Банка;
Участвовать в разработке кредитных и инвестиционных продуктов с учетом запросов клиентов и требований рынка;
Предоставлять предложения по структуре и инструментам финансирования проектов и финансовых операций, перспективных для реализации целей и задач Банка;
Поддерживать знания и изучать экономику и рынок основных отраслей, входящих в сферу ответственности Дирекции и смежных с ними;
Подготавливать предложения по стратегии развития Дирекции, приоритетам в краткосрочной и долгосрочной перспективе, планированию количественных результатов деятельности Дирекции, в том числе по его бюджету.

Требования:

Высшее экономическое/финансовое образование;
Опыт работы по специальности не менее 9 лет, в том числе в финансовом секторе (предпочтительно в банковском);
Знание и уверенное владение инструментами организации финансирования инвестиционных проектов и текущей деятельности предприятий, включая сложно структурированные и многосторонние;
Уверенное владение инструментами финансового моделирования и навыками проведения финансового анализа;
Знание принципов, методов и стандартов бухгалтерского учета, отчетности и аудита, экономики, организации производства, труда и управления в основных отраслях;
Знание перспектив развития финансово-банковской системы, отрасли добычи и переработки полезных ископаемых, и сельского хозяйства;
Свободное владение русским, а также английским языком;
Владение навыками работы с программными продуктами Microsoft Office.",более 6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,13 мая 2025,https://hh.kz/vacancy/120458190,Не указано
Системный аналитик,АО Home Credit Bank,Вакансия опубликована 14 мая 2025 в Алматы,Не указано,"Ищем системного аналитика в сервис онлайн банкинга для В2С

Задачи, которые ты будешь выполнять:

анализ требований к доработке онлайн-систем и приложений, подготовленных инициатором;
разработку технической документации (техническое задание, техническая спецификация, функциональная спецификация, A4) по задаче;
разработку архитектурного решения (документ, завершающий стадию планирования и согласования ИТ-изменений) и принимать участие в архитектурном комитете;
валидацию технических документаций и архитектурных решений;
выполнять работы по поддержке онлайн-систем и приложений, принимать участие в решении инцидентов и проблем на продукционной среде;
изучать новые технологии разработки, применять лучшую практику в разрабатываемых продуктах.

Нам по пути, если ты:

имеешь опыт разработки и согласования требований/спецификаций на разработку/доработку программного обеспечения (User Story, Use Case, ТЗ);
знаешь методологии проектирования систем и моделирования процессов (BPMN, UML);
знаешь методы и подходов к интеграции систем (через веб-сервисы SOAP/REST, через очереди RabbitMQ, Kafka, и т.д.);
владеешь SQL и опытом проектирования БД;
имеешь навыки бизнес и системного анализа для построения ИТ-решений;
участвовал в интеграционных проектах в качестве системного аналитика/разработчика;
составлял оценки сроков анализа по бизнес-требованиям;
знаешь общие принципы построения оптимальной Архитектуры программного обеспечения;
имеешь базовые знания современных подходов к разработке программного обеспечения;
имеешь базовые знания основных артефактов и понятий системного анализа и теории систем.

Что мы предлагаем:

Работу в международном банке;
Возможность работать с коллегами из разных стран;
Кредиты для сотрудников по выгодной ставке;
Депозиты ""ДЛЯ СВОИХ"" с повышенной ставкой;
Ежемесячные лимиты на спорт, здоровье, саморазвитие или на заботу о семье;
Отсутствие дресс-кода;
Стабильную зарплату дважды в месяц и ежеквартальные KPI (бонусы).


Работа предусмотрена offline в г. Алматы!",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,14 мая 2025,https://hh.kz/vacancy/120505615,"Аналитическое мышление,SQL,Системный анализ,Английский — B1 — Средний"
