title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Казначей,ТОО Jana Post,Вакансия опубликована 12 мая 2025 в Алматы,"от 500 000 до 800 000 ₸ за месяц, на руки","Обязанности:

· Ведение и контроль ежедневных операций по управлению денежными средствами

· Ведение и контроль платежного календаря, организация централизованной системы платежей

· Подготовка и проведение платёжных поручений, работа в системах клиент-банк

· Планирование и анализ движения денежных потоков (Cash Flow), участие в формировании прогнозов

· Привлечение внешнего финансирования: работа с банками и финансовыми институтами по вопросам кредитования, факторинга, лизинга, банковских гарантий

· Размещение временно свободных денежных средств: выбор инструментов, оценка доходности и рисков, взаимодействие с финансовыми партнёрами

· Управление отношениями с банками: переговоры по условиям обслуживания, оптимизация тарифов, открытие и закрытие счетов, валютный контроль

· Подготовка и представление отчетности для внутреннего и внешнего использования (управленческая, регуляторная, отчетность по обязательствам и лимитам)

· Участие в автоматизации казначейских процессов, внедрение и сопровождение специализированных ИТ-решений

· Взаимодействие с бухгалтерией, финансовым и юридическим департаментами по вопросам расчетов, контрактов и платежей

Требования:

· Высшее образование в области финансов, экономики, математики или физики

· Опыт работы в казначействе/финансах от 3 лет

· Знание принципов управления ликвидностью, платежной дисциплины, финансового анализа

· Успешный опыт привлечения финансирования и взаимодействия с банками на уровне переговоров

· Уверенные навыки работы с Excel, знание 1С, казначейских систем, работа с базами данных на уровне пользователя и клиент-банков

· Внимательность, ответственность, способность работать с большим объемом информации

Условия:

· Стабильная работа в развивающейся компании

· Конкурентная заработная плата

· Возможность карьерного роста до уровня руководителя направления

· Участие в интересных проектах по финансовому развитию компании

· Комфортный офис, корпоративные мероприятия, обучение

*В Сопроводительном письме напишите кратко про свои навыки",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,12 мая 2025,https://hh.kz/vacancy/120376305,"Финансовая отчетность,Казначейство,1С,MS Excel,Управление ликвидностью компании"
Финансовый аналитик,ИП Skill,Вакансия опубликована 12 мая 2025 в Алматы,"от 700 000 ₸ за месяц, на руки","Обязанности:
Оценка проблемы портфеля и выставление планов погашении
Составление бюджета организации с целью планирования расходов
Проведение экономического анализа финансово-хозяйственной деятельности предприятия по данным бухгалтерского отчета и отчетности в целях выявления внутрихозяйственных резервов
Составление фактической управленческой и финансовой отчетности
Совершенствование документооборота организации, разработка и внедрение прогрессивных методов и форм финансового и бухгалтерского учета
Прогноз продвижения денежных средств
Поиск решений для минимизации и устранения финансовых потерь компании
Подготовка отчетов, аналитик и презентаций по запросу руководителя
Требования:
Обязательный опыт работы в Коллекторском агентстве, МФО или Банках второго уровня, на данной позиции не менее 3 лет.
Финансовое планирование: построение финансовых моделей, предоставление рекомендаций для собственников
Бюджетирование
Условия:
Работа в стабильной компании;
Официальное трудоустройство по ТК РК;
График работы: полный рабочий день 5/2;
Своевременная заработная плата;
Комфортные условия труда, хорошо оборудованное рабочее место;
Натуральный кофе, чай и другие плюшки;
Заработная плата обсуждается при собеседовании.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,12 мая 2025,https://hh.kz/vacancy/120385537,"Финансовый анализ,Финансовая отчетность,Отчет о движении денежных средств,Отчет о прибылях и убытках,Финансовая стратегия,Финансовое планирование,Финансовый менеджмент,Формирование аналитической отчетности"
Руководитель отдела продаж,ТОО Формула Чистоты Групп,Вакансия опубликована 12 мая 2025 в Алматы,Не указано,"В компанию ТОО ""Формула Чистоты Групп"", официального дистрибьютора компаний GRASS, Arvitex,The Act,Panasonic, Лаборатория Катрин требуется руководитель отдела продаж с опытом работы по направлению Non-Food(FMCG).

Обязанности:

Достижение плановых показателей по объемам продаж и дистрибуции на территории Алматы, Алматинская область, Талдыкорган, Шымкент, Тараз;
Открытие, запуск, ведение новых филиалов;
Планирование, управление, участие в формировании торговых отделов;
Развитие всех каналов продаж и сегментов рынка;
Управление торговой командой, постановка задач на день, неделю, месяц, год и контроль их исполнения плюс ""полевая"" работа;
Аудит торговых точек всех категорий;
Проведение анализа отчетов о продажах, пенетрации;
Проведение переговоров с клиентами, заключение договоров;
Увеличение доли рынка;
Привлечение новых клиентов и увеличение активной клиентской базы;
Коучинг, организация обучения и повышения квалификации сотрудников отдела продаж;
Работа и контроль дебиторской задолженности;
Постановка и исполнение поставленных задач себе и команде;
Подготовка отчетности для руководства и предоставление аналитики по результатам работы, презентации, анализ, видеоконференц связь;
Развитие отношений с ключевыми клиентами;
Разработка ценовой политики и коммерческих предложений;
Взаимодействие с другими департаментами для обеспечения высокого уровня обслуживания клиентов;
Командировки после испытательного периода в г.Шымкент, г.Астана, г.Актобе, г.Уральск, г.Актау, г.Атырау.
Требования:
Высшее образование (экономика, менеджмент, маркетинг или аналогичные направления);
Опыт работы не менее 3х лет на позиции РОП / территориальный / региональный менеджер ASM / директор по продажам. В бытовой химии будет преимуществом;
Опыт работы с крупными сетевыми клиентами и построения долгосрочных отношений;
Навыки стратегического планирования, анализа данных и управления командой;
Отличные коммуникативные и лидерские качества, умение вдохновлять и мотивировать сотрудников;
Уверенное владение ПК, Microsoft Office, знание CRM-систем и инструментов анализа продаж;
Знание 1С торговля;
Высокий уровень самоорганизации;
Наличие клиентской базы будет преимуществом.
Условия:
Испытательный период до 3х месяцев;
Официальное трудоустройство;
Квартальные бонусы;
Карьерный рост;
Сотовая связь;
Скидки на продукцию.

Обязательно! Если вы дочитали, напишите в сопроводительном письме, за какие заслуги и почему хотите устроиться на данную позицию",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,12 мая 2025,https://hh.kz/vacancy/120275640,Не указано
Customer Retention Analyst,PRO GAMING SOFTWARE LTD,Вакансия опубликована 12 мая 2025 в Алматы,Не указано,"We are a dynamic iGaming company with 5+ years of experience and a team of 1,000+ specialists. Our portfolio includes 8 successful projects, loved by players and operating across Tier 1-3 markets.

At our core, we attract and value top talent, allowing us to streamline processes and expand into new markets with confidence.

Join us as a Customer Retention Analyst and become part of a team that drives data-informed decisions, enhances player engagement, and shapes the future of iGaming through smart analytics!

Who we’re looking for:
We’re on the hunt for a Customer Retention Analyst who’s passionate about player behavior, data-driven strategies, and lifecycle optimization! If you live and breathe cohorts, dashboards, and retention frameworks—this is your moment to shine!

Your Responsibilities:
Dive deep into behavioral and cohort analysis across all player segments: F2P, FTD, NGR+, VIP, Retained, Reactivated, Churned
Develop and validate retention hypotheses: welcome flows, win-back strategies, anti-churn triggers, personalized bonuses, and engagement boosters
Build and maintain BI dashboards tracking key retention KPIs: LTV, churn rate, retention rate (D1, D7, D30), reactivation rate, ARPPU, repeat deposit rate, session frequency
Segment player base using RFM and clustering models
Analyze performance of CRM campaigns (email, push, SMS, calls) and A/B tests
Support personalization of communication scripts and retention strategies
⚠️ Identify churn risks and reduce dependency on bonus-based retention

What we’re looking for:
✔️ 3–5 years of experience in retention/lifecycle/CRM analytics—ideally in iGaming, e-commerce, or digital B2C
✔️ Proven track record with segmentation, cohort analysis, and A/B testing
✔️ Solid experience in BI reporting and dashboarding (Power BI, Tableau, Looker)
✔️ Strong grasp of retention metrics: LTV, churn, repeat rate, session frequency
✔️ Experience designing and analyzing A/B tests, uplift models, and control groups
✔️ Collaborated with CRM teams to launch and optimize personalized retention strategies
✔️ Comfortable working with SQL and data warehouses
✔️ Proactive in generating hypotheses, yet open to iterative teamwork and feedback

Tech & Soft Skills:
Advanced SQL and BI tools (Power BI preferred)
Familiarity with data architecture and automation pipelines
️ Strategic mindset with a detail-oriented approach to customer journeys
Strong communication skills and ability to collaborate across departments
English proficiency (technical reading and documentation; writing is a plus!)

Ready to take your retention analytics career to the next level?
Apply now and let’s create game-changing strategies together!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: удалённо,12 мая 2025,https://hh.kz/vacancy/120395618,"SQL,Power BI"
Менеджер проекта,ТОО Коркем Телеком,Вакансия опубликована 12 мая 2025 в Алматы,"от 500 000 до 600 000 ₸ за месяц, на руки","С кем вы будете работать?

Sergek Group – это профессионалы из разных сфер: разработка ПО, искусственный интеллект, компьютерное зрение, системная аналитика, проектный и продуктовый менеджмент, монтаж оборудовании, финансы, HR, PR и многое другое. Позиция менеджер проекта относиться в филиал Сергек Алматы.

Как вы сможете повлиять на результаты?

Вы будете обеспечивать успешное управление проектами с использованием методологии PMI PMBOK. Ваши навыки взаимодействия с госорганами и другими заинтересованными сторонами позволят эффективно сопровождать проекты на всех этапах их реализации. Благодаря вашему опыту в IT-инфраструктуре и управлении ресурсами вы сможете минимизировать риски, повышать эффективность работы команды и обеспечивать выполнение проектов в срок и с высоким качеством.

У нашего идеального кандидата:

высшее образование

опыт управления проектами с применением инструментов и методов Agile, Scrum

знание технических знаний IT-инфраструктуры (ЦОД, СХД и т.д.)

управление проектами по стандарту PMI PMBOK

управление компетенциями и разделение ответственности за реализацию процессов

навыки делового общения (ведение переговоров, подготовка и проведение презентаций, ведение деловой переписки)

навыки разработки организационных, распорядительных и нормативных

документов (концепция, политика, регламенты, положения, инструкции)

опыт работы в государственных органах или организациях, опыт взаимодействия с гос. органами или гос. организациями

Чем вы будете заниматься?

разработка и актуализация методологических документов по проектному управлению и регламентов взаимодействия подразделений в рамках реализации проектов
разработка технических заданий на проектирование новых и модернизацию существующих проектов
сопровождение процесса утверждения и регистрации контрактов на реализацию проектов
разработка плана проекта, совместно с задействованными подразделениями
разработка карты рисков проекта, совместно с задействованными подразделениями
проведение собраний с задействованными подразделениями организации в рамках освещения показателей исполнения проектов
оказание содействия в организации работ внутри подразделений, в том числе выявление недостающих ресурсов и создание условий для решения поставленных задач
управление проектами и их администрирование
подготовка отчетов по проекту для передачи заказчику, государственному партнеру, руководству организации
взаимодействие с гос.органами, гос.организациями и частными лицами по развитию новых и сопровождению запущенных в реализацию проектов
управление инициацией проекта: устав проекта, договор, список заинтересованных сторон
планирование, исполнение проекта, мониторинг и контроль
закрытие проекта: закрытие документов, изученные уроки

Что мы предлагаем?

Уникальная возможность работать в инновационной и динамичной команде, создающей решения для умных городов (Smart City)
Перспективы профессионального роста и обучения, а также доступ к курсам и тренингам за счет компании (после испытательного срока)
Дополнительные экстра-дни отдыха помимо стандартных отпускных и больничных — мы заботимся о балансе между работой и личной жизнью
Современный офис с уютной кухней с бесплатными завтраками каждое утро – отличное начало вашего продуктивного дня!
Регулярные активности: футбольные матчи, настольный теннис и другие спортивные мероприятия для любителей движения
Удобная зона парковки, чтобы ваш транспорт всегда был под рукой
Выездные тимбилдинги, где можно не только работать, но и отлично провести время с коллегами
Материальная помощь по важным личным событиям и на подготовку к отпуску
График 5/2 с 9:00 до 18:00 — мы ценим твое время и комфорт",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,12 мая 2025,https://hh.kz/vacancy/120406904,"PMI,PMBOK,Управление рисками,Управление командой,Деловая коммуникация,Навыки переговоров,Аналитический склад ума,Проектная документация,Деловая переписка"
Офис менеджер/АТЗ,ТОО PayPal,Вакансия опубликована 12 мая 2025 в Алматы,"от 180 000 до 200 000 ₸ за месяц, на руки","1. Координация работы торгового зала:

• Обеспечение бесперебойной работы торгового зала.
• Распределение клиентов между менеджерами по продажам.
• Контроль за соблюдением стандартов обслуживания в зале.
• Организация работы сотрудников (менеджеров, консультантов, технического персонала) в соответствии с графиком.

2. Взаимодействие с клиентами:

• Приветствие и первичное консультирование клиентов.
• Помощь в ориентировании по автосалону (модели, зоны ожидания, дополнительные услуги).
• Обеспечение комфортных условий для клиентов: предложить кофе, воду, информировать об акциях.
• Регистрация клиентов на тест-драйвы или встречи с менеджерами.

3. Контроль качества обслуживания:

• Мониторинг уровня удовлетворенности клиентов.
• Работа с жалобами и пожеланиями клиентов, оперативное их разрешение.
• Проверка соблюдения стандартов бренда (внешний вид сотрудников, поведение, общение).
• Проведение опросов или анкетирования клиентов.

4. Организация документооборота:

• Ведение журнала регистрации посетителей.
• Контроль за правильностью заполнения клиентских анкет и договоров.
• Обеспечение наличия и правильного размещения рекламных материалов, буклетов и прайс-листов.
• Ведение табеля рабочего времени сотрудников и предоставление данных в бухгалтерию.

5. Поддержание порядка и презентации автосалона:

• Контроль чистоты и порядка в торговом зале, зоне ожидания и переговорных комнатах.
• Проверка состояния автомобилей на выставке (чистота, исправность, наличие информации о характеристиках).
• Обеспечение исправной работы технического оборудования.

6. Организация тест-драйвов:

• Ведение записи на тест-драйвы.
• Координация сотрудников, ответственных за подготовку автомобилей к тест-драйвам.
• Контроль за правильным заполнением документов перед тест-драйвом.

7. Взаимодействие с руководством и отделами:

• Информирование руководителя о текущей ситуации в торговом зале.
• Согласование работы с отделом продаж, маркетингом, техническим сервисом.
• Участие в планировании и организации рекламных мероприятий и акций.

8. Закупки и обеспечение:

• Заказ канцелярских товаров, хозяйственных принадлежностей, кофе, чая и воды для сотрудников и клиентов.
• Контроль за наличием расходных материалов, заправка картриджей и заказ новых при необходимости.
• Взаимодействие с поставщиками услуг, заключение и ведение договоров (например, клининг, доставка воды, обслуживание оборудования).
• Организация сервисного обслуживания оборудования и устранение неполадок.

9. Работа с входящими звонками:

• Отвечать на телефонные звонки в случае, если менеджеры или операторы заняты.
• Перенаправлять звонки на соответствующих сотрудников или передавать информацию.

10. Распределение лидов:

• Контроль поступающих лидов (заявок) из CRM-системы или других источников.
• Распределение заявок между менеджерами по продажам согласно установленным правилам.
• Мониторинг выполнения работы с лидами и своевременное предоставление отчетов.

11. Контроль и аналитика:

• Ведение отчетности по посещаемости, распределению лидов и продажам.
• Анализ эффективности работы торгового зала.
• Подготовка отчетов для руководства о результатах работы команды.

12. Маркетинг и продвижение:

• Участие в организации акций, презентаций новых моделей и других мероприятий.
• Контроль за актуальностью информации о скидках и акциях в рекламных материалах и на стендах

Работа в автосалоне, хозяйственный, шустрый, быстросокращающейся кандидат нам нужен .",1–3 года,"Полная занятость
Стажировка",График: 2/2,Рабочие часы: 9,Формат работы: на месте работодателя,12 мая 2025,https://hh.kz/vacancy/119531136,"Обеспечение жизнедеятельности офиса,Внутренние коммуникации,Русский — A1 — Начальный,Казахский — A2 — Элементарный"
Бизнес - аналитик (фармацевтическая компания),ТОО ЮНИФАРМ КАЗАХСТАН,Вакансия опубликована 12 мая 2025 в Алматы,"до 800 000 ₸ за месяц, на руки","Обязанности:

Ежедневный анализ работы сотрудников Компании в рамках системы CRM, в разрезе запланированных и выполненных по факту работ;
Ежемесячный итоговый сбор, обработка и анализ результатов работы сотрудников Компании на основании данных системы CRM;
Ежемесячный сбор, обработка и анализ информации по продажам в разрезе по дистрибьюторам и клиентам, регионам, определенным периодам времени, брендам, группам, продуктам Компании;
Ежемесячный обширный анализ фармацевтического рынка, подготовка отчетов о продажах с помощью базы данных аудита, работа с базой данных , выгрузка данных в разрезах брендов; анализ тенденций, перспективности продуктов;
Ежеквартальное формирование планов совместно с отделом маркетинга;
Анализ деятельности компании в разрезе целевых аудиторий;
Ведение необходимой справочной информации в базах данных CRM;
Осуществление поддержки пользователей CRM и других программ мониторинга баз данных, подготовка ответов на возникающие вопросы, обучение сотрудников основам аналитических инструментов и систем, использующихся в Компании в рамках задач, поставленных перед подразделениями;
Разработка аналитических моделей, для измерения эффективности, рентабельности инвестиций Компании. Разработка различных видов отчетов и визуализаций в соответствии с потребностями бизнеса Компании
Подготовка сводных таблиц и аналитических таблиц для пользователей

Требования:

Высшее образование (маркетинговое или техническое)
Предыдущий опыт работы в фармацевтической компании - желательно
Опыт работы маркетинговым аналитиком - желательно
Опыт работы с CRM системой
Уверенный пользователь ПК (Power Point, Excel, cводные таблицы)
Навыки подготовки презентаций для руководства

Условия:

Достойные условия оплаты труда
Социальный пакет",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,12 мая 2025,https://hh.kz/vacancy/120383153,Не указано
Финансовый менеджер,ТОО BlackБери,Вакансия опубликована 12 мая 2025 в Петропавловске,"от 250 000 до 350 000 ₸ за месяц, на руки","Финансовый менеджер в BlackБери

О нас:

BlackБери – республиканская сеть эспрессо-баров с собственной пекарней, представленная в Петропавловске, Кокшетау и Астане. Мы стремимся к росту и успеху в каждом городе, где присутствуем, и приглашаем в нашу команду открытых и классных людей, которые хотят развиваться и расти вместе с нами.

Обязанности:

Финансовое планирование и бюджетирование всех направлений бизне

Контроль исполнения бюджета, анализ отклонений, управление затратами

Формирование управленческой отчетности (P&L, Cash Flow, баланс)

Подготовка аналитики для собственников и руководства

Работа с себестоимостью услуг и расчетом маржинальности

Внедрение и оптимизация финансовых и учетных процессов

Взаимодействие с бухгалтерией, контроль корректности данных

Требования:

Высшее образование в области экономики, бухгалтерии или финансов
Уверенное владение 1С и Excel
Опыт работы на аналогичной должности от 1 до 3 лет

Условия работы:

График работы: 5/2, с 9-часовым рабочим днем
Полная занятость на месте работодателя
Возможности для профессионального и карьерного роста
Дружная команда и поддержка на всех этапах работы

Преимущества работы в BlackБери:

Сильная корпоративная культура и поддержка каждого сотрудника
Отсутствие штрафов и уважительное отношение к каждому члену команды
Возможности для обучения и развития

Присоединяйтесь к нашей команде и станьте частью компании, которая делает жизнь людей лучше каждый день!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 9,Формат работы: на месте работодателя,12 мая 2025,https://hh.kz/vacancy/120411407,"Финансовая отчетность,Формирование аналитической отчетности,Финансовый менеджмент,Финансовые показатели,Финансовое планирование,Финансовый анализ"
"Менеджер по работе с маркетплейсами (Ozon, Wildberries)",ТОО WIN WIN DISTRIBUTION,Вакансия опубликована 12 мая 2025 в Алматы,"400 000 ₸ за месяц, на руки","Компания бытовой техники «DAUSCHER» предлагает технику и сервис, которые помогают найти баланс и наполняют будни новыми эмоциями. В связи с расширением нашей компании мы в поиске менеджер по работе с маркетплейсами(Ozon, Wildberries).

Если ты в поиске стабильности, активности, знаешь свое дело - то ждем твой отклик!

Основные обязанности:

Работа с карточками товара
Создание карточек товаров (заголовки, описания, характеристики, фото, видео).
SEO-оптимизация: подбор ключевых слов и правильная структура контента.
Регулярное обновление и поддержание актуальности данных.
Управление ассортиментом (добавление/удаление товаров).
Аналитика и отчетность
Отслеживание продаж, остатков, цен и рентабельности.
Анализ рынка и конкурентов.
Подготовка отчетов по эффективности рекламы и акций.
Мониторинг динамики спроса и отзывов.
Финансовый контроль
Расчет рентабельности по SKU, категории и общему каналу.
Контроль дебиторской задолженности и поступлений от маркетплейсов.
Анализ затрат на продвижение и логистику.
Согласование и контроль ценовой политики с учетом целевой маржи.
Продвижение и реклама
Настройка рекламных кампаний (Ozon Promo, WB Реклама).
Участие в акциях и спецпроектах платформ.
Работа с купонами, скидками, акциями.
Контроль за оформлением витрины магазина и баннеров.
Операционная деятельность
Обработка заказов: подтверждение, сборка, отгрузка, контроль возвратов.
Настройка логистики (FBO, FBS, DBS).
Управление ценами (вручную и через автообновление).
Решение технических вопросов: блокировки, штрафы, отклонения.
Участие в автоматизации бизнес-процессов
Внедрение инструментов автоматизации управления остатками, ценами и заказами.
Работа с внешними системами (CRM, ERP, аналитика, выгрузки).
Участие в оптимизации внутренних процессов взаимодействия с другими отделами.
Сбор и передача требований для разработки или настройки автоматизированных решений.
Работа с клиентами и репутацией
Ответы на вопросы покупателей.
Работа с отзывами (в том числе негативными).
Поддержание высокого рейтинга и уровня сервиса.
Коммуникация и взаимодействие
Общение с представителями маркетплейсов.
Подготовка и подача документации (Сертификаты, УПД, карточки).
Взаимодействие со смежными отделами компании (дазайнеры, логистика, бухгалтерия, IT).

Требования к кандидату

Опыт работы с маркетплейсами (Ozon, WB) от 2 лет.
Глубокое понимание алгоритмов и правил площадок.
Уверенные навыки работы с Excel и аналитическими инструментами.
Опыт в автоматизации процессов и работе с CRM/ERP-системами.
Знание основ финансовой аналитики, умение считать рентабельность и контролировать бюджеты.
Внимательность к деталям, ответственность, самостоятельность.

Условия:

График работы: 5/2;
Рабочий день с 08.00час- 17:00 час;
Перспективы карьерного роста
Развозка с Алматы имеется ;
Обед за счет компании;

Место работы поселок Жармухамбет;


Предлагаем Вам стать частью команды профессионалов одной из самых динамично развивающихся компании;

Ждем ваш отклик!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,12 мая 2025,https://hh.kz/vacancy/120372147,Не указано
Chief Data Officer,red_mad_robot,Вакансия опубликована 12 мая 2025 в Алматы,Не указано,"red_mad_robot — технологическая компания с экспертизой в запуске цифровых продуктов и новых бизнесов. Включает red_mad_robot AI — центр исследований и разработки ИИ-решений.

Ищем в нашу команду Chief Data Officer. Вместе нам предстоит запустить нео-банк по уникальной модели business builder.

Что ты будешь делать:

Формирование процесса управления архитектурой данных.
Создание нормативной базы управления данными.
Запуск процессов управления качеством данных.
Управление сбором и актуализацией моделей данных Банка.
Построение платформы исполнения моделей AI/ML и предиктивной аналитики.
Построение ""витрин"" данных для C-level, СРО/РО и других стейкхолдеров.

От тебя:

Высшее Математическое/экономическое образование.
Опыт построения DataLake и DWH с продуктами на микросервисной архитектуре.
Опыт управления данными и платформах ML/AI не менее 3х лет.
Опыт защиты проектов/бюджета на уровне C-level.
Явные лидерские навыки, проактивность.
Опыт сбора, запуска и развития технических команд.
Опыт построения платформ исполнения моделей AI/ML и предиктивной аналитики.
Знание инструментов построения систем управления данными, ETL, DataLake, БД, ML моделирования.

Чего ждать от роботов:

Работа в сильной команде, где ценят инициативу, договорённости и честную обратную связь.
Развитие — наш пунктик: берёмся за сложные задачи, которые нас продвинут.
Всё по-честному: у нас белая зарплата и оформление в штат с первого дня, ДМС с хорошими условиями через 3 месяца работы.
И телу приятно: офис в Алматы или Астане, гибридный формат.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,12 мая 2025,https://hh.kz/vacancy/120374547,"ETL,Message Broker,Базы данных,DataLake,ML/AI,DWH"
