title,company,location,salary,description,experience,employment_type,schedule,working_hours,work_format,published_date,link,skills
Аналитик,ИП МАМРАЕВА А. Б,"Астана, улица Толе Би44П","от 250 000 ₸ за месяц, на руки","Вакансия: Аналитик

Место работы: Медицинская клиника

График: Свободный

Заработная плата: 250 000 тенге

Обязанности:

•Сбор и анализ данных по деятельности клиники (финансовые показатели, количество пациентов, загрузка персонала и т.д.).

•Подготовка отчетов для руководства.

•Взаимодействие с различными отделами для получения необходимой информации и улучшения процессов.

•Разработка предложений по повышению эффективности и прибыльности на основе данных.

Что нужно будет делать:

•Анализировать данные о работе клиники (например, сколько пациентов, сколько выручки, сколько расходов).

•Помогать выявлять, на что уходит больше всего денег, и предлагать, как можно сократить лишние траты.

•Помогать в расчёте затрат и стоимости медицинских услуг.

•Смотреть, какие процессы работают неэффективно, и предлагать, как их улучшить.

•Подготавливать простые и понятные отчёты для руководства.

Требования:

•Высшее образование (предпочтительно в области экономики, финансов, анализа данных и смежных сферах).

•Опыт работы аналитиком или в аналогичной роли от 1 года.

•Отличные навыки работы с данными и уверенное знание Excel.

•Приветствуется опыт работы с аналитическими инструментами (Power BI, Tableau и др.).

•Внимательность к деталям, умение быстро анализировать информацию и предлагать решения.

•Навыки самостоятельной и командной работы.

•Умение анализировать данные, оптимизировать статьи расходов, участвовать в анализе затрат, рассчитывать себестоимость медицинских услуг и предлагать решения для повышения эффективности.",1–3 года,"Частичная занятость
Возможно временное оформление",График: свободный,Рабочие часы: по договорённости,Формат работы: на месте работодателя или удалённо,29 апреля 2025,https://hh.kz/vacancy/120075155?query=BI+Analyst&hhtmFrom=vacancy_search_list,Не указано
Compensation & Benefits Manager,"Международный Аэропорт Алматы, АО","Алматы, Майлина, 2",Не указано,"About the Job Advertisement

We are seeking a proactive and analytical Compensation & Benefits Manager to join our HR team. In this role, you will be responsible for designing, implementing, and managing competitive compensation and benefits programs that align with our company’s goals and support employee engagement and retention. If you are passionate about creating fair and motivating reward structures and ensuring compliance with relevant regulations, we would be delighted to hear from you.

What do we expect you to do?

design compensation packages and bonus programs that align with the company’s strategic plan
ensure salaries and benefits comply with the current legislation about human rights and pay equity
identify trends and implement new practices to engage and motivate employees
conduct research on employee satisfaction (e.g. using surveys and quantitative data)
renew our compensation plans with monetary and non-monetary benefits based on employee needs
keep track of prevailing pay rates and make sure we offer competitive compensation plans
draft job descriptions, job analyses and classifications
structure compensation in ways that will yield the highest value for the organization
evaluate and report on the effectiveness of employee benefit programs
track compensation and benefits benchmarking data

What will you bring along?

higher education
hands-on experience with HRIS or payroll software (1 C ZUP, Oracle)
proficient user of MS Excel
knowledge of building compensation packages and bonus programs for various departments and seniority levels
excellent understanding of job evaluation and job analysis systems
familiarity with labor legislation
experience with employee satisfaction surveys
knowledge of English at the level of upper-intermediate
ability to work in multitasking mode, stress resistance, excellent communication and abalytical skills

What do we propose to you?

Employment in accordance with the Labor Code of the Republic of Kazakhstan.
Office location - Almaty International Airport (2/1, Maylin street).
Working hours from 8.00 to 17.00, lunch break from 12.00 to 13.00.
Annual paid leave of 24 calendar days (1 paid day-off for birthday after 1 year of employment).
Annual bonuses on performance results, annual salary indexation.
Voluntary Medical Insurance (after probation period).
Hybrid work (up to 5 days from home upon Line Manager's approval).
Corporate meals.
Shuttle bus.
Trainings (external & internal), access to e-Learning Academy.
Trade Union benefits.",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,30 апреля 2025,https://hh.kz/vacancy/120096854?query=Data+Researcher&hhtmFrom=vacancy_search_list,Английский — C1 — Продвинутый
Developer,ТОО KPMG,"Астана, улица Гейдара Алиева, 16",Не указано,"We are looking for a skilled Senior Developer to join our Technology Consulting team at KPMG. This role is part of the Data, AI & Emerging Technologies practice and involves working on large-scale integration, monitoring, and digital transformation projects for government and enterprise clients.


Key Responsibilities:
- Design, develop, and maintain integration services (REST, SOAP, RPC).
- Optimize and refactor existing systems for performance and scalability.
- Architect distributed and microservices-based solutions with fault tolerance.
- Collaborate with cross-functional teams including DevOps, data, and infrastructure.
- Work on projects like tax system modernization and horizontal monitoring platforms.

Required Qualifications:

2-3+ years of experience in backend development and systems integration.
Strong knowledge of Go, Python, .NET Core, and ReactJS.
Experience with PostgreSQL, Redis, Minio or similar storage and caching tools.
Understanding of microservice architecture and distributed systems. Hands-on experience with Kafka, RabbitMQ, or other message brokers.
Proficient with Docker, Kubernetes, and CI/CD pipelines.

Familiarity with monitoring stacks (Prometheus, Grafana, ELK).

English proficiency: B2 or higher (technical documentation, meetings, presentations).",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,29 апреля 2025,https://hh.kz/vacancy/120057040?query=Data+Architect&hhtmFrom=vacancy_search_list,"PostgreSQL,Golang,Python,Kafka,REST API,RabbitMQ,Redis,Kubernetes,SOAP,SQL,React,.NET Core,Английский — B2 — Средне-продвинутый"
IT Специалист,Tefal,"Алматы, проспект Аль-Фараби, 13к3В",Не указано,"ЗОНА ОТВЕТСТВЕННОСТИ

Выполнение роли специалиста технической поддержки 1-й и 2-й линий.

Прием и решение ИТ-заявок от сотрудников компании.
Администрирование пользовательского ИТ оборудования (ноутбуки, докстанции, мониторы)
Администрирование печатных/сканирующих устройств
Администрирование сетевой инфраструктуры
Администрирование локальной серверной инфраструктуры
Администрирование локальной телефонии
Администрирование ИТ инфраструктуры магазинов Tefal

ОБЯЗАННОСТИ

ИТ поддержка сотрудников компании (в том числе удаленных)
Обеспечение бесперебойной работы пользовательского ИТ оборудования и ПО
Администрирование ВАТС
Настройка, ремонт, обслуживание ноутбуков и моноблоков (DELL)
Настройка и обслуживание сетевых устройств (Cisco, etc)
Обслуживание физических серверов компании (DELL, DATA.RU)
Развертывание, настройка, поддержка виртуальных серверов в среде zVirt
Участие в ИТ проектах компании
Настройка мониторинга и мониторинг ИТ инфраструктуры компании (Zabix)
Содействие в работе DevOps специалисту, при необходимости
Ведение документации и БД по ИТ оборудованию и приложениям)
ТРЕБОВАНИЯ:

ПРОФЕССИОНАЛЬНЫЕ ЗНАНИЯ И НАВЫКИ:

ОС Windows/UX (Сервера и Пользовательские)
Сетевые технологии: LAN, WLAN, VPN
Навыки работы с Cloud

ЖЕЛАТЕЛЬНО ЗНАНИЕ:

Zabix
VBA
MS Access
SQL
Базовые навыки написания скриптов

СПЕЦИАЛЬНЫЕ ЗНАНИЯ И НАВЫКИ:

Английский язык базовый
Базовые навыки управления проектами
Сильные коммуникативные навыки
Ответственность
УСЛОВИЯ:
Мы рады тебе с первого дня: бадди для каждого нового сотрудника, индивидуальный план погружения в должность.
Мы заботимся о тебе: гибкое время начала и окончания рабочего дня, гибридный формат работы (3 дня в офисе, 2 дня удаленно), ДМС, включая стоматологию.
Мы любим развиваться: бесплатное обучение английскому языку с нашим партнером Education First, онлайн и оффлайн тренинги и практикумы круглый год, доступ к ресурсам библиотеки MyBook.
Мы любим радовать наших сотрудников: подарки на праздники и юбилеи работы в компании, скидки на нашу продукцию и продукцию компаний партнеров",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: гибрид,29 апреля 2025,https://hh.kz/vacancy/120064472?query=Data+Specialist&hhtmFrom=vacancy_search_list,Не указано
Middle ML Engineer (NLP),ТОО Documentolog,"Нур-Султан (Астана), проспект Мангилик Ел, 52А",Не указано,"Наша компания ищет специалиста в области NLP для работы на долгосрочной основе.

Обязанности:
- Создание сервисов на базе генеративных AI и классических ML/DL моделей;
- Сбор, обработка и загрузка данных из различных источников (SQL, NoSQL), работа с Дата пайплайнами;
- Разработка и поддержка API микросервисов, в т.ч. для деплоя моделей;
- Следовать современным трендам в области AI/DS;
- Сотрудничать с продуктовыми командами для успешного, своевременного внедрения и обслуживания сервисов;
- Проводить исследования и эксперименты с различными наборами данных;
- Управлять сложными рабочими процессами с данными и развивать экспертизу в предметной области.

Требования:
- Опыт работы не менее 2-х лет, из них:
в сфере Data Science / ML Engineering / Data Engineering не менее 2-х лет;
в сфере Deep Leanring и AI не менее 1 года;
- Практический опыт работы в NLP: обучение, оценка и использование моделей;
- Опыт работы с LLM: prompt engineering, evaluation, fine-tuning и т.д.;
- Опыт построения ETL процессов и интеграции данных из различных источников (БД, API, файловые системы);
- Опыт подготовки, аннотирования и предобработки данных для NLP задач;
- Понимание принципов работы классических ML/DL алгоритмов и моделей;
- Знание Python: умение писать чистый, тестируемый код;
- Знание SQL, Git, Docker, CI/CD.
- Плюс: опыт работы в построении Дата пайплайнов с помощью оркестраторов (Airflow, Dagster и т.д.) и/или распределённых систем (Spark, Hadoop и т.д.)

Условия:

- Оформление по ТК РК;
- Режим работы 5/2, с 09:00 до 18:30, обед с 13:00 до 14:30;
- Дружный коллектив и удобный офис.
​​​​​​​
Система мотивации:
- Беспроцентные займы: Финансовая поддержка сотрудников, проработавших в компании более 1 года;
- Фантомные акции компании: Сотрудники с опытом работы более 1 года получают возможность получать процент от чистой прибыли компании. Количество фантомных акций увеличивается с каждым годом работы в знак признательности за преданность и лояльность сотрудника.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,29 апреля 2025,https://hh.kz/vacancy/120076425?query=ML+Engineer&hhtmFrom=vacancy_search_list,"Data Science,Machine Learning,Python,SQL,NLP,Английский — B1 — Средний"
Аналитик-экономист в производственную компанию,ТОО DOLCE,поселок Ынтымак,Не указано,"В Фармацевтическом производственно-коммерческом объединении компаний «Dolce» открыта должность экономист (эксперт по оптимизации производства)

На сегодняшний день – это одно из крупнейших Казахстанских производителей Одноразовых Изделий Медицинского Назначения. Более 25 лет разумно организованное производство и постоянные инновации позволяют компании своевременно удовлетворять самые узкоспециализированные запросы клиентов.

Объединение покрывает потребности лечебных учреждений Республики, Казахстан, выполняет государственный заказ на поставку ИМН и ЛС по долгосрочным договорам, ориентировано на экспорт для стран Центральной Азии и СНГ.

Наша продукция отличилась в республиканском конкурсе-выставке «Лучший товар Казахстана» в 2018 году и удостоена почетной президентской премией «Алтын сапа»

Обязанности:

Моделирование производства: как есть, как должно быть, оценка актуальности действующей модели, рекомендация действий по приведению существующей модели к «как должно быть»

Анализ немаржинальных номенклатур, рекомендации по развитию или закрытию их производства

Контроль и анализ технологических процессов и разработка решений по оптимизации производственных расходов

Расчеты балансов материалов, складских остатков входящего сырья, готовой продукции

Ведение номенклатуры в системе 1С: ERP

Консолидация и экономический анализ производства по всей компании

Решения по автоматизации

Подготовка управленческой отчетности: анализ расходов (по статьям), анализ себестоимости и т.д.

Подготовка детализированных калькуляций для обновления/получения СТ КЗ, СТ-1

Требования:
Высшее образование (экономическое, инженерное, IT-технологии, менеджмент, экономика предприятия);
Опыт работы экономистом не менее 3 лет;
Знание 1С: ERP, Power BI, Excel, SQL, специализированные программные продукты для производства;
Знание бухгалтерского учета, финансового анализа, управление затратами;

Способность работать в условиях многозадачности, соблюдение дедлайнов

инициативность и проактивность.
Условия:
Широкие возможности для профессионального развития;
Перспектива и рост;
Корпоративное обучение;
Развозка сотрудников;
График работы: 5/2, с 08:30 до 17:30",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,30 апреля 2025,https://hh.kz/vacancy/120096707?query=BI+Analyst&hhtmFrom=vacancy_search_list,Не указано
Fixed Gas Detection Sales Engineer,ТОО QHSE-AKBARYS,Не указано,Не указано,"Обязанности:
Demonstrate expertise in gas detection and instrumentation technologies.
Navigate and comply with relevant regulatory requirements.
Customer-Centric and Market-Focused Approach:
Build and maintain strong relationships with key customers.
Utilize market intelligence to identify and capitalize on new business opportunities.
Oversee the sales pipeline from lead generation to deal closure, ensuring customer needs are met.
Contribute to all strategic planning sessions.
Contribute to budget planning and Sales & Operations Planning (S&OP).
Ensure alignment with company growth objectives and drive long-term profitability.
Attend exhibitions, conferences and professional meetings and promote the group product solutions and brands.
Monitor and report on market and competitor activities and provide relevant reports and information on weekly basis.
Build strong business relationships end users, EPC contractors, projecinstitutes in the Gas & Flame Detection market in Kazakhstan.
Responsible for achieving sales targets by identifying sales opportunities in new and existing markets to meet or exceed business growth objectives.
Требования:
Bachelor’s degree in engineering or business-related discipline with at least 5 years of directly related experience in sales and business development in the gas detection or instrument business.
Excellent command of English (both verbal and written)
Strong technical knowledge of gas detection and instrumentation technologies.
Proven track record in customer relationship management and market development in Kazakhstan.
Ability to analyze market trends and develop effective sales strategies.
Strong external and internal communication and interpersonal skills.
Working knowledge of Salesforce as a CRM tool.
Effective team player with the ability to build and maintain positive externa and internal relationships.
Условия:
Travel is required and expected to be 40% to 60% per year.
Competitive salary, OTE (on target earnings), yearly bonuses",3–6 лет,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя или разъездной,29 апреля 2025,https://hh.kz/vacancy/120089395?query=Business+Intelligence+Developer&hhtmFrom=vacancy_search_list,Не указано
Product/Data-аналитик,ТОО Magnum E-commerce Kazakhstan,"Алматы, Сайран, улица Толе Би, 285",Не указано,"Обязанности:

Сбор, анализ и уточнение требований заказчиков;

Мониторинг и формирование продуктовых метрик для оценки эффективности продукта;

Анализ внедрения новых фич и изменений — оценка метрик до/после, выявление побед и узких мест;

Визуализация данных, создание отчетов.

Задачи на перспективу:

Участие в discovery-процессах вместе с продактами, дизайнерами и разработчиками, помощь в принятии решений на основе данных.

Поиск инсайтов и точек роста в большом объёме данных для поддержки продуктовой стратегии.

Требования:

Опыт работы аналитиком от 1 года;

Хорошее знание SQL (запросы, агрегации, джойны, оконные функции);

Понимание A/B-тестирования, хорошая база по статистике;

Опыт работы с любым BI-инструментом (Qlik, Power BI или аналогичным);

Умение доступно объяснять заказчику и команде о проведенном анализе и результатах.

Будет плюсом:

Опыт работы с Python для анализа данных (pandas, numpy, scipy, matplotlib, seaborn).

Условия:
Работа в одном из самых быстрорастущих E-commerce в Казахстане.
Интересные задачи, профессиональный рост и возможность видеть реальный эффект своей работы!",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,29 апреля 2025,https://hh.kz/vacancy/120073925?query=Data+Analyst&hhtmFrom=vacancy_search_list,Не указано
Business Data Analyst,ТОО Air Energi Caspian LLP trading as Airswift,Не указано,Не указано,"Обязанности:
Digitization, optimization, automation of business processes - sales funnels, marketing reporting, acquisition channels, etc.
Applied business analytics based on generated reports. Communication with top management for business improvement
Reporting development in Power BI
Writing SQL scripts of varying complexity
It is possible to use Python to automate and organize ETL processes
Perform ad hoc reports and provide analysis support as needed
Put forward proposals for the necessary actions to improve the company’s financial and/or other indexes
Development and Monitor business KPI’s (Retention Rate, Communication Cost per loan, Conversion Rate etc.)
Требования:

Graduate with a mathematics/technical background

Fluent in English

Ability to work with data-mining and business intelligence tools such as SQL, PostgresSQL

Middle knowledge of databases/data warehouses

Strong skills in data analysis and reporting

Proficiency level in Excel

Desirable is understanding of lending and financial management

Desirable experience in Power BI

Desirable experience in Python

Условия:
Almaty 52
Office work",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Формат работы: на месте работодателя,28 апреля 2025,https://hh.kz/vacancy/120047204?query=BI+Analyst&hhtmFrom=vacancy_search_list,"SQL,PostgreSQL,Python,Power BI,Английский язык,Corporate Finance,Основы баз данных,Бизнес-анализ,Английский — C1 — Продвинутый"
Junior Data Scientist (NLP),"Beeline, ТМ",Не указано,Не указано,"Мы ищем специалиста в области NLP, который поможет нам в быстром генерировании и тестировании гипотез для разработки инновационных продуктов. Эта роль предполагает работу в динамичной стартап-среде, где скорость и гибкость являются ключевыми.

Что необходимо делать:

Разработка и оптимизация NLP моделей под конкретные задачи
Работа с командой для быстрого генерирования и тестирования гипотез
Файн-тюнинг и адаптация open-source LLM-моделей
Постоянное изучение статей и применение новейших достижений в области NLP.
Что мы ожидаем от кандидата:
Опыт в NLP и глубоком обучении
Знание Python, PyTorch/TensorFlow, Git, Docker, SQL
Навыки back-end разработки приветствуются
Опыт работы с векторными базами данных и bert-based архитектурами
Знание и опыт работы с языковыми моделями, такими как GPT, Mistral и другие
Опыт разработки и оптимизации моделей для улучшения производительности (inference) будет плюсом
Участие в конкурсах машинного обучения (Kaggle, хакатоны) будет считаться преимуществом.",1–3 года,Полная занятость,График: 5/2,Рабочие часы: 8,Не указано,30 апреля 2025,https://hh.kz/vacancy/120097262?query=Data+Scientist&hhtmFrom=vacancy_search_list,Не указано
